Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Seppe Welters,18115983.0,6.25,6.25,6.25,6.25,6.75,6.75,5.65,5.65,6.92,6.92
Exequiel Palacios,14110846.0,14.6,14.6,14.6,14.6,13.2,13.2,13.7,13.7,12.33,12.33
Alberto Serra,2000506756.0,13.4,13.4,13.4,13.4,13.9,13.9,14.0,14.0,13.75,13.75
Oliveira,2000567177.0,13.55,13.55,13.55,13.55,13.65,13.65,13.9,13.9,13.38,13.38
Selahattin Erdoğan,2000512814.0,14.7,14.7,14.7,14.7,14.3,14.3,14.4,14.4,13.33,13.33
Mikołaj Wolanski,2000512116.0,12.25,12.25,12.25,12.25,11.35,11.35,12.0,12.0,10.88,10.88
Wagner Ricardo,2000506775.0,12.3,12.3,12.3,12.3,11.45,11.45,12.15,12.15,11.17,11.17
Tanaboon Arteaga,2000506774.0,12.35,12.35,12.35,12.35,9.05,9.05,11.45,11.45,9.21,9.21
Davide Bosetti,2000506773.0,15.7,15.7,15.7,15.7,15.0,15.0,15.0,15.0,14.75,14.75
Nelsón Barrera,2000497901.0,11.75,11.75,11.75,11.75,12.5,12.5,11.55,11.55,11.58,11.58
Gaspar Andrade,2000437519.0,11.65,11.65,11.65,11.65,12.5,12.5,12.4,12.4,11.83,11.83
Dinis Oliveira,2000434809.0,10.2,10.2,10.2,10.2,10.8,10.8,9.8,9.8,10.5,10.5
Boubakar Sissako,2000198829.0,10.5,10.5,10.5,10.5,9.5,9.5,10.0,10.0,9.75,9.75
Jan Bednarek,96047750.0,11.45,11.45,11.45,11.45,10.2,10.2,11.3,11.3,10.67,10.67
Anthony Martial,85086702.0,13.2,13.2,13.2,13.2,13.2,13.2,13.8,13.8,12.58,12.58
Fikayo Tomori,28097980.0,12.5,12.5,12.5,12.5,12.15,12.15,12.1,12.1,12.38,12.38
Loris Zunino,2000506778.0,13.55,13.55,13.55,13.55,12.3,12.3,12.85,12.85,11.29,11.29
Benjamín Croce,2000377768.0,14.65,14.65,14.65,14.65,13.45,13.45,14.8,14.8,12.88,12.88
Héctor Flores,2000285908.0,15.9,15.9,15.9,15.9,15.6,15.6,15.7,15.7,15.42,15.42
Lisandru Tramoni,49056370.0,14.3,14.3,14.3,14.3,13.9,13.9,13.8,13.8,12.58,12.58
Egidio Guidi,2000190821.0,11.15,11.15,11.15,11.15,11.25,11.25,11.3,11.3,11.79,11.79
Óscar,67228635.0,13.85,13.85,13.85,13.85,13.0,13.0,13.5,13.5,12.42,12.42
Gennaro Bressan,2000506772.0,14.6,14.6,14.6,14.6,14.3,14.3,14.3,14.3,14.25,14.25
Cristian Carlos Iglesias,2000511849.0,12.8,12.8,12.8,12.8,13.2,13.2,12.35,12.35,12.58,12.58
Jost Kunz,2000504128.0,12.2,12.2,12.2,12.2,12.4,12.4,12.0,12.0,12.58,12.58
Alphonse Areola,85027976.0,11.0,11.0,11.0,11.0,9.4,9.4,10.2,10.2,9.29,9.29
Ronaldo Vieira,29161106.0,13.15,13.15,13.15,13.15,12.05,12.05,12.6,12.6,11.38,11.38
Davide Calabria,43123020.0,12.4,12.4,12.4,12.4,12.4,12.4,12.2,12.2,11.67,11.67
Alessandro Romanò,2000434040.0,13.5,13.5,13.5,13.5,13.1,13.1,12.75,12.75,12.83,12.83
Fabinho,19183676.0,13.9,13.9,13.9,13.9,11.8,11.8,13.45,13.45,12.0,12.0
Franck Kessié,13136664.0,14.9,14.9,14.9,14.9,14.1,14.1,14.9,14.9,13.5,13.5
Lorenzo Di Fusco,2000190824.0,14.15,14.15,14.15,14.15,12.9,12.9,14.35,14.35,12.25,12.25
Davinson Sánchez,76023027.0,11.8,11.8,11.8,11.8,11.5,11.5,11.8,11.8,11.67,11.67
Batuhan Kör,70131652.0,13.8,13.8,13.8,13.8,13.5,13.5,13.7,13.7,13.33,13.33
Wilfried Singo,12078947.0,13.2,13.2,13.2,13.2,13.9,13.9,12.8,12.8,14.0,14.0
