Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Raffaele Russo,2000324450.0,11.0,15.0,11.0,12.0,14.0,6.0,1.0,8.0,12.0,12.0,7.0,6.0,2.0,1.0,1.0,7.0,6.0,7.0,13.0,3.0,3.0,1.0,3.0,14.0,10.0,16.0,10.0,15.0,1.0,20.0,15.0,2.0,4.0,7.0,1.0,2.0,13.0,9.0,7.0,9.0,13.0,9.0,6.0,10.0,15.0,9.0,9.0,23.0
Alen Bartolović,2000506471.0,15.0,14.0,13.0,14.0,14.0,11.0,13.0,13.0,15.0,5.0,6.0,3.0,6.0,11.0,13.0,8.0,15.0,9.0,11.0,8.0,14.0,5.0,11.0,6.0,5.0,16.0,9.0,14.0,4.0,10.0,9.0,5.0,9.0,10.0,2.0,7.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,21.0
Ronald Woudenberg,2000633117.0,7.0,15.0,12.0,11.0,13.0,4.0,3.0,7.0,9.0,13.0,11.0,8.0,3.0,2.0,3.0,9.0,7.0,10.0,15.0,3.0,3.0,3.0,1.0,10.0,7.0,10.0,10.0,15.0,3.0,14.0,6.0,3.0,7.0,13.0,3.0,2.0,12.0,11.0,13.0,2.0,16.0,12.0,13.0,10.0,13.0,9.0,12.0,19.0
Agustín Kranevitter,2000612966.0,7.0,13.0,9.0,10.0,17.0,8.0,2.0,9.0,10.0,14.0,12.0,8.0,3.0,1.0,3.0,11.0,8.0,12.0,14.0,1.0,3.0,3.0,1.0,11.0,9.0,16.0,10.0,16.0,1.0,11.0,9.0,2.0,1.0,15.0,2.0,1.0,18.0,10.0,11.0,1.0,14.0,11.0,6.0,13.0,16.0,10.0,13.0,20.0
Leandro Alves,2000568887.0,16.0,16.0,13.0,10.0,15.0,11.0,14.0,14.0,14.0,5.0,5.0,4.0,6.0,16.0,7.0,8.0,10.0,12.0,12.0,8.0,13.0,2.0,9.0,13.0,7.0,16.0,11.0,10.0,3.0,8.0,7.0,5.0,11.0,13.0,5.0,9.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,20.0
Carl Mooney,2000410920.0,15.0,10.0,12.0,14.0,9.0,15.0,12.0,12.0,13.0,6.0,9.0,3.0,4.0,16.0,15.0,8.0,14.0,14.0,11.0,9.0,13.0,4.0,12.0,6.0,4.0,13.0,10.0,9.0,4.0,8.0,16.0,6.0,6.0,12.0,5.0,7.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,23.0
Gonzalo Cuadros,2000647507.0,12.0,16.0,16.0,13.0,10.0,14.0,10.0,12.0,11.0,9.0,6.0,7.0,5.0,8.0,10.0,15.0,16.0,11.0,14.0,10.0,11.0,5.0,5.0,10.0,7.0,15.0,6.0,16.0,5.0,13.0,11.0,6.0,10.0,15.0,3.0,9.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,19.0
Buster Juul Vibe,2000566892.0,12.0,16.0,15.0,10.0,14.0,14.0,16.0,9.0,16.0,7.0,8.0,5.0,6.0,13.0,12.0,9.0,13.0,12.0,12.0,10.0,10.0,4.0,6.0,8.0,6.0,16.0,8.0,13.0,4.0,11.0,11.0,9.0,14.0,12.0,4.0,7.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,20.0
Manuel Bosch,2000514796.0,17.0,14.0,14.0,12.0,12.0,13.0,10.0,12.0,15.0,9.0,11.0,9.0,6.0,7.0,15.0,14.0,16.0,10.0,13.0,10.0,15.0,9.0,7.0,9.0,6.0,12.0,12.0,11.0,13.0,11.0,8.0,5.0,14.0,14.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,21.0
Jannis Emde,2000504247.0,13.0,14.0,13.0,9.0,11.0,11.0,12.0,12.0,13.0,4.0,7.0,10.0,7.0,8.0,9.0,14.0,14.0,13.0,12.0,8.0,13.0,4.0,8.0,7.0,19.0,17.0,10.0,13.0,8.0,13.0,12.0,7.0,13.0,9.0,7.0,7.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,21.0
Saverio van Lopik,2000437951.0,9.0,13.0,11.0,11.0,12.0,14.0,9.0,13.0,13.0,7.0,8.0,8.0,8.0,7.0,13.0,16.0,12.0,10.0,15.0,13.0,12.0,8.0,5.0,9.0,4.0,10.0,10.0,10.0,5.0,14.0,8.0,6.0,11.0,14.0,4.0,7.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,22.0
Harald Klingmann,2000504134.0,14.0,14.0,12.0,14.0,16.0,9.0,8.0,12.0,13.0,12.0,13.0,6.0,5.0,6.0,7.0,9.0,15.0,13.0,10.0,6.0,5.0,14.0,10.0,9.0,15.0,13.0,12.0,15.0,12.0,8.0,12.0,6.0,7.0,18.0,6.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,21.0
Özgün Karatepe,2000631119.0,13.0,14.0,15.0,13.0,12.0,11.0,11.0,13.0,15.0,14.0,15.0,6.0,7.0,6.0,8.0,10.0,9.0,15.0,15.0,7.0,4.0,11.0,9.0,11.0,18.0,10.0,12.0,12.0,13.0,8.0,11.0,10.0,6.0,15.0,12.0,7.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,19.0
Matt Bonfield,2000567798.0,12.0,15.0,13.0,12.0,9.0,8.0,6.0,8.0,16.0,13.0,11.0,4.0,6.0,4.0,8.0,9.0,7.0,13.0,13.0,7.0,10.0,10.0,9.0,7.0,19.0,12.0,7.0,12.0,12.0,12.0,10.0,9.0,8.0,13.0,6.0,8.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,20.0
Mateo Gómez,2000512705.0,11.0,12.0,11.0,10.0,16.0,9.0,6.0,11.0,15.0,12.0,10.0,8.0,8.0,5.0,6.0,9.0,7.0,11.0,12.0,6.0,9.0,11.0,10.0,10.0,17.0,15.0,12.0,14.0,12.0,7.0,9.0,7.0,15.0,12.0,6.0,5.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,21.0
Agustín Agirre,2000439259.0,13.0,12.0,12.0,14.0,13.0,16.0,6.0,10.0,13.0,14.0,13.0,7.0,7.0,7.0,9.0,12.0,12.0,14.0,15.0,10.0,12.0,12.0,7.0,12.0,16.0,17.0,11.0,12.0,14.0,8.0,9.0,6.0,5.0,13.0,9.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,21.0
Scott Diaz,2000706461.0,14.0,13.0,13.0,10.0,8.0,12.0,8.0,14.0,12.0,11.0,9.0,12.0,8.0,8.0,11.0,15.0,16.0,15.0,15.0,8.0,7.0,9.0,14.0,14.0,16.0,11.0,8.0,17.0,8.0,13.0,12.0,9.0,9.0,15.0,3.0,9.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,18.0
