Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Carl Mooney,2000410920.0,9.0,12.67,12.0,9.0,14.5,12.67,9.33,13.5,9.0,13.0,10.5,8.25,12.4,7.33,12.5,13.67,15.0,11.0,11.5,13.0,4.0
Gonzalo Cuadros,2000647507.0,10.0,11.67,5.0,10.5,15.0,12.0,12.33,12.5,10.5,13.0,9.0,11.5,12.0,8.67,14.75,12.0,10.0,15.5,10.5,11.33,5.0
Buster Juul Vibe,2000566892.0,14.0,11.33,6.0,8.0,13.5,11.33,10.33,11.5,8.0,14.5,8.5,9.25,11.2,6.67,14.75,11.67,12.0,11.0,12.0,12.0,4.0
Manuel Bosch,2000514796.0,12.0,9.67,7.0,10.5,14.5,12.67,11.67,10.5,10.5,13.0,11.5,9.5,11.4,11.33,14.25,10.33,15.0,15.0,12.0,11.0,9.0
Jannis Emde,2000504247.0,11.0,12.67,8.0,8.0,12.5,12.67,11.67,12.0,8.0,13.0,9.5,12.0,12.6,8.0,14.25,12.33,9.0,14.0,13.5,10.0,4.0
Saverio van Lopik,2000437951.0,12.0,10.67,5.0,10.0,13.0,12.33,11.33,11.5,10.0,10.5,10.5,8.5,11.8,8.33,10.75,11.0,13.0,14.0,10.0,10.67,8.0
Harald Klingmann,2000504134.0,16.0,11.0,10.0,12.0,12.0,9.33,10.0,11.0,12.0,11.5,12.5,13.25,9.6,12.0,13.25,11.67,7.0,12.0,12.5,9.0,14.0
Özgün Karatepe,2000631119.0,12.0,11.33,9.0,13.5,10.0,11.33,9.67,13.0,13.5,10.0,14.0,13.5,10.6,13.33,13.0,13.67,8.0,9.5,11.0,7.33,11.0
Matt Bonfield,2000567798.0,9.0,11.67,9.0,10.5,7.5,12.0,8.33,11.5,10.5,6.5,9.5,12.5,11.6,11.0,13.0,12.0,8.0,8.0,9.5,6.0,10.0
Mateo Gómez,2000512705.0,16.0,9.0,10.0,11.5,8.0,10.67,7.67,10.5,11.5,6.5,10.5,12.75,9.6,11.67,12.25,10.67,6.0,8.0,13.5,6.0,11.0
Agustín Agirre,2000439259.0,13.0,10.33,7.0,12.0,14.0,13.67,10.0,12.0,12.0,9.0,11.5,13.5,11.6,12.67,13.5,12.67,9.0,12.0,14.0,9.67,12.0
Scott Diaz,2000706461.0,8.0,13.33,14.0,12.5,14.0,12.33,13.33,13.5,12.5,12.0,11.5,14.25,12.4,11.0,12.75,14.0,11.0,15.5,9.5,10.67,9.0
