Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Morten Sørensen,2000189231.0,16.0,16.67,2.0,12.0,8.5,10.67,7.67,17.5,12.0,5.5,13.0,12.5,13.6,8.67,13.0,16.33,2.0,10.0,15.0,3.67,2.0
Mamoudou Camara,2000197834.0,6.0,10.33,10.0,10.0,15.5,14.0,12.0,11.5,10.0,15.5,11.5,11.75,11.8,7.67,15.5,12.33,17.0,14.0,14.0,12.67,6.0
Nico Williams,67276230.0,13.0,12.67,11.0,13.0,16.0,13.33,13.0,13.0,13.0,16.0,13.5,10.25,13.2,12.67,15.75,12.67,14.0,13.0,13.5,13.67,10.0
Marco Alves,2000189590.0,9.0,13.33,14.0,13.5,14.5,13.67,11.67,14.0,13.5,12.0,14.5,15.25,13.2,14.33,16.75,14.33,11.0,13.0,16.0,12.0,18.0
Romelu Lukaku,18007344.0,16.0,15.33,16.0,11.0,15.0,15.33,12.33,16.5,11.0,14.0,14.5,17.0,15.0,9.0,13.5,16.67,15.0,14.0,17.5,15.0,9.0
Juan Guerra,2000511832.0,7.0,13.33,8.0,10.5,17.5,15.0,14.67,12.0,10.5,16.0,10.0,11.25,14.0,9.67,13.5,13.0,11.0,16.5,11.0,12.67,10.0
Jhonatan Mejía,2000415671.0,8.0,15.33,9.0,13.5,15.0,17.0,15.33,15.0,13.5,16.5,14.5,13.75,16.2,13.0,16.75,15.33,16.0,17.0,15.5,15.0,9.0
Luís Ricardo,2000410716.0,9.0,13.67,10.0,12.0,16.0,13.67,14.0,13.0,12.0,16.0,13.5,12.5,13.6,11.33,16.0,13.33,14.0,15.5,14.0,12.33,7.0
Michele Ceccarelli,2000323829.0,17.0,12.67,1.0,10.5,9.5,10.33,7.33,16.0,10.5,7.5,11.0,11.0,11.2,8.0,12.5,15.0,3.0,10.0,12.0,5.67,2.0
Alfredo Piecenti,2000272907.0,14.0,14.33,15.0,15.0,11.5,11.33,10.33,16.0,15.0,10.5,14.5,14.25,12.6,15.0,17.0,15.33,10.0,11.5,17.0,9.67,13.0
Abdulaziz Yılmazer,2000433229.0,14.0,13.0,9.0,12.5,15.5,14.33,14.0,13.5,12.5,15.0,14.0,13.0,13.6,11.33,17.75,13.67,14.0,14.0,16.5,11.67,7.0
Juan Carlos,2000192885.0,9.0,15.33,12.0,13.0,17.0,14.67,13.33,15.5,13.0,16.0,12.0,12.25,15.2,11.67,15.25,15.0,16.0,13.5,15.0,15.0,7.0
Luciano Puglisi,2000191663.0,16.0,14.67,12.0,14.5,15.5,14.33,15.0,13.5,14.5,14.5,13.0,15.25,14.2,14.33,17.0,14.33,14.0,15.0,17.5,11.67,14.0
Youssoufa Moukoko,2000074825.0,13.0,13.33,11.0,13.5,17.0,15.33,12.67,13.0,13.5,16.5,15.5,12.75,14.2,12.67,17.25,13.67,17.0,14.5,16.0,15.33,6.0
Thiago Almada,14172522.0,4.0,15.33,6.0,14.5,16.5,15.33,14.67,14.0,14.5,16.0,15.5,12.75,15.4,12.33,14.25,14.33,17.0,15.5,12.0,14.33,5.0
