Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Duško Čikić,2000191147.0,14.0,17.0,16.0,15.0,17.0,11.0,9.0,12.0,17.0,14.0,15.0,12.0,9.0,10.0,10.0,12.0,15.0,15.0,14.0,12.0,12.0,16.0,10.0,19.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,9.0,15.0,16.0,13.0,10.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,23.0
Nuno Mendes,83261910.0,16.0,17.0,15.0,14.0,13.0,15.0,16.0,13.0,15.0,14.0,15.0,7.0,12.0,10.0,14.0,13.0,14.0,17.0,16.0,10.0,13.0,13.0,11.0,12.0,9.0,15.0,14.0,15.0,14.0,14.0,12.0,15.0,10.0,17.0,10.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,26.0
Andrea Papetti,43425644.0,15.0,16.0,15.0,13.0,17.0,12.0,11.0,13.0,15.0,14.0,14.0,5.0,4.0,9.0,11.0,12.0,12.0,16.0,14.0,8.0,6.0,13.0,16.0,14.0,12.0,15.0,14.0,17.0,14.0,14.0,13.0,8.0,10.0,17.0,8.0,7.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,26.0
Karl-Heinz Heckenberger,2000232571.0,13.0,15.0,13.0,12.0,14.0,18.0,15.0,15.0,14.0,11.0,11.0,16.0,12.0,16.0,17.0,17.0,18.0,17.0,17.0,12.0,19.0,12.0,9.0,7.0,17.0,18.0,12.0,20.0,9.0,15.0,13.0,10.0,8.0,14.0,8.0,10.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,23.0
Gianluigi Donnarumma,43252073.0,11.0,16.0,12.0,13.0,18.0,9.0,4.0,16.0,16.0,16.0,16.0,2.0,1.0,1.0,2.0,9.0,6.0,17.0,16.0,1.0,6.0,7.0,6.0,8.0,15.0,16.0,16.0,15.0,1.0,12.0,16.0,1.0,16.0,15.0,8.0,6.0,17.0,17.0,15.0,9.0,15.0,14.0,14.0,18.0,18.0,13.0,15.0,29.0
Morten Sørensen,2000189231.0,9.0,17.0,7.0,16.0,16.0,9.0,3.0,12.0,15.0,12.0,14.0,9.0,6.0,1.0,2.0,12.0,8.0,14.0,16.0,2.0,2.0,2.0,2.0,9.0,10.0,19.0,11.0,15.0,2.0,17.0,19.0,3.0,11.0,16.0,2.0,2.0,16.0,18.0,14.0,1.0,13.0,17.0,8.0,15.0,15.0,7.0,13.0,23.0
Mamoudou Camara,2000197834.0,17.0,17.0,15.0,13.0,6.0,16.0,16.0,13.0,14.0,7.0,10.0,10.0,11.0,14.0,17.0,13.0,15.0,14.0,15.0,9.0,13.0,6.0,10.0,8.0,11.0,13.0,15.0,15.0,3.0,9.0,8.0,8.0,13.0,13.0,4.0,10.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,23.0
Nico Williams,67276230.0,17.0,16.0,15.0,12.0,13.0,16.0,16.0,14.0,14.0,12.0,13.0,10.0,8.0,12.0,14.0,10.0,16.0,12.0,14.0,13.0,14.0,10.0,11.0,7.0,6.0,15.0,12.0,16.0,12.0,14.0,12.0,13.0,4.0,13.0,9.0,8.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,26.0
Marco Alves,2000189590.0,16.0,18.0,15.0,12.0,9.0,15.0,10.0,13.0,18.0,14.0,16.0,6.0,8.0,9.0,11.0,12.0,14.0,15.0,16.0,13.0,10.0,18.0,14.0,12.0,19.0,18.0,14.0,18.0,16.0,13.0,12.0,9.0,11.0,15.0,13.0,11.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,23.0
Romelu Lukaku,18007344.0,12.0,10.0,13.0,18.0,16.0,15.0,13.0,15.0,12.0,7.0,14.0,11.0,4.0,17.0,15.0,13.0,15.0,17.0,15.0,13.0,14.0,9.0,16.0,16.0,16.0,19.0,16.0,18.0,5.0,11.0,18.0,9.0,16.0,18.0,2.0,18.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,35.0
Juan Guerra,2000511832.0,12.0,16.0,13.0,14.0,7.0,17.0,14.0,12.0,14.0,9.0,8.0,12.0,10.0,9.0,11.0,15.0,18.0,15.0,15.0,11.0,15.0,10.0,8.0,11.0,7.0,13.0,9.0,13.0,8.0,16.0,9.0,11.0,9.0,9.0,5.0,8.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,21.0
Jhonatan Mejía,2000415671.0,15.0,17.0,16.0,15.0,8.0,14.0,17.0,15.0,17.0,12.0,14.0,16.0,13.0,13.0,16.0,18.0,16.0,16.0,18.0,16.0,17.0,9.0,9.0,10.0,12.0,19.0,12.0,18.0,12.0,18.0,12.0,12.0,9.0,14.0,9.0,10.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,22.0
Luís Ricardo,2000410716.0,17.0,16.0,16.0,16.0,9.0,17.0,17.0,14.0,16.0,10.0,13.0,9.0,8.0,10.0,14.0,16.0,15.0,14.0,14.0,12.0,13.0,7.0,10.0,9.0,13.0,15.0,13.0,12.0,10.0,15.0,12.0,11.0,3.0,15.0,7.0,8.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,22.0
Michele Ceccarelli,2000323829.0,12.0,16.0,10.0,10.0,17.0,7.0,3.0,7.0,12.0,14.0,15.0,9.0,5.0,2.0,3.0,8.0,12.0,13.0,17.0,3.0,1.0,2.0,1.0,6.0,12.0,12.0,12.0,16.0,3.0,10.0,15.0,2.0,6.0,9.0,3.0,10.0,17.0,14.0,11.0,8.0,11.0,9.0,8.0,15.0,16.0,9.0,14.0,23.0
Alfredo Piecenti,2000272907.0,18.0,16.0,16.0,13.0,14.0,12.0,10.0,14.0,13.0,16.0,15.0,8.0,10.0,10.0,10.0,12.0,11.0,14.0,15.0,8.0,5.0,13.0,15.0,10.0,20.0,18.0,16.0,14.0,15.0,12.0,17.0,8.0,17.0,11.0,8.0,9.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,23.0
Abdulaziz Yılmazer,2000433229.0,19.0,17.0,16.0,14.0,14.0,16.0,15.0,16.0,16.0,9.0,12.0,5.0,10.0,8.0,14.0,13.0,15.0,14.0,15.0,12.0,14.0,7.0,9.0,13.0,10.0,19.0,14.0,15.0,9.0,13.0,12.0,14.0,12.0,13.0,11.0,8.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,22.0
Juan Carlos,2000192885.0,15.0,14.0,14.0,16.0,9.0,18.0,16.0,15.0,15.0,11.0,9.0,15.0,15.0,12.0,16.0,11.0,16.0,14.0,14.0,17.0,16.0,7.0,12.0,8.0,8.0,18.0,12.0,17.0,9.0,15.0,17.0,13.0,6.0,13.0,9.0,9.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,22.0
Luciano Puglisi,2000191663.0,16.0,17.0,16.0,15.0,16.0,14.0,12.0,12.0,15.0,17.0,14.0,5.0,7.0,7.0,14.0,13.0,17.0,16.0,15.0,11.0,12.0,14.0,12.0,11.0,18.0,19.0,16.0,17.0,14.0,16.0,12.0,15.0,4.0,14.0,13.0,8.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,23.0
Youssoufa Moukoko,2000074825.0,16.0,19.0,17.0,16.0,13.0,18.0,17.0,18.0,17.0,9.0,13.0,13.0,13.0,16.0,17.0,13.0,16.0,15.0,15.0,14.0,16.0,6.0,11.0,7.0,11.0,17.0,15.0,17.0,11.0,14.0,11.0,9.0,10.0,16.0,8.0,10.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,23.0
Thiago Almada,14172522.0,14.0,16.0,13.0,12.0,4.0,17.0,16.0,17.0,15.0,12.0,14.0,15.0,14.0,13.0,17.0,15.0,16.0,15.0,14.0,14.0,17.0,5.0,6.0,13.0,9.0,14.0,10.0,17.0,8.0,17.0,14.0,13.0,8.0,15.0,5.0,16.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,27.0
