Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Biel Cárdenas,2000629927.0,9.0,16.0,14.0,14.0,6.0,9.0,8.0,0.0,15.0,7.0,0.0,0.0,0.0,2.5,10.0,10.0,15.0,0.0,0.0,6.0,8.0,15.0,10.0,10.0,12.0,12.0,11.0,9.0,0.0,9.0,17.5,6.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Julio,2000629924.0,16.0,13.0,12.0,14.0,14.0,8.0,11.0,5.0,17.5,8.0,15.0,0.0,0.0,0.0,0.0,10.0,11.0,9.0,13.0,9.0,0.0,8.0,5.0,9.0,12.0,17.5,9.0,8.0,11.0,0.0,14.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Iván Romero,2000629923.0,13.5,13.0,12.5,13.5,10.5,8.5,6.0,12.5,11.5,12.5,8.5,10.5,5.5,0.0,9.0,11.5,7.5,13.0,9.5,7.5,3.5,16.5,12.5,8.5,16.5,15.5,11.5,14.5,9.5,6.5,12.5,0.0,15.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Luis Pomareta,2000629921.0,10.0,6.0,7.0,8.0,10.0,4.0,0.0,6.0,0.0,15.0,4.5,0.0,0.0,0.0,0.0,8.0,0.0,2.5,8.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,8.0,7.0,2.0,15.0,3.5,12.0,4.5,9.0,4.5,7.0,19.0
Santiago Martínez,2000570461.0,14.5,16.5,15.5,8.5,8.0,13.5,11.5,11.5,7.5,0.0,7.0,5.5,0.0,5.5,12.5,9.5,8.5,10.5,7.5,3.5,11.0,7.5,8.5,8.5,5.5,14.5,11.5,12.5,0.0,15.5,15.5,10.5,6.5,15.5,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Félix Artigas,2000511083.0,10.0,17.0,11.0,13.0,5.0,11.0,13.0,7.0,12.0,4.0,7.0,0.0,0.0,5.0,11.0,8.0,14.0,11.0,8.0,7.0,5.0,6.0,8.0,11.0,4.0,9.0,6.0,4.0,8.0,10.0,11.0,8.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Ignacio Caballero,2000511080.0,11.5,10.5,8.5,17.5,8.5,10.0,3.5,9.0,16.5,13.5,11.5,0.0,0.0,0.0,0.0,10.5,11.5,9.5,14.5,8.5,0.0,10.5,4.5,9.5,17.0,17.0,10.0,11.0,9.5,0.0,8.5,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Juan Manuel Mejías,2000442677.0,12.0,11.0,8.0,14.0,2.5,10.0,7.0,12.0,14.0,16.0,12.0,11.0,8.0,6.0,8.0,14.0,9.0,13.0,15.0,9.0,6.0,14.0,9.0,12.0,14.0,10.0,14.0,16.0,10.0,6.0,13.0,8.0,16.0,15.0,8.0,9.0,3.0,2.5,3.0,1.5,3.0,3.0,2.5,2.0,2.5,2.5,4.0,22.0
Ismael Bermudo,2000439534.0,13.0,12.0,10.0,13.0,13.0,11.0,7.0,12.0,12.0,14.0,9.0,0.0,0.0,5.0,6.0,12.0,13.0,16.0,10.0,7.0,2.0,12.0,7.0,13.0,16.0,14.0,12.0,13.0,11.0,11.0,13.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Themba Teneso,2000439093.0,15.0,13.0,13.0,11.0,13.0,14.0,14.0,14.0,15.0,5.0,7.0,7.0,5.0,10.0,14.0,14.0,14.0,12.0,9.0,9.0,13.0,3.0,10.0,15.0,9.0,12.0,11.0,14.0,2.5,10.0,7.0,9.0,6.0,15.0,7.0,8.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.5,22.0
Xavi Jiménez,2000194000.0,9.0,12.0,9.0,11.0,14.0,7.0,5.0,8.0,12.0,13.0,13.0,5.0,5.0,2.5,9.0,5.0,12.0,13.0,11.0,6.0,6.0,13.0,9.0,7.0,9.0,14.0,11.0,13.0,11.0,7.0,7.0,3.0,2.0,14.0,7.0,9.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,2.5,2.5,22.0
Juan Antonio,2000710692.0,13.5,9.5,6.0,12.5,7.5,5.5,0.0,6.5,9.5,10.5,6.5,0.0,0.0,0.0,0.0,8.5,3.0,3.5,13.5,0.0,0.0,0.0,0.0,13.5,10.5,15.5,4.5,10.5,0.0,0.0,16.0,0.0,6.5,0.0,0.0,0.0,8.0,5.5,9.5,4.5,13.5,7.5,6.5,7.5,16.5,15.0,8.5,18.0
Andrés Hernández,2000439538.0,12.0,15.0,16.0,14.0,6.0,9.0,7.0,8.0,16.0,11.0,13.0,6.0,6.0,0.0,6.0,7.0,13.0,14.0,15.0,6.0,5.0,14.0,7.0,17.0,13.0,7.0,12.0,6.0,11.0,8.0,14.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Hirofumi Saitô,2000192902.0,18.0,15.0,15.0,10.0,3.0,14.0,11.0,16.0,14.0,0.0,3.0,9.0,0.0,15.0,11.0,10.0,15.0,12.0,10.0,4.0,13.0,2.5,6.0,10.0,8.0,13.0,9.0,12.0,0.0,6.0,8.0,9.0,15.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Juma Haule,2000570456.0,11.5,16.5,16.5,11.0,12.5,15.5,11.5,7.5,15.0,3.5,8.5,0.0,0.0,2.5,11.5,7.5,14.0,10.5,13.0,7.0,14.5,9.5,9.5,9.5,8.5,7.5,10.5,8.5,6.5,11.5,17.5,6.5,7.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Adrián Forcén,2000439535.0,18.0,15.0,16.0,13.0,13.0,10.0,16.0,14.0,13.0,0.0,11.0,12.0,0.0,10.0,14.0,11.0,11.0,12.0,12.0,11.0,13.0,4.0,7.0,14.0,7.0,9.0,9.0,12.0,0.0,11.0,9.0,7.0,13.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
