Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Yeray Ortega,2000199817,0,1,1,0,0,0,0,0,0,0,0,0,0,0,girona
Andrés Romero,2000193995,0,1,1,0,1,0,0,0,0,0,0,0,0,0,girona
Diogo Fonseca,2000197949,0,1,1,0,1,0,0,1,1,0,0,0,0,0,hospitalet
Carlos Lourenço,2000190859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hospitalet
Luis Iglesias,2000440882,0,1,1,0,0,1,0,0,0,0,0,0,0,0,hospitalet
Isma Aizpiri,29164025,0,0,1,0,0,1,0,0,1,0,0,0,0,0,hospitalet
Vladimir Fati,2000680262,0,1,1,1,0,0,0,0,0,0,0,0,0,0,hospitalet
Diego Muñoz,2000439850,0,0,1,0,0,1,0,0,1,0,0,0,0,0,hospitalet
José Antonio Zubillaga,2000443802,0,1,1,0,1,1,0,0,0,0,0,0,0,0,hospitalet
Bilal Aceña,2000514725,0,1,1,0,0,1,0,0,0,0,0,0,0,0,hospitalet
Alejandro Ferre,2000569554,0,0,1,0,0,1,0,0,1,0,0,0,0,0,leonesa
Unai Rementeria,67246387,0,0,1,0,0,1,0,0,1,0,0,0,0,0,leonesa
Rodri,67293708,0,0,1,1,0,0,0,0,0,0,0,0,0,0,leonesa
Aitor Paredes,67276232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,leonesa
Ángel García,2000685240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,leonesa
Miguel Prado,67276111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,lleida
Juan Jesús Polo,2000194987,0,0,1,0,0,1,0,0,1,0,0,0,0,0,lleida
Julio Lizárraga,2000631089,0,1,1,1,0,0,0,0,0,0,0,0,0,0,lleida
Matej Simic,24046632,0,0,1,0,0,0,0,0,0,0,0,0,0,0,lleida
Dani,2000571661,0,0,1,0,0,0,0,0,0,0,0,0,0,0,logrones
Luis Alberto,2000197811,0,1,1,0,0,0,0,0,0,0,0,0,0,0,logrones
Juan Luis,2000664823,0,0,1,1,0,0,0,0,1,0,0,0,0,0,logrones
Pablo Sanz,2000685487,0,1,1,0,0,1,0,0,0,0,0,0,0,0,logrones
Xabier Garitano,2000570830,0,0,1,1,0,0,0,0,0,0,0,0,0,0,logrones
Diego Alende,67199156,0,1,1,0,0,1,0,0,1,0,0,0,0,0,mirandes
Francisco Marín,2000666188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,mirandes
Agapito Torres,2000201479,0,0,1,0,0,1,0,0,1,0,0,0,0,0,mirandes
Virgil Thérésin,49040143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,mirandes
Felipe Núñez,2000197172,0,1,1,0,0,0,0,1,0,0,0,0,0,0,mirandes
Bakary Daou,2000515163,0,0,1,0,0,1,0,0,1,0,0,0,0,0,numantia
Joan Rojas,67276123,0,0,1,1,0,1,0,0,0,0,0,0,0,0,numantia
Marcelo Djaló,67157156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,numantia
Juan José,2000200474,0,0,1,0,0,1,0,0,1,0,0,0,0,0,numantia
Víctor Dieste,2000440740,0,1,1,0,0,1,0,0,0,0,0,0,0,0,olot
Rafa Gálvez,67172424,0,0,1,0,0,1,0,0,0,0,0,0,0,0,olot
Iván Bravo,67276128,0,0,1,1,0,0,1,0,0,0,0,0,0,0,olot
Gael Alonso,67294882,0,0,1,0,0,0,0,0,0,0,0,0,0,0,olot
Alberto Pereira,2000683136,0,0,1,1,0,0,0,0,0,0,0,0,0,0,olot
Francisco Tena,67211549,0,0,1,0,0,1,0,0,1,0,0,0,0,0,olot
Álex Petxarromán,67246376,0,1,1,0,0,0,0,0,0,0,0,0,0,0,olot
Roberto Sukunza,2000202561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ponferrada
Nico Montoro,2000513279,0,0,1,0,0,1,0,0,1,0,0,0,0,0,ponferrada
Víctor Manuel Miguélez,2000740958,0,0,1,0,0,1,0,0,0,0,0,0,0,0,ponferrada
Vojo Bešović,2000191918,0,0,1,0,0,1,0,0,1,0,0,0,0,0,ponferrada
Gorka Merino,2000441525,0,1,1,0,0,1,0,0,1,0,0,0,0,0,ponferrada
Edgar Fernández,2000514789,0,1,1,0,1,0,0,0,0,0,0,0,0,0,ponferrada
Quique Refojos,2000514794,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ponferrada
Borja Esnaola,2000438807,0,1,1,1,0,0,0,0,0,0,0,0,0,0,pontevedra
Francisco Javier García,2000442254,0,0,1,0,0,1,0,0,0,0,0,0,0,0,pontevedra
Fernando Juan,2000198639,0,1,1,0,0,0,0,0,0,0,0,0,0,0,pontevedra
Mohamed Gallar,2000444071,0,0,1,0,0,1,0,0,1,0,0,0,0,0,pontevedra
Álvaro Fortes,2000443308,0,0,1,0,0,1,0,0,1,0,0,0,0,0,pontevedra
Andrés Alcántara,2000440886,0,1,1,1,0,0,1,0,0,0,0,0,0,0,pontevedra
Pep,2000198640,0,0,1,0,0,1,0,0,1,0,0,0,0,0,pontevedra
Pablo Jurado,2000681314,0,1,1,1,0,0,0,0,0,0,0,0,0,0,pontevedra
David Luna,67261047,0,0,1,1,0,0,1,0,0,0,0,0,0,0,pontevedra
Abel Pascual,67215623,0,1,1,0,0,0,0,0,0,0,0,0,0,0,pontevedra
Isaiah,2000194472,0,0,1,0,0,1,0,0,1,0,0,0,0,0,pontevedra
David Krecek,2000569970,0,1,1,0,0,0,0,0,0,0,0,0,0,0,rsanb
Stefán Þór Jónsson,2000531873,0,1,1,1,0,0,0,0,0,0,0,0,0,0,rsanb
Francesco Zamuner,2000626880,0,0,1,0,0,1,0,0,1,0,0,1,0,0,rsanb
Antonio Navarro,2000571902,0,0,1,1,0,0,1,0,1,1,0,0,1,0,rsanb
Harald Klingmann,2000504134,0,0,1,1,0,1,0,0,0,0,0,0,0,0,rsanb
Özgün Karatepe,2000631119,0,1,1,0,0,0,0,0,0,0,0,0,0,0,rsanb
Mateo Gómez,2000512705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,rsanb
Agustín Agirre,2000439259,0,0,1,0,0,1,0,0,1,0,0,1,0,0,rsanb
Adama Mendy,2000663542,0,1,1,0,0,0,0,1,0,0,0,0,0,0,rsantander
Unai Eguíluz,2000066197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,rsantander
Ángel López,95078297,0,1,1,1,1,0,1,0,0,0,0,0,0,0,rsantander
Jeremi Rodríguez,2000056279,0,0,1,1,0,0,1,0,0,0,0,0,0,0,rsantander
José Carlos Fernández,2000198844,0,0,1,0,0,0,0,0,0,0,0,0,0,0,rsantander
Vicente Agulló,2000031433,0,1,1,0,1,0,0,0,0,0,1,0,0,0,rsantander
Carlos Isaac,67228752,0,1,1,1,0,0,0,0,0,0,0,0,0,0,sabadell
Adrián Granado,67294774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sabadell
Josep María González,2000201491,0,0,1,1,0,1,0,0,0,0,0,0,0,0,sabadell
Joaquín,2000713470,0,0,1,1,0,0,0,0,0,0,0,0,0,0,sabadell
Carlos,2000512225,0,1,1,0,1,0,0,0,0,0,1,0,0,0,sabadell
Antonio Manau,2000514807,0,0,1,0,0,1,0,0,1,0,0,0,0,0,sabadell
Gerard,2000633086,0,0,1,0,0,1,0,0,1,0,0,0,0,0,sabadell
Javier,2000664676,0,1,1,0,0,0,0,0,0,0,0,0,0,0,tarragona
Rafa Marín,2000051886,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tarragona
Rodrigo Tarín,67183258,0,0,1,0,0,1,0,0,0,0,0,0,0,0,tarragona
Arnau Solà,67296656,0,0,1,1,0,1,1,0,1,1,0,0,0,0,tarragona
Enrique Pedraza,2000194016,0,0,1,0,0,1,0,0,1,0,0,0,0,0,tarragona
Eneko Pérez,2000441528,0,0,1,0,0,1,0,0,1,0,0,0,0,0,tarragona
Iago Fernández,2000052986,0,1,1,0,0,0,0,0,0,0,0,0,0,0,tarragona
Laurent Bour,2000570944,0,0,1,1,0,0,0,0,0,0,0,0,0,0,tarragona
Jesús María,2000663172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,zaragozab
Ramón Alfaro,2000511082,0,1,1,0,1,0,0,0,1,0,1,0,0,0,zaragozab
Iván Romero,2000629923,0,0,1,0,0,1,0,0,1,0,0,0,0,0,zaragozab
Ignacio Caballero,2000511080,0,0,1,1,0,1,1,0,0,0,0,0,0,0,zaragozab
Juan Manuel Mejías,2000442677,0,0,1,0,0,1,0,0,1,0,0,0,0,0,zaragozab
Ismael Bermudo,2000439534,0,0,1,0,0,1,0,0,1,0,0,0,0,0,zaragozab
Xavi Jiménez,2000194000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,zaragozab
Andrés Hernández,2000439538,0,0,1,0,0,1,0,0,1,0,0,0,0,0,zaragozab
