Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Nacho Méndez,67248345,0,0,0,0,0,0,0,0,1,0,0,1,1,0,eibar
Julio Nsi,2000629231,0,0,0,0,0,0,0,0,0,1,1,1,1,1,eibar
Javier Alonso,2000443218,0,0,0,0,0,0,0,0,0,0,1,1,0,1,eibar
Bernardo,2000440739,0,0,0,0,0,0,0,0,0,1,1,1,1,1,eibar
Babacar Faye,2000197156,0,0,0,0,0,0,0,1,0,0,1,1,1,0,eibar
Jonay Prieto,2000197151,0,0,0,0,0,0,0,0,1,0,0,1,0,0,eibar
Xisco Cardona,2000572821,0,0,0,0,0,0,0,0,1,0,0,1,0,0,eibar
Cristo,67211796,0,0,0,0,0,0,0,0,0,1,1,1,1,1,eibar
Vicente Jové,2000574547,0,0,0,0,0,0,0,0,1,0,0,1,0,1,girona
Miguel Rodríguez,2000192674,0,0,0,0,0,0,0,0,1,1,1,1,1,0,girona
Antonio Manuel Bazán,2000714138,0,0,0,0,0,1,0,0,1,0,0,1,0,0,girona
Jordi Busquets,2000574550,0,0,0,1,0,0,1,0,0,0,0,1,1,0,girona
Giancarlo Perea,2000512704,0,0,0,0,0,0,0,0,1,0,0,1,0,1,girona
Sullivan Mayele,2000506525,0,0,0,0,0,1,0,0,1,0,0,1,0,0,girona
Jon Magunazelaia,2000082492,0,0,0,0,0,0,0,0,1,0,0,1,0,1,girona
Echu,67229627,0,0,0,0,0,0,0,1,1,1,1,1,1,1,hospitalet
Israel,2000631088,0,0,0,0,0,0,0,0,0,0,0,1,0,1,hospitalet
Edmilson Santos,83169922,0,0,0,0,0,0,0,0,1,0,0,1,0,0,hospitalet
Juan Carlos Abengózar,2000570111,0,0,0,0,0,0,0,0,1,0,0,1,0,1,hospitalet
Roberto Olabe,67183968,0,0,0,0,0,1,0,0,1,1,0,1,1,0,leonesa
Mario Fernández,2000439263,0,0,0,0,0,0,0,0,1,0,1,1,0,1,leonesa
Alan Espeche,14197823,0,0,0,0,0,0,0,1,0,0,1,1,1,0,leonesa
Pierre Martínez,2000201715,0,0,0,0,0,0,0,0,1,0,0,1,1,0,lleida
Aitor Sicart,2000742072,0,0,0,0,0,0,0,0,1,0,0,1,0,0,lleida
Chisom Abdul,2000573849,0,0,0,0,0,0,0,0,1,0,1,1,0,1,logrones
Carlos Dotor,67293616,0,0,0,0,0,0,0,0,1,0,0,1,0,0,logrones
Higinio Zarzo,2000192890,0,0,0,0,0,0,0,0,1,0,1,1,0,1,logrones
Amadou Camara,2000201329,0,0,0,0,0,0,0,0,0,0,1,1,1,1,logrones
Daniel,2000632726,0,0,0,0,0,0,0,0,0,1,0,1,1,1,logrones
Christian Revuelta,2000632723,0,0,0,0,0,0,0,0,0,0,1,1,1,1,logrones
Daniel Moreno,2000631545,0,0,0,0,0,0,0,0,0,0,0,1,0,1,mirandes
Daniel Moreno,2000681256,0,0,0,0,0,0,0,0,0,0,0,1,0,1,mirandes
Victor Cano,2000443364,0,0,0,0,0,0,0,0,1,0,0,1,1,0,mirandes
Fede Vico,67142992,0,0,0,0,0,0,0,0,1,1,1,1,1,1,mirandes
Antonio Díaz,2000569978,0,0,0,0,0,0,0,0,1,0,0,1,1,0,mirandes
Víctor Meseguer,67278046,0,0,0,0,0,0,0,0,1,0,0,1,0,0,mirandes
Juan Pablo,2000574059,0,0,0,0,0,0,0,0,1,0,0,1,0,0,numantia
Antonio Cotán,67157612,0,0,0,0,0,1,0,0,1,0,0,1,0,0,numantia
Humberto Alonso,2000196451,0,0,0,0,0,0,0,0,1,0,0,1,0,0,numantia
Gorka Ormaetxea,2000574661,0,0,0,0,0,0,0,0,0,0,1,1,0,1,numantia
Kevin,2000199813,0,0,0,0,0,0,0,1,0,0,0,1,0,1,numantia
Mikel Muñoz,2000710316,0,0,0,0,0,0,0,0,1,0,0,1,0,0,numantia
Omri Hemo,2000440760,0,0,0,0,0,0,0,1,1,0,0,1,0,0,olot
Alberto Cañizares,2000571806,0,0,0,0,0,1,0,0,1,0,1,1,0,0,olot
Lorenzo,2000714638,0,0,0,0,0,0,0,0,0,0,0,1,0,1,olot
Carlos Pérez,67277708,0,0,0,0,0,0,0,0,1,0,0,1,0,0,ponferrada
Migue Fernández,2000513270,0,0,0,0,0,0,0,1,1,0,1,1,1,0,ponferrada
Alejandro Preciado,76058677,0,0,0,0,0,0,0,0,0,1,1,1,1,1,ponferrada
Igor Larrazabal,2000201328,0,0,0,0,0,0,0,0,0,0,0,1,0,1,ponferrada
Alberto Jiménez,2000712145,0,0,0,0,0,0,0,0,1,0,0,1,0,1,ponferrada
Isra Cano,2000065444,0,0,0,0,0,0,0,0,1,0,0,1,0,0,pontevedra
Alain Garai,2000679842,0,0,0,0,0,0,0,0,0,0,1,1,1,0,pontevedra
Gorka Arrizabalaga,2000683360,0,0,0,0,0,0,0,0,1,0,0,1,0,0,pontevedra
Koldo Valencia,2000663358,0,0,0,0,0,0,0,1,0,0,1,1,1,0,rsanb
Francesco Zamuner,2000626880,0,0,1,0,0,1,0,0,1,0,0,1,0,0,rsanb
Vicente,2000571659,0,0,0,0,0,0,0,0,1,1,0,1,0,0,rsanb
Víctor,2000440738,0,0,0,0,0,0,0,0,1,0,0,1,1,1,rsanb
Alen Bartolović,2000506471,0,0,0,0,0,0,0,0,0,0,1,1,0,1,rsanb
Gonzalo Cuadros,2000647507,0,0,0,0,0,1,0,0,1,0,0,1,0,0,rsanb
Manuel Bosch,2000514796,0,0,0,0,0,0,0,0,1,0,0,1,0,0,rsanb
Jannis Emde,2000504247,0,0,0,0,0,0,0,0,1,0,0,1,1,1,rsanb
Saverio van Lopik,2000437951,0,0,0,0,0,0,0,1,1,0,0,1,0,0,rsanb
Agustín Agirre,2000439259,0,0,1,0,0,1,0,0,1,0,0,1,0,0,rsanb
Scott Diaz,2000706461,0,0,0,0,0,1,0,0,1,0,0,1,0,0,rsanb
Marc Casadó,2000058198,0,0,0,0,0,1,0,0,1,0,0,1,0,0,rsantander
Esteban Herrera,2000663543,0,0,0,0,0,0,0,0,1,0,0,1,1,0,rsantander
Abraham,2000710717,0,0,0,0,0,0,0,0,0,0,0,1,0,1,rsantander
Alvaro Montoya,2000440605,0,0,0,0,0,0,0,1,0,0,1,1,0,1,rsantander
Abraham Camus,2000663544,0,0,0,0,0,0,0,0,0,1,0,1,1,0,rsantander
Gabriel Blanco,2000200470,0,0,0,0,0,0,0,0,1,0,1,1,0,0,rsantander
Aarón Rey,67228467,0,0,0,0,0,0,0,0,1,0,0,1,0,0,sabadell
Pol Arjona,2000633084,0,0,0,0,0,0,0,0,0,0,1,1,1,1,sabadell
Lucas Rodrigues,19362985,0,0,0,0,0,0,0,0,0,0,0,1,1,1,sabadell
Duaner Rodney,2000571340,0,0,0,0,0,0,0,0,0,0,1,1,1,1,sabadell
David González,2000633083,0,0,0,0,0,1,0,0,1,0,0,1,0,0,sabadell
Yassin Fekir,48036660,0,0,0,0,0,0,0,0,1,1,1,1,1,1,tarragona
Julio Martín,2000679715,0,0,0,0,0,0,0,0,0,0,0,1,0,1,tarragona
Joshua Ballesté,2000633082,0,0,0,0,0,0,0,0,0,0,0,1,1,0,tarragona
Eugeni,67169241,0,0,0,0,0,1,0,0,1,0,0,1,0,0,tarragona
Martín Lapeña,67256868,0,0,0,0,0,0,0,0,0,1,1,1,0,1,tarragona
Adrián Capapé,2000439539,0,0,0,0,0,0,0,0,1,0,0,1,0,0,zaragozab
Serafín Cabezas,2000629922,0,0,0,0,0,0,0,0,1,0,0,1,0,0,zaragozab
Juma Haule,2000570456,0,0,0,0,0,0,0,0,1,0,1,1,0,1,zaragozab
Adrián Forcén,2000439535,0,0,0,0,0,0,0,0,0,0,1,1,0,1,zaragozab
