Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Dramane Diarra,2000710909,0,0,0,0,0,0,0,1,0,0,1,0,0,0,rsantander
Pol Arjona,2000633084,0,0,0,0,0,0,0,0,0,0,1,1,1,1,sabadell
Mario Martínez,2000439249,0,0,0,0,0,0,0,0,0,0,1,0,1,1,sabadell
Mauro Puche,2000512104,0,0,0,0,0,0,0,1,0,1,1,0,0,0,sabadell
Duaner Rodney,2000571340,0,0,0,0,0,0,0,0,0,0,1,1,1,1,sabadell
Carlos,2000512225,0,1,1,0,1,0,0,0,0,0,1,0,0,0,sabadell
Jesús Sillero,67196099,0,0,0,0,0,0,0,0,0,1,1,0,1,1,sabadell
Nassim Ramdane,2000572058,0,0,0,0,0,0,0,0,1,0,1,0,0,1,tarragona
Gerardo Rodríguez,2000631751,0,0,0,0,0,0,0,1,0,0,1,0,0,1,tarragona
Yassin Fekir,48036660,0,0,0,0,0,0,0,0,1,1,1,1,1,1,tarragona
Cristóbal Guillén,2000438353,0,0,0,0,0,0,0,1,0,0,1,0,0,1,tarragona
Paulo Barros,2000191478,0,0,0,0,0,0,0,0,0,0,1,0,1,1,tarragona
Martín Lapeña,67256868,0,0,0,0,0,0,0,0,0,1,1,1,0,1,tarragona
Chus Beltrán,2000629925,0,0,0,0,0,0,0,0,0,1,1,0,0,1,zaragozab
Salvador Román,2000663176,0,0,0,0,0,0,0,0,0,0,1,0,1,1,zaragozab
Ramón Alfaro,2000511082,0,1,1,0,1,0,0,0,1,0,1,0,0,0,zaragozab
Santiago Martínez,2000570461,0,0,0,0,1,0,0,1,0,0,1,0,0,1,zaragozab
Hirofumi Saitô,2000192902,0,0,0,0,0,0,0,1,0,0,1,0,0,1,zaragozab
Juma Haule,2000570456,0,0,0,0,0,0,0,0,1,0,1,1,0,1,zaragozab
Adrián Forcén,2000439535,0,0,0,0,0,0,0,0,0,0,1,1,0,1,zaragozab
