Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Nico Montoro,2000513279.0,8.5,9.33,11.5,8.5,10.75,9.5,5.83,14.75,8.5,9.25,9.5,10.38,8.6,9.5,10.75,14.33,8.5,8.75,13.0,6.33,12.5,ponferrada
Víctor Manuel Miguélez,2000740958.0,12.0,4.67,3.5,11.25,8.75,7.33,5.5,12.5,11.25,4.75,6.0,8.12,6.1,9.5,3.88,10.17,0.0,8.25,3.0,3.17,8.5,ponferrada
Vojo Bešović,2000191918.0,9.5,8.0,14.5,10.75,16.0,2.17,14.33,6.75,10.75,12.75,5.5,15.12,6.1,7.17,10.0,4.5,6.5,17.75,10.75,12.33,6.5,ponferrada
Gorka Merino,2000441525.0,9.5,5.0,3.0,11.25,12.75,2.17,11.17,4.25,11.25,10.0,5.0,11.5,4.3,7.5,9.88,2.83,4.5,13.5,15.0,12.17,8.5,ponferrada
Edgar Fernández,2000514789.0,13.0,10.33,8.0,10.0,8.5,7.67,3.67,13.0,10.0,2.0,11.5,9.75,8.0,10.33,4.75,13.33,0.0,5.5,6.0,1.33,11.0,ponferrada
Quique Refojos,2000514794.0,16.5,8.83,11.5,8.0,5.5,4.5,4.67,11.0,8.0,2.25,8.5,9.88,6.2,8.17,5.75,10.33,0.0,7.0,6.25,1.5,10.5,ponferrada
Borja Esnaola,2000438807.0,13.5,7.33,9.5,9.0,7.5,9.0,6.17,12.0,9.0,7.5,10.5,10.38,7.3,11.17,8.88,12.17,0.0,9.25,9.5,6.67,10.5,pontevedra
Francisco Javier García,2000442254.0,18.0,11.0,9.0,9.0,7.0,9.33,5.0,12.0,9.0,7.5,10.5,13.5,10.0,9.0,11.0,11.67,9.0,7.5,10.5,4.33,12.0,pontevedra
Fernando Juan,2000198639.0,14.0,11.0,11.0,12.0,5.5,9.67,5.0,12.0,12.0,4.5,11.5,11.5,9.8,12.0,11.25,12.33,5.0,5.5,11.0,4.33,11.0,pontevedra
Mohamed Gallar,2000444071.0,17.0,9.67,5.0,11.5,10.0,7.0,9.0,4.0,11.5,10.0,13.75,11.25,7.2,12.0,5.62,7.33,6.0,11.5,11.0,8.33,14.0,pontevedra
Álvaro Fortes,2000443308.0,17.0,10.67,6.0,8.5,5.0,10.33,6.67,11.5,8.5,6.5,12.0,11.5,10.2,11.0,11.25,11.67,5.0,8.5,11.5,5.17,14.0,pontevedra
Andrés Alcántara,2000440886.0,9.5,7.33,4.5,7.0,8.0,7.67,7.17,11.0,7.0,10.0,9.5,9.38,6.7,9.5,11.62,11.17,0.0,10.75,10.0,7.33,8.5,pontevedra
Pep,2000198640.0,14.0,14.0,12.0,11.5,12.0,10.33,9.67,16.0,11.5,9.0,10.5,9.62,12.2,10.33,9.25,14.67,3.0,11.5,12.5,7.33,10.0,pontevedra
Pablo Jurado,2000681314.0,12.5,7.83,10.0,8.75,6.0,8.83,3.33,10.5,8.75,3.5,11.0,8.0,7.1,11.17,3.38,11.83,0.0,5.0,3.75,2.33,11.0,pontevedra
David Luna,67261047.0,12.0,7.33,9.5,11.0,6.5,7.33,3.0,10.5,11.0,5.0,11.25,8.5,6.5,11.0,10.25,10.83,0.0,4.5,7.5,1.67,12.5,pontevedra
Abel Pascual,67215623.0,12.0,9.67,12.0,10.0,8.0,10.33,4.67,10.0,10.0,5.5,10.5,9.0,9.2,11.0,10.75,11.33,8.0,7.0,9.5,3.33,12.0,pontevedra
Isaiah,2000194472.0,12.0,6.67,8.5,10.5,8.0,6.67,3.33,9.5,10.5,4.5,11.25,11.75,5.9,9.67,9.75,9.83,0.0,5.0,14.0,2.67,14.5,pontevedra
David Krecek,2000569970.0,15.0,14.33,12.0,11.5,7.0,9.0,6.0,13.5,11.5,7.0,10.5,15.5,11.4,11.33,14.0,13.33,6.0,7.0,14.5,4.67,14.0,rsanb
Stefán Þór Jónsson,2000531873.0,16.0,10.67,8.0,9.0,8.5,9.67,8.0,12.0,9.0,8.0,10.0,13.5,9.6,10.0,11.0,12.33,8.0,9.5,11.5,6.0,17.0,rsanb
Francesco Zamuner,2000626880.0,11.0,11.33,8.0,11.0,14.5,10.67,12.67,11.5,11.0,12.5,11.0,14.25,10.6,10.67,12.5,12.0,10.0,14.5,12.0,11.67,11.0,rsanb
Antonio Navarro,2000571902.0,9.0,11.33,4.0,10.5,10.5,11.0,9.33,14.5,10.5,10.0,11.0,13.75,11.4,9.67,14.5,13.0,8.0,10.5,11.0,6.33,9.0,rsanb
Harald Klingmann,2000504134.0,16.0,11.0,10.0,12.0,12.0,9.33,10.0,11.0,12.0,11.5,12.5,13.25,9.6,12.0,13.25,11.67,7.0,12.0,12.5,9.0,14.0,rsanb
Özgün Karatepe,2000631119.0,12.0,11.33,9.0,13.5,10.0,11.33,9.67,13.0,13.5,10.0,14.0,13.5,10.6,13.33,13.0,13.67,8.0,9.5,11.0,7.33,11.0,rsanb
Mateo Gómez,2000512705.0,16.0,9.0,10.0,11.5,8.0,10.67,7.67,10.5,11.5,6.5,10.5,12.75,9.6,11.67,12.25,10.67,6.0,8.0,13.5,6.0,11.0,rsanb
Agustín Agirre,2000439259.0,13.0,10.33,7.0,12.0,14.0,13.67,10.0,12.0,12.0,9.0,11.5,13.5,11.6,12.67,13.5,12.67,9.0,12.0,14.0,9.67,12.0,rsanb
Adama Mendy,2000663542.0,11.5,9.5,13.0,11.5,10.5,8.83,7.67,13.25,11.5,8.0,9.5,12.75,9.5,9.83,11.62,11.33,3.5,11.5,12.0,6.0,9.0,rsantander
Unai Eguíluz,2000066197.0,13.0,10.0,10.0,9.5,6.0,11.67,5.0,10.0,9.5,5.0,9.5,9.25,10.2,11.67,12.5,11.33,8.0,6.0,11.5,3.33,15.0,rsantander
Ángel López,95078297.0,11.0,10.67,10.0,11.5,10.5,11.0,9.67,11.5,11.5,12.0,12.0,9.5,10.6,11.67,12.25,11.67,10.0,11.5,11.5,8.33,12.0,rsantander
Jeremi Rodríguez,2000056279.0,17.0,9.33,9.0,9.5,8.5,11.33,9.33,10.5,9.5,7.5,10.0,8.5,10.0,10.33,13.0,11.0,8.0,10.0,10.5,7.33,14.0,rsantander
José Carlos Fernández,2000198844.0,15.0,9.0,14.0,7.5,7.0,9.67,4.67,9.0,7.5,7.0,8.0,13.25,8.6,9.67,10.25,10.33,7.0,7.0,13.5,3.67,16.0,rsantander
Vicente Agulló,2000031433.0,5.0,10.67,8.0,8.5,11.5,9.0,6.67,11.5,8.5,11.5,10.5,7.75,9.8,7.33,13.75,11.0,9.0,10.0,11.5,3.83,9.0,rsantander
Carlos Isaac,67228752.0,10.0,11.33,11.0,11.25,10.25,10.83,9.67,12.25,11.25,9.5,12.0,8.25,10.9,11.5,11.25,12.17,10.0,10.0,5.5,5.83,15.0,sabadell
Adrián Granado,67294774.0,16.0,10.33,13.0,9.0,4.5,11.33,3.67,11.0,9.0,6.0,9.0,9.5,10.0,10.67,11.75,12.33,8.0,4.5,9.5,4.33,14.0,sabadell
Josep María González,2000201491.0,11.0,11.67,8.0,11.5,8.5,9.33,6.67,11.5,11.5,6.5,12.5,12.0,9.8,11.0,9.25,12.33,5.0,10.0,12.5,3.67,13.0,sabadell
Joaquín,2000713470.0,15.0,8.67,9.5,8.25,8.0,9.17,5.5,12.25,8.25,7.75,7.5,9.25,7.8,9.17,9.5,13.0,6.5,8.25,8.75,5.17,17.0,sabadell
Carlos,2000512225.0,12.0,9.67,8.0,5.5,11.0,10.0,10.67,9.5,5.5,7.5,9.5,14.25,10.0,3.67,11.0,9.33,9.0,12.5,12.5,5.67,14.0,sabadell
Antonio Manau,2000514807.0,13.5,8.33,12.5,7.75,7.0,8.0,4.33,14.0,7.75,5.5,7.5,9.62,7.7,8.67,9.12,12.83,0.0,6.5,8.75,4.0,5.5,sabadell
Gerard,2000633086.0,16.0,5.0,5.0,5.5,10.0,2.33,6.33,5.0,5.5,4.5,0.0,8.25,4.4,3.67,4.25,3.33,0.0,8.5,4.0,6.17,8.0,sabadell
Javier,2000664676.0,12.0,7.33,11.0,12.75,11.5,8.0,9.5,10.25,12.75,6.5,10.75,13.88,7.8,11.5,13.62,9.17,4.0,10.75,13.25,8.0,13.0,tarragona
Rafa Marín,2000051886.0,18.0,10.5,14.0,12.25,7.75,9.67,5.83,10.75,12.25,5.5,11.75,9.25,9.4,11.83,11.25,11.67,7.5,6.5,12.5,4.33,12.0,tarragona
Rodrigo Tarín,67183258.0,12.0,12.0,13.0,14.0,12.75,11.67,11.5,13.0,14.0,8.75,12.25,10.75,11.6,14.33,9.0,13.0,8.0,13.5,9.5,10.0,14.0,tarragona
Arnau Solà,67296656.0,13.0,10.83,10.0,10.25,12.0,11.0,12.0,11.5,10.25,10.25,10.0,12.38,10.8,10.17,13.0,11.5,8.5,12.5,13.75,10.17,11.0,tarragona
Enrique Pedraza,2000194016.0,18.5,9.17,10.0,10.0,12.0,8.17,9.67,11.0,10.0,9.25,11.0,10.12,8.5,11.17,11.25,10.5,5.5,12.5,13.75,8.5,10.0,tarragona
Eneko Pérez,2000441528.0,16.0,10.33,9.0,10.5,6.0,11.67,4.67,12.5,10.5,6.5,10.0,11.5,10.6,11.0,11.0,12.67,8.0,5.0,10.5,5.33,10.0,tarragona
Iago Fernández,2000052986.0,4.0,6.67,7.0,8.5,10.5,10.5,6.67,13.25,8.5,8.5,9.0,9.5,9.1,9.0,13.75,10.83,6.0,10.0,8.0,5.67,12.0,tarragona
Laurent Bour,2000570944.0,16.0,9.33,12.0,8.0,6.5,7.0,4.33,12.5,8.0,7.5,12.0,12.75,7.4,8.33,12.75,12.33,0.0,6.5,12.5,2.67,10.0,tarragona
Jesús María,2000663172.0,17.0,8.67,7.0,6.5,5.75,8.67,4.0,10.0,6.5,8.0,8.5,9.0,7.2,8.0,11.75,12.0,0.0,6.0,12.5,4.67,11.0,zaragozab
Ramón Alfaro,2000511082.0,12.0,9.67,7.0,9.0,9.0,10.33,10.67,12.5,9.0,9.0,8.5,11.75,10.4,8.67,13.0,11.0,8.0,11.5,13.0,6.67,6.0,zaragozab
Iván Romero,2000629923.0,10.5,10.67,12.5,12.5,8.0,8.67,6.33,11.0,12.5,6.75,10.5,13.25,9.0,11.5,13.62,11.67,9.0,9.5,13.5,5.0,16.5,zaragozab
Ignacio Caballero,2000511080.0,8.5,6.0,4.5,11.25,10.75,8.0,7.33,11.5,11.25,7.5,10.25,13.75,6.5,10.67,11.88,10.83,0.0,11.0,13.5,6.67,10.5,zaragozab
Juan Manuel Mejías,2000442677.0,2.5,10.67,9.0,14.0,9.5,11.33,10.33,14.0,14.0,8.0,12.0,14.0,10.6,12.67,10.25,13.67,8.0,11.5,12.0,8.0,14.0,zaragozab
Ismael Bermudo,2000439534.0,13.0,13.33,7.0,13.0,12.0,9.33,11.33,11.5,13.0,10.0,10.5,13.75,10.4,12.33,12.25,13.0,6.0,12.5,13.0,8.33,12.0,zaragozab
Xavi Jiménez,2000194000.0,14.0,9.0,9.0,10.5,9.5,10.0,6.67,9.0,10.5,8.5,10.5,10.0,8.8,10.67,11.0,10.33,9.0,8.5,12.5,6.83,13.0,zaragozab
Andrés Hernández,2000439538.0,6.0,12.0,7.0,9.5,11.0,11.33,6.67,14.5,9.5,10.0,10.5,12.5,11.2,10.0,12.5,14.33,6.0,10.0,9.5,6.33,14.0,zaragozab
