Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Carlos Abraham,2000440884.0,10.0,13.17,8.0,11.5,10.25,13.0,9.17,16.0,11.5,9.5,11.0,12.0,12.6,11.67,12.12,15.83,11.5,11.0,10.5,8.33,13.0
Juan Artola,67260216.0,7.0,12.5,8.0,11.25,11.75,13.33,10.5,11.75,11.25,12.0,11.25,9.62,12.8,10.5,11.62,12.33,14.5,10.5,8.5,8.0,12.0
Mama Baldé,55070279.0,9.0,12.67,8.0,8.0,11.5,11.83,10.0,10.75,8.0,11.5,8.5,12.0,12.1,8.17,13.12,11.5,14.0,10.5,10.75,8.17,8.5
Santi Comesaña,67224142.0,11.0,12.83,13.0,12.75,11.25,12.33,10.67,12.25,12.75,10.5,13.25,12.62,12.4,12.5,11.5,12.67,11.5,11.75,11.0,9.0,12.0
Javi Martínez,67249495.0,12.0,12.5,7.0,11.5,13.25,13.33,11.17,12.5,11.5,12.5,13.0,10.0,13.2,9.33,11.88,12.17,12.5,13.0,11.0,11.33,9.5
Gaizka Larrazabal,67256616.0,11.0,11.83,8.0,10.5,12.0,13.33,12.0,12.0,10.5,12.25,11.5,11.5,12.6,9.83,13.0,12.17,13.5,12.5,12.25,11.17,6.0
Jon Moncayola,67267210.0,11.0,12.83,11.0,15.0,13.25,12.0,12.17,12.75,15.0,10.0,13.25,14.12,12.4,12.67,12.0,12.67,5.5,13.25,12.25,11.83,13.0
Julio Villalba,79028819.0,9.0,12.5,15.0,10.5,13.75,11.33,11.83,12.25,10.5,12.0,11.25,16.62,12.2,8.0,13.5,11.67,12.5,13.25,12.75,11.83,5.0
Álvaro García,89062864.0,12.0,9.17,9.0,10.75,11.25,11.0,11.33,11.0,10.75,9.25,11.5,11.88,10.2,12.17,11.25,10.5,7.5,13.0,9.5,8.5,14.0
Samy Chouchane,2000010841.0,5.5,10.5,9.5,11.25,13.5,12.0,10.83,13.25,11.25,8.5,10.25,13.0,10.9,10.33,11.38,13.17,8.0,12.0,9.25,8.83,14.0
Alex Hernando,2000197164.0,12.0,11.17,1.5,10.0,2.25,8.33,3.83,13.5,10.0,3.5,11.5,11.5,9.6,7.5,10.62,12.5,3.5,5.0,9.0,3.0,2.0
José Alberto Nieto,2000197171.0,8.0,12.83,7.0,10.5,14.75,15.67,10.5,14.5,10.5,15.5,11.5,11.0,14.2,9.67,13.12,14.5,16.5,12.5,11.0,12.67,7.5
Mohamed Cissé,2000565877.0,7.0,12.0,11.0,11.0,13.5,13.67,12.67,12.5,11.0,14.5,13.0,12.5,12.4,10.67,15.25,13.33,13.0,13.0,13.0,12.0,6.0
