Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Israel,2000631088.0,13.5,12.5,10.5,15.5,12.5,11.0,10.5,12.0,15.5,0.0,6.5,7.5,0.0,9.5,11.5,12.5,16.5,10.5,12.5,12.5,12.5,3.5,5.5,8.5,9.5,16.5,11.0,10.0,0.0,11.5,7.5,7.5,6.5,11.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Jorge Bríngola,2000512567.0,3.5,11.5,5.5,6.5,12.5,3.5,0.0,4.5,0.0,13.0,7.5,0.0,0.0,0.0,0.0,3.0,0.0,11.5,13.5,0.0,0.0,0.0,0.0,0.0,11.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,14.5,9.5,8.5,6.5,11.5,11.5,8.5,8.5,5.0,8.5,4.5,21.0
Vladimir Fati,2000680262.0,11.0,0.0,11.0,12.0,15.0,6.0,0.0,6.0,13.0,7.0,11.0,0.0,0.0,0.0,0.0,8.0,6.0,10.0,13.0,0.0,0.0,15.0,10.0,9.0,0.0,0.0,8.0,12.0,9.0,0.0,16.0,0.0,13.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Diego Muñoz,2000439850.0,8.0,9.5,9.5,11.5,10.5,8.5,6.5,0.0,17.0,8.5,0.0,0.0,0.0,5.5,3.5,7.0,12.5,0.0,0.0,7.5,8.5,10.5,12.5,9.0,7.5,8.5,7.5,11.5,0.0,4.0,7.5,4.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Julen Gurrutxaga,2000682714.0,13.5,15.5,11.5,9.5,14.5,12.5,14.5,12.5,14.5,0.0,7.5,4.0,0.0,14.0,8.5,4.5,15.5,9.5,7.5,6.5,15.5,3.0,7.5,7.5,9.0,10.0,4.5,8.5,0.0,7.5,12.5,4.5,3.5,10.5,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
José Antonio Zubillaga,2000443802.0,14.5,0.0,10.0,14.5,11.5,6.5,0.0,7.5,14.5,10.5,11.5,0.0,0.0,0.0,0.0,9.5,6.5,5.5,9.5,0.0,0.0,12.0,5.0,14.5,0.0,0.0,11.5,13.5,7.5,0.0,17.5,0.0,8.5,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Juan Vizcarra,2000681579.0,12.5,0.0,7.0,10.0,4.5,12.0,0.0,0.0,10.0,14.5,0.0,0.0,0.0,7.5,0.0,14.5,7.0,0.0,0.0,3.5,3.5,9.0,5.0,9.5,0.0,0.0,13.0,8.0,0.0,8.0,15.0,6.5,14.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Edmilson Santos,83169922.0,12.5,11.5,9.5,8.5,7.5,10.0,9.5,12.0,11.5,0.0,0.0,0.0,0.0,5.5,11.5,11.5,13.5,0.0,14.5,12.5,11.5,0.0,5.5,8.5,12.5,12.5,9.0,17.0,0.0,8.5,7.5,6.5,0.0,10.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
Bilal Aceña,2000514725.0,9.0,0.0,5.5,11.5,15.5,3.0,0.0,3.5,11.5,11.5,8.5,0.0,0.0,0.0,0.0,5.0,7.5,7.5,13.5,0.0,0.0,11.5,4.0,11.0,0.0,0.0,4.5,9.5,12.5,0.0,6.5,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Juan Carlos Abengózar,2000570111.0,9.0,7.0,7.0,9.0,7.0,12.0,8.0,8.0,10.0,5.0,5.0,8.0,5.0,4.0,8.0,15.0,10.0,7.5,12.0,7.0,11.0,7.0,7.0,14.0,15.0,8.0,7.0,4.0,5.0,13.0,6.0,5.0,11.5,12.0,4.5,6.0,2.5,1.0,4.5,2.0,1.5,3.5,1.5,2.0,2.0,3.0,4.5,20.0
Sandro,2000515229.0,15.0,0.0,11.5,10.5,14.5,3.5,7.5,3.5,12.5,0.0,0.0,0.0,0.0,5.5,6.5,9.0,8.5,0.0,7.5,10.5,8.5,0.0,3.5,12.0,0.0,0.0,6.5,6.5,0.0,5.5,0.0,9.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Rafael Díaz,2000680769.0,14.5,16.0,16.5,12.5,7.5,8.5,11.0,9.5,10.5,5.5,3.5,7.5,5.5,5.5,12.0,13.5,7.5,8.0,7.5,4.0,6.5,8.5,12.5,11.5,5.5,13.5,9.5,15.5,3.5,7.5,11.5,14.5,3.5,6.5,8.5,5.0,2.5,2.0,3.5,2.0,5.5,2.5,3.0,1.5,2.5,3.0,4.0,18.0
Joaquín,2000742083.0,8.0,0.0,6.5,14.5,15.5,5.5,5.0,3.5,9.5,0.0,0.0,0.0,0.0,6.0,5.0,9.0,12.5,0.0,7.5,9.5,13.5,0.0,5.5,17.0,0.0,0.0,2.5,4.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
