Player,UID,Acc,Agi,Pac,Wor,Jum,Fir,Dri,Cmp,Sta,Pos,Cnt,Fre,Cor,Fin,OtB,Pas,Tec,Ant,Dec,Lon,Fla,Tck,Hea,Agg,Bra,Bal,Str,Det,Mar,Vis,Tea,Cro,Ldr,Nat,L Th,Pen,Aer,Cmd,Com,Ecc,Han,Kic,Pun,1v1,Ref,TRO,Thr,Age
Giancarlo Perea,2000512704.0,11.0,13.0,9.0,12.0,17.0,13.0,11.0,12.0,15.0,0.0,7.0,12.0,0.0,10.0,13.0,13.0,18.0,11.0,15.0,13.0,14.0,4.0,6.0,14.0,9.0,17.0,10.0,10.0,0.0,12.0,7.0,8.0,11.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Sullivan Mayele,2000506525.0,9.0,9.0,10.0,15.0,13.0,13.0,10.0,12.0,14.0,9.0,12.0,12.0,8.0,7.0,9.0,16.0,13.0,12.0,15.0,8.0,9.0,13.0,8.0,12.0,17.0,14.0,9.0,15.0,10.0,16.0,15.0,5.0,10.0,12.0,6.0,8.0,3.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,21.0
Mikel Santamaría,2000201716.0,16.0,13.0,11.0,13.0,10.0,8.0,9.0,8.0,18.0,11.0,14.0,5.0,9.0,4.0,9.0,11.0,14.0,13.0,14.0,6.0,13.0,9.0,6.0,12.0,12.0,12.0,9.0,7.0,13.0,8.0,7.0,11.0,12.0,6.0,7.0,4.0,2.5,4.0,1.5,3.0,2.0,2.0,4.0,5.0,2.0,2.0,1.0,23.0
Yeray Ortega,2000199817.0,7.0,15.0,13.0,15.0,17.5,10.0,7.0,8.0,14.0,14.0,14.0,5.0,6.0,7.0,8.0,8.0,9.0,18.0,13.0,5.0,5.0,12.0,10.0,5.0,14.0,16.0,9.0,9.0,13.0,9.0,12.0,4.0,13.0,13.0,6.0,10.0,2.5,2.5,2.0,4.0,2.5,5.0,3.0,4.0,2.0,2.0,2.0,23.0
Jon Magunazelaia,2000082492.0,16.0,12.0,13.0,9.0,11.0,15.0,10.0,15.0,9.0,12.0,5.0,9.0,8.0,16.0,12.0,15.0,12.0,8.0,14.0,10.0,13.0,6.0,10.0,10.0,11.0,14.0,9.0,16.0,7.0,15.0,10.0,8.0,14.0,14.0,5.0,3.0,3.0,2.5,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.5,2.0,27.0
Javi Cueto,67279676.0,16.0,15.0,15.0,10.0,3.0,16.0,15.0,13.0,11.0,8.0,8.0,7.0,7.0,14.0,16.0,12.0,14.0,10.0,11.0,8.0,12.0,6.0,15.0,13.0,9.0,12.0,7.0,9.0,5.0,9.0,9.0,8.0,15.0,17.0,6.0,9.0,3.0,2.5,3.0,1.0,4.0,3.0,3.0,2.0,2.5,2.0,5.0,27.0
Adrián Ortolà,67115824.0,6.0,7.0,6.0,10.0,14.0,15.0,0.0,15.0,5.0,10.0,12.0,0.0,0.0,0.0,0.0,14.0,11.0,13.0,11.0,0.0,0.0,0.0,0.0,9.0,11.0,7.0,9.0,16.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,13.0,10.0,14.0,15.0,12.0,13.0,7.0,14.0,12.0,17.5,14.0,35.0
Andrés Romero,2000193995.0,8.0,9.5,9.5,14.5,17.5,5.5,3.0,4.5,13.5,13.5,15.5,0.0,0.0,0.0,0.0,7.0,10.5,9.5,15.5,4.5,0.0,9.5,8.5,10.0,17.5,9.5,6.5,10.5,12.5,0.0,7.5,0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Ibrahima Kébé,2000024313.0,13.0,13.0,15.0,13.0,12.0,9.0,9.0,11.0,13.0,12.0,14.0,6.0,8.0,4.0,9.0,10.0,11.0,15.0,12.0,10.0,8.0,15.0,11.0,9.0,11.0,10.0,14.0,10.0,9.0,13.0,15.0,6.0,7.0,13.0,8.0,5.0,6.0,3.0,3.0,2.5,2.0,3.0,2.5,3.0,2.0,3.0,3.0,28.0
Lluís,2000443359.0,15.0,12.0,10.0,15.0,10.0,7.0,0.0,8.0,14.0,8.0,10.0,0.0,0.0,0.0,0.0,13.0,7.0,10.0,17.0,0.0,0.0,0.0,0.0,14.0,8.0,12.0,10.0,19.0,0.0,0.0,8.0,0.0,13.0,0.0,0.0,0.0,6.0,14.0,12.0,2.5,16.0,12.0,12.0,13.0,11.0,4.0,11.0,22.0
