Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Luis Ángel Tapia,2000206926,0,0,0,0,0,0,0,1,0,0,1,0,1,0,torino
Youcef Gherbi,2000188129,0,0,0,0,0,0,0,1,1,1,0,1,1,0,torino
Josip Brekalo,24046837,0,0,0,0,0,0,0,1,0,1,1,0,1,0,torino
José Pereira,2000190648,0,0,0,0,0,0,0,1,0,0,1,0,0,1,torino
Lorenzo Gaetani,2000508210,0,1,0,1,0,1,0,1,0,0,0,0,0,0,udinese
Umberto Cambi,2000568672,0,1,0,1,0,0,0,1,0,0,0,0,0,0,udinese
Antonello Raho,2000323423,0,0,0,0,0,0,0,1,0,0,1,0,0,0,udinese
Shpend Berisha,2000565103,0,0,0,0,0,1,0,1,1,0,0,0,0,0,udinese
Hrvoje Bekavac,2000506912,0,0,0,0,0,1,0,1,1,0,1,1,0,0,verona
Pierre Dumas,2000435176,0,0,0,0,0,0,0,1,0,0,1,0,0,1,verona
Samuele Lucchiari,2000327369,0,0,0,0,0,0,0,1,1,0,1,1,0,0,verona
Christian Achton,2000323225,0,0,0,0,0,0,0,1,0,0,1,0,0,0,verona
Lorenzo Raimondo,2000199594,0,1,0,0,1,0,0,1,0,1,1,0,0,0,verona
Eric Amthor,2000324171,0,0,0,0,0,0,0,1,0,0,1,0,0,0,verona
Patrik Schick,25042141,0,0,0,0,0,0,0,1,0,0,1,1,0,1,verona
Mihael Žaper,24053048,0,0,0,0,0,1,0,1,1,0,1,0,0,0,verona
Mehdi Léris,43252697,0,0,0,0,0,0,0,1,1,1,1,1,1,1,verona
Federico Chiesa,43161651,0,0,0,0,1,0,1,1,0,1,1,0,1,1,zebre
Achraf Hakimi,67228634,0,1,0,1,1,0,1,1,0,0,0,0,0,0,zebre
