Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Nelson Niz,2000272945.0,15.0,14.67,11.0,8.75,16.0,12.5,14.17,13.75,8.75,14.5,10.75,11.5,13.5,7.0,14.62,13.83,16.0,14.5,13.25,12.67,7.5,fiorentina
Daniele Venturelli,2000434795.0,15.0,13.33,8.0,11.75,11.0,12.17,12.0,12.25,11.75,12.0,10.25,12.25,12.7,9.33,13.62,12.5,13.0,12.25,14.75,9.17,8.5,fiorentina
Giambattista Auletta,2000323518.0,13.0,12.0,13.0,14.0,17.0,13.33,14.33,12.5,14.0,17.0,13.75,10.75,13.0,11.83,17.5,12.0,16.0,15.0,16.5,14.0,7.0,fiorentina
Ibrahim Zagré,2000435828.0,15.0,15.33,17.0,14.0,14.5,15.0,13.0,13.5,14.0,15.5,13.5,12.75,14.8,11.67,15.0,14.67,14.0,14.0,15.0,14.33,4.0,inter
Manuel Oliveira,2000434824.0,15.0,14.33,12.0,13.5,17.5,15.33,15.0,15.5,13.5,18.5,13.0,12.0,15.0,12.0,17.5,15.0,17.0,15.5,16.0,14.33,7.0,inter
Karl-Heinz Heckenberger,2000232571.0,14.0,15.0,9.0,13.0,18.0,17.67,15.0,15.0,13.0,16.5,13.0,14.0,16.2,11.67,14.75,15.67,17.0,17.5,15.0,15.33,12.0,inter
Mamoudou Camara,2000197834.0,6.0,10.33,10.0,10.0,15.5,14.0,12.0,11.5,10.0,15.5,11.5,11.75,11.8,7.67,15.5,12.33,17.0,14.0,14.0,12.67,6.0,inter
Nico Williams,67276230.0,13.0,12.67,11.0,13.0,16.0,13.33,13.0,13.0,13.0,16.0,13.5,10.25,13.2,12.67,15.75,12.67,14.0,13.0,13.5,13.67,10.0,inter
Romelu Lukaku,18007344.0,16.0,15.33,16.0,11.0,15.0,15.33,12.33,16.5,11.0,14.0,14.5,17.0,15.0,9.0,13.5,16.67,15.0,14.0,17.5,15.0,9.0,inter
Juan Carlos,2000192885.0,9.0,15.33,12.0,13.0,17.0,14.67,13.33,15.5,13.0,16.0,12.0,12.25,15.2,11.67,15.25,15.0,16.0,13.5,15.0,15.0,7.0,inter
Youssoufa Moukoko,2000074825.0,13.0,13.33,11.0,13.5,17.0,15.33,12.67,13.0,13.5,16.5,15.5,12.75,14.2,12.67,17.25,13.67,17.0,14.5,16.0,15.33,6.0,inter
Thiago Almada,14172522.0,4.0,15.33,6.0,14.5,16.5,15.33,14.67,14.0,14.5,16.0,15.5,12.75,15.4,12.33,14.25,14.33,17.0,15.5,12.0,14.33,5.0,inter
Mauro Cirelli,2000435220.0,13.0,11.17,10.0,10.0,10.75,10.67,12.17,13.75,10.0,13.5,10.75,12.62,11.2,8.0,15.25,12.33,10.5,12.25,13.75,10.5,6.0,lazio
Marcus Andersson,2000397891.0,5.0,11.17,5.0,10.5,12.0,14.33,10.0,11.0,10.5,13.25,9.5,11.0,12.4,9.83,15.25,12.17,15.5,11.0,13.75,12.33,3.0,lazio
Marcus Andersson,2000397735.0,8.0,8.5,7.0,7.75,15.0,14.0,8.83,10.5,7.75,15.75,10.5,8.25,11.0,6.17,15.88,11.17,15.5,11.5,14.0,11.0,5.5,lazio
Miel Devos,2000199510.0,10.0,14.0,8.0,12.5,17.5,13.17,14.83,14.25,12.5,15.5,13.5,11.25,13.7,9.83,12.38,13.83,13.0,16.0,13.75,13.33,6.5,lazio
Tahith Chong,37058361.0,13.0,12.83,6.0,9.25,15.0,12.0,12.83,9.75,9.25,15.75,11.25,12.88,12.4,7.17,15.12,10.67,13.5,14.0,10.0,12.33,5.0,lazio
Donyell Malen,37055844.0,9.0,12.67,13.0,11.5,15.0,13.33,12.0,12.0,11.5,14.0,14.0,12.25,12.8,9.33,16.25,12.67,16.0,14.0,14.5,13.67,5.0,lazio
Daniel Lamas,2000568699.0,13.0,13.83,11.0,9.5,15.0,14.5,10.0,13.5,9.5,16.75,10.5,10.12,14.1,8.67,15.5,13.83,15.5,12.25,12.5,12.33,6.0,lazio
Franco Ferraro,2000325869.0,14.0,12.67,12.0,11.0,13.5,14.67,10.67,12.5,11.0,15.5,10.5,12.0,13.2,8.67,16.75,13.67,16.0,12.0,13.0,13.33,5.0,lazio
Riccardo Sottil,43270713.0,11.0,12.0,8.0,9.25,12.5,11.5,12.5,11.25,9.25,13.5,10.75,11.0,11.7,7.67,13.62,11.5,13.0,12.0,11.25,12.0,4.5,lazio
John Gil,2000562142.0,6.0,13.67,10.0,11.5,15.0,15.33,12.0,15.0,11.5,16.0,12.0,16.25,14.8,9.67,15.0,14.33,15.0,14.5,13.0,14.33,4.0,lazio
Ferran Torres,89056845.0,14.0,13.0,11.0,11.0,14.0,13.67,13.67,12.5,11.0,14.5,13.0,11.25,13.4,9.5,15.5,12.67,13.0,14.0,12.0,13.33,6.0,lazio
Simone Dondi,2000567839.0,6.0,11.67,8.0,11.0,12.0,9.83,14.0,13.5,11.0,13.0,9.75,14.0,11.3,8.33,14.75,11.67,10.0,14.75,11.5,11.0,6.0,milan
Marcello Criaco,2000567179.0,5.0,9.83,8.0,9.5,15.0,10.83,12.83,11.5,9.5,14.5,10.75,10.62,10.8,7.17,13.75,10.33,12.0,14.0,14.0,11.0,4.5,milan
Borja Molina,2000506770.0,18.0,11.83,9.0,9.5,11.75,11.67,11.17,12.75,9.5,11.0,10.75,8.88,11.8,8.0,12.0,12.33,14.5,11.75,12.25,10.5,5.0,milan
Jiri Mlynek,2000437872.0,15.0,9.33,15.0,9.5,15.5,13.5,10.67,10.25,9.5,14.0,12.0,10.0,10.9,8.83,10.38,11.5,17.0,13.5,8.25,12.83,3.5,milan
Lukas Elsik,2000193022.0,11.0,8.83,12.0,8.5,18.0,13.67,10.33,10.0,8.5,14.25,10.0,10.5,11.2,8.17,15.25,10.5,11.5,13.0,11.75,11.67,3.0,milan
Fábio Gonçalves,2000189591.0,14.0,10.0,5.0,7.25,13.0,8.83,9.17,10.75,7.25,11.0,8.25,12.75,9.5,5.33,14.12,10.17,8.0,9.5,10.75,7.33,3.5,milan
Leonardo Rossi,2000018201.0,9.0,10.17,14.0,10.25,12.5,12.0,7.5,8.25,10.25,12.75,11.25,7.12,10.2,8.17,13.62,10.67,15.5,9.0,10.5,10.0,2.5,milan
Alberto Serra,2000506756.0,14.0,13.0,12.0,12.0,15.5,13.0,10.0,14.5,12.0,14.0,11.5,13.75,13.0,11.0,16.25,14.0,14.0,12.0,14.0,13.67,6.0,milan
Oliveira,2000567177.0,13.0,10.67,11.0,8.5,14.75,13.83,15.17,11.5,8.5,16.25,9.0,9.12,12.3,8.33,16.5,11.67,12.0,16.75,14.0,14.67,3.5,milan
Wagner Ricardo,2000506775.0,9.5,11.67,10.0,7.0,15.25,10.67,11.17,12.5,7.0,13.75,7.75,10.75,11.4,5.83,12.0,11.67,10.0,13.0,12.5,11.67,3.5,milan
Gaspar Andrade,2000437519.0,10.0,8.83,7.0,7.5,16.0,12.67,11.67,9.5,7.5,13.25,8.5,10.5,10.4,6.83,15.25,10.5,12.5,12.5,13.75,12.83,3.0,milan
Anthony Martial,85086702.0,9.0,12.33,10.0,10.5,15.5,14.67,12.33,13.0,10.5,14.5,14.0,12.5,13.4,7.33,13.0,13.33,14.0,14.5,11.0,14.0,3.0,milan
Benjamín Croce,2000377768.0,11.0,13.83,9.0,12.5,16.25,15.33,13.83,15.25,12.5,16.5,10.75,11.62,14.6,10.0,14.0,15.0,14.5,15.75,14.25,14.5,6.0,milan
Héctor Flores,2000285908.0,17.0,16.33,12.0,11.5,17.0,15.67,13.67,17.5,11.5,16.0,12.0,13.0,16.2,10.0,15.75,16.67,16.0,15.5,15.0,15.0,6.0,milan
Lorenzo Di Fusco,2000190824.0,6.0,13.5,12.0,12.0,16.5,16.0,12.67,12.5,12.0,15.75,13.5,12.75,14.6,10.5,11.75,13.5,14.5,14.5,14.25,14.67,4.0,milan
Batuhan Kör,70131652.0,13.0,13.33,12.0,10.5,13.5,13.67,13.33,13.0,10.5,14.0,12.0,10.5,13.2,9.67,15.5,13.67,16.0,14.0,12.5,12.33,6.5,milan
Giuseppe Fieramonti,2000507377.0,6.0,11.67,12.0,11.0,16.0,13.67,12.33,12.0,11.0,14.0,10.5,12.5,12.8,9.67,13.5,12.0,15.0,13.5,13.5,13.0,6.0,napoli
Jaroslav Rusnak,2000434077.0,13.0,8.67,8.0,9.5,14.25,12.67,10.83,11.5,9.5,13.25,9.75,12.5,11.0,8.17,15.0,10.67,14.0,12.5,11.5,12.0,2.5,napoli
Facundo Duffard,2000418611.0,6.0,10.67,7.0,12.25,13.0,11.83,13.33,10.25,12.25,11.0,10.25,11.0,10.9,9.0,14.62,11.17,13.0,13.75,11.25,10.83,3.5,napoli
Diego Valdés,2000415618.0,13.0,11.67,12.0,11.0,18.25,14.33,13.17,13.0,11.0,16.25,10.25,10.75,13.2,9.17,14.25,12.67,14.0,16.5,14.0,13.67,2.5,napoli
Nélio Viveiros,2000192852.0,13.0,12.83,16.0,10.0,14.0,14.33,11.17,12.0,10.0,14.75,11.0,13.75,13.2,8.0,12.88,13.17,14.5,14.0,10.0,11.0,5.5,napoli
Fabián Luzzi,2000048404.0,14.0,9.83,14.0,8.5,13.5,13.33,10.17,9.0,8.5,13.75,10.5,11.75,11.2,7.67,14.12,10.5,13.5,12.0,12.0,13.67,6.5,napoli
Óscar Aranda,2000052060.0,10.0,9.67,11.0,10.25,15.0,10.83,12.5,9.75,10.25,15.5,9.25,8.75,9.9,8.67,15.38,10.5,13.0,12.5,11.25,14.0,4.5,napoli
Emiliano Gomez,2000627371.0,7.0,12.67,9.0,9.5,16.0,12.67,14.0,13.5,9.5,16.5,9.0,11.0,13.0,7.67,16.0,12.67,15.0,16.5,12.5,12.0,4.0,napoli
Željko Spasić,2000211135.0,14.0,16.17,16.0,10.5,15.5,14.83,13.33,15.5,10.5,15.0,12.0,12.0,15.6,10.17,15.38,15.33,17.0,15.5,15.75,13.67,9.5,napoli
Maxi Gómez,78078886.0,15.0,13.67,17.0,10.25,12.5,14.33,10.0,14.5,10.25,10.5,15.5,14.75,13.6,10.17,13.25,15.0,16.0,11.0,16.5,13.0,9.5,napoli
Ibrahim Irié Bi,2000567842.0,11.0,6.67,14.0,7.5,11.75,11.83,10.5,10.0,7.5,12.25,8.5,9.38,10.3,8.0,13.38,8.0,9.0,12.25,10.5,10.33,4.5,napoli
Federico Della Torre,2000649129.0,8.0,13.33,9.0,9.5,15.0,13.67,15.0,15.0,9.5,15.0,11.5,12.75,13.6,8.67,14.75,14.33,16.0,16.0,13.0,14.0,6.0,napoli
Luca Chirico,2000507838.0,12.0,15.67,12.0,11.75,17.0,13.67,14.0,15.5,11.75,15.5,12.0,12.38,14.8,10.17,15.12,15.0,15.0,15.0,15.25,13.0,11.5,napoli
Christian,2000632607.0,9.0,9.5,12.0,11.25,14.5,11.17,12.33,12.5,11.25,13.25,11.0,13.12,10.7,8.33,14.0,11.17,10.5,13.5,11.25,12.17,4.0,parma
Simone Barcellona,2000508897.0,13.0,12.17,13.0,9.0,13.5,12.5,9.0,12.0,9.0,12.25,10.0,12.62,12.3,8.0,13.88,12.17,12.5,10.75,15.5,10.67,8.0,parma
Martin De Gasperi,2000325005.0,11.0,11.5,10.0,8.5,15.0,14.67,11.67,14.5,8.5,11.75,11.5,12.25,13.2,7.17,11.5,13.83,14.5,13.0,14.25,13.0,3.0,parma
Ludovico Serretti,2000199979.0,8.0,9.67,9.0,8.75,14.5,11.17,9.67,10.75,8.75,13.5,9.25,13.25,10.3,6.17,6.12,10.83,13.0,11.25,5.75,11.83,3.5,parma
Yoane Wissa,85140175.0,7.0,12.5,7.0,9.0,12.0,13.33,11.17,12.0,9.0,12.75,12.5,11.0,12.6,8.33,12.88,12.83,14.5,12.5,11.5,11.33,3.5,parma
Matteo Grasso,2000573680.0,11.0,13.33,11.0,8.0,11.25,14.5,11.17,13.0,8.0,11.75,9.0,12.75,13.9,6.67,13.12,13.33,10.0,13.75,12.0,10.67,3.5,parma
Francisco Borja Cruz,2000437496.0,14.0,8.17,15.0,9.5,11.75,12.67,8.83,10.5,9.5,13.5,10.5,10.75,10.2,8.67,14.38,10.83,15.5,9.5,14.0,11.67,3.5,parma
Tomas Suslov,37076659.0,10.0,11.5,9.0,12.0,13.0,13.67,12.5,11.5,12.0,15.75,12.5,7.75,12.4,11.67,11.88,12.17,16.5,13.5,11.0,12.33,4.5,parma
Jesús Castillejo,2000569085.0,12.0,13.33,16.0,11.75,13.0,11.33,11.33,15.0,11.75,12.0,11.0,11.75,12.6,9.17,13.75,13.67,15.0,11.0,10.5,9.67,5.0,parma
Janis Antiste,49048340.0,14.0,12.33,16.0,11.75,14.5,13.5,13.83,12.75,11.75,14.5,11.25,11.5,12.7,9.0,13.38,13.17,12.0,14.0,11.25,12.33,8.5,parma
Alessio Giustini,2000506990.0,16.0,10.0,12.0,8.0,13.5,14.17,10.33,12.5,8.0,15.5,10.5,10.38,12.3,7.33,13.0,12.0,11.0,11.0,11.0,12.67,5.5,roma
Zahari Tanev,2000503649.0,15.0,14.83,9.0,12.5,10.75,14.67,10.17,15.5,12.5,12.5,12.0,11.75,14.2,12.33,14.88,16.17,13.5,12.0,13.0,11.0,12.5,roma
Ulises Xavier Pérez Lazarte,2000541711.0,11.0,13.33,13.0,10.5,15.5,13.33,14.67,12.5,10.5,17.0,12.0,13.25,13.4,11.0,17.75,12.67,16.0,15.5,15.0,14.0,5.0,roma
Dante Sottoriva,2000504182.0,4.0,14.0,13.0,13.5,16.5,16.0,14.0,14.5,13.5,15.5,14.0,12.75,14.8,11.67,14.0,15.0,17.0,15.0,10.5,15.33,9.0,roma
Andrea Belotti,43066936.0,12.0,14.67,15.0,10.5,13.5,13.67,11.0,14.0,10.5,11.0,15.5,17.0,13.8,9.0,11.5,14.67,16.0,12.5,13.0,13.33,6.5,roma
Frederico Plisca,2000537059.0,9.0,12.0,16.0,9.5,15.5,14.0,14.0,13.0,9.5,15.5,11.0,11.25,13.2,8.0,15.75,12.67,13.0,16.0,13.5,13.33,7.0,roma
Amine Gouiri,48044735.0,11.0,13.0,13.0,13.0,15.0,14.0,12.67,12.5,13.0,15.5,14.5,14.25,13.6,10.0,15.25,12.67,16.0,14.0,13.0,14.33,4.0,roma
Marco Lombardi,2000509497.0,5.0,13.83,8.0,10.25,14.25,12.33,10.17,14.25,10.25,13.0,10.25,9.62,13.4,10.5,13.38,13.33,10.5,12.0,14.0,10.67,11.0,salernitana
Fabiano Cardaci,2000438270.0,9.5,7.0,10.0,7.5,15.25,10.67,13.17,9.0,7.5,13.25,7.25,10.0,9.0,6.17,13.25,8.67,11.0,14.5,12.0,10.0,1.5,salernitana
Silvio Díaz,2000051566.0,9.0,11.17,7.0,13.5,14.0,14.67,10.67,13.75,13.5,13.25,12.25,11.38,13.0,11.33,13.0,13.33,12.5,12.0,11.25,12.67,7.0,salernitana
Panagiotis Koupkiolis,2000232960.0,12.0,10.67,14.0,9.5,15.0,15.0,11.0,11.5,9.5,13.0,12.0,12.0,12.2,8.33,12.25,13.0,15.0,12.5,12.5,14.33,7.0,salernitana
Orlando Musso,2000569289.0,15.0,9.0,9.0,8.75,16.0,14.5,10.0,10.0,8.75,14.0,10.5,7.38,11.5,9.0,14.25,11.0,14.0,12.0,10.5,12.67,3.0,salernitana
Pablo Sierra,2000406688.0,17.0,11.67,18.0,10.0,13.0,12.83,10.67,13.0,10.0,12.5,13.0,11.88,12.3,9.33,15.5,12.67,14.0,11.5,17.5,11.0,5.5,salernitana
Stefan Weiss,2000290992.0,11.0,14.0,14.0,7.5,14.0,14.0,11.67,12.25,7.5,13.5,10.5,11.0,14.4,7.5,10.88,12.17,14.0,13.0,7.75,12.83,8.5,salernitana
M'Bala Nzola,83103196.0,12.0,13.17,12.0,9.75,12.5,11.33,11.17,12.75,9.75,12.25,12.75,14.88,12.0,8.5,14.88,13.0,14.5,12.5,15.0,12.0,7.0,salernitana
Bozhidar Kraev,22041890.0,13.0,10.17,12.0,9.0,13.5,13.67,12.33,11.0,9.0,12.25,12.0,12.25,12.0,8.17,12.75,11.17,11.5,13.0,12.25,12.67,3.0,salernitana
Loris Pane,2000512504.0,9.0,9.67,6.0,6.5,14.0,12.0,11.33,10.0,6.5,15.0,7.5,9.75,11.0,5.17,13.5,10.0,8.0,12.0,11.0,11.0,5.0,sampdoria
Lorenzo Ruiz Díaz,2000508202.0,12.0,11.17,9.0,7.75,14.5,13.83,11.5,11.25,7.75,11.0,9.75,10.12,12.5,6.17,13.5,11.67,12.5,10.5,13.25,10.33,5.0,sampdoria
Alessio Termini,2000508199.0,14.0,10.83,12.0,9.0,13.25,13.0,11.83,12.5,9.0,15.0,12.0,10.25,12.2,7.0,10.88,11.83,16.5,14.0,14.0,11.67,4.5,sampdoria
Rubén Mele,2000508198.0,12.0,9.5,11.0,11.5,15.75,12.0,12.5,9.25,11.5,11.0,10.75,11.12,11.0,8.5,12.5,9.33,12.5,14.25,13.25,11.83,4.0,sampdoria
Riccardo Rosso,2000508196.0,6.0,8.33,12.0,7.0,15.75,11.33,13.5,12.5,7.0,13.25,7.25,11.75,10.8,5.33,13.25,10.0,10.0,15.5,9.5,11.33,5.5,sampdoria
Ruggero Arpini,2000437690.0,5.5,12.67,8.0,8.5,14.25,12.83,11.67,12.25,8.5,13.0,9.0,10.5,12.5,7.17,10.75,12.83,14.0,13.5,12.0,11.83,7.5,sampdoria
Ivano Tavella,2000435429.0,7.0,12.67,9.0,10.5,15.5,12.5,13.0,10.75,10.5,15.5,11.0,8.5,12.5,9.5,12.38,11.5,15.0,14.5,11.25,13.17,8.5,sampdoria
Prince Ntumba,2000198757.0,12.0,12.67,8.0,11.5,12.5,13.33,11.17,15.0,11.5,12.5,9.75,11.5,13.4,10.17,13.25,13.67,15.0,12.5,13.0,10.33,2.5,sampdoria
Jose Carlos Flores,2000193714.0,8.0,9.33,10.0,8.25,13.0,9.17,10.5,9.25,8.25,13.5,9.75,10.25,9.3,6.0,14.38,9.17,10.0,11.5,10.75,9.67,2.5,sampdoria
Felice D'Amico,43297400.0,7.0,11.0,7.0,11.0,12.5,14.33,11.83,11.0,11.0,13.0,12.25,12.25,12.8,8.5,13.75,11.33,11.0,12.5,10.5,11.0,2.0,sampdoria
Lorenzo Gaggero,2000324502.0,14.0,12.5,10.0,9.75,14.0,13.67,11.17,11.25,9.75,13.75,11.25,9.12,12.6,8.17,11.88,12.67,15.5,14.5,12.0,14.0,8.0,sampdoria
Dion Drena Beljo,24061498.0,18.0,13.5,13.0,9.75,13.5,13.67,9.83,12.25,9.75,13.75,13.25,11.62,13.6,7.83,14.12,12.67,15.5,12.5,15.0,13.33,5.0,sampdoria
Giovanni Vezzani,2000570776.0,11.0,13.67,8.0,10.25,14.0,13.0,9.67,12.25,10.25,13.5,10.5,12.38,13.4,8.5,12.38,12.5,15.0,12.0,9.25,11.5,7.5,sampdoria
