Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Michele Mascia,2000568039,0,0,0,0,0,0,0,0,1,1,0,0,1,0,sampdoria
Ola Brynhildsen,53125145,0,0,0,0,0,0,0,1,0,1,1,0,1,0,sampdoria
Gianluca Gaetano,43317758,0,0,0,0,0,0,0,1,1,1,1,1,1,1,sampdoria
Giorgos Kyriakopoulos,36090959,0,0,0,1,0,0,1,0,0,1,0,0,0,0,sampdoria
Marco Saporito,2000507393,0,0,0,0,0,0,0,1,1,1,0,0,0,0,sassuolo
Gregorio Poggi,2000434780,0,0,0,0,0,0,0,1,1,1,1,0,0,0,sassuolo
Filippo Ricciardi,2000324317,0,0,0,0,0,0,0,0,1,1,1,1,1,0,sassuolo
Gianmario Minelli,2000192822,0,0,0,0,0,0,0,0,1,1,0,1,0,0,sassuolo
Alex Zanut,2000194920,0,0,0,0,0,0,0,0,0,1,1,0,1,1,sassuolo
Nicolás Tagliafico,14008030,0,0,0,1,0,0,1,0,0,1,0,0,0,0,sassuolo
Manuel Santos,2000439547,0,0,0,0,0,0,0,0,1,1,1,1,1,0,sassuolo
Marcos Paulo,19354619,0,0,0,0,0,0,0,0,1,1,0,1,1,1,sassuolo
Alessandro Alborghetti,2000566976,0,1,0,1,0,0,1,0,0,1,0,0,0,0,sassuolo
Georgi Tunjov,47070304,0,0,0,0,0,1,0,1,1,1,1,1,0,0,spal
Julien Pfeiffer,2000192363,0,0,0,0,0,0,0,1,0,1,1,0,1,0,spal
Diego Sanchez,2000439461,0,0,0,0,0,0,0,0,0,1,0,0,1,1,spal
Ryôtarô Meshino,45104652,0,0,0,0,0,0,0,0,0,1,1,1,1,1,spal
Marco Sala,43323122,0,0,0,1,0,0,1,0,0,1,0,0,0,0,spezia
Ayoub Poderini,2000508895,0,0,0,0,0,0,0,0,1,1,0,1,1,0,spezia
Joseph Ienca,2000436506,0,0,0,0,0,0,0,0,1,1,0,0,1,0,spezia
Samuel Sosa,86054425,0,0,0,0,0,0,0,0,0,1,1,0,1,0,spezia
Luigi Trecroci,2000626439,0,0,0,0,0,0,0,0,0,1,0,0,1,0,spezia
Antonello Borgognoni,2000567631,0,0,0,0,0,0,0,0,0,1,0,0,1,0,torino
Giannis Koromilas,2000234253,0,0,0,0,0,0,0,1,1,1,1,1,1,0,torino
Felice D'Amico,43297400,0,0,0,0,0,0,0,0,0,1,1,1,1,1,torino
Leonardo Lelo,83257795,0,0,0,1,0,0,1,0,0,1,0,0,1,0,torino
Youcef Gherbi,2000188129,0,0,0,0,0,0,0,1,1,1,0,1,1,0,torino
Josip Brekalo,24046837,0,0,0,0,0,0,0,1,0,1,1,0,1,0,torino
Luan Dongsheng,2000434025,0,0,0,0,0,0,0,0,1,1,0,0,0,0,udinese
Christos Tzolis,36152916,0,0,0,0,0,0,0,0,1,1,1,0,1,1,udinese
Ferdinando Dentale,2000569307,0,0,0,0,0,1,0,0,1,1,0,0,0,0,verona
Salim El Hachimi,2000513191,0,0,0,0,0,0,0,0,0,1,0,0,1,1,verona
Alberto Savi,2000323571,0,0,0,0,0,0,0,0,1,1,0,1,1,0,verona
Franco Letizia,2000199596,0,0,0,1,0,0,1,0,0,1,0,0,0,0,verona
Lorenzo Raimondo,2000199594,0,1,0,0,1,0,0,1,0,1,1,0,0,0,verona
Giuseppe Pezzella,43161921,0,1,0,1,0,0,1,0,0,1,0,0,0,0,verona
Diego Calderoni,2000435216,0,0,0,0,0,0,0,0,1,1,0,0,1,0,verona
Luca Ranieri,43270506,0,0,1,1,0,0,1,0,0,1,0,0,0,0,verona
Rickard Sahlin,2000483096,0,0,0,0,0,0,0,0,0,1,0,1,1,1,verona
Mattia Zaccagni,43125343,0,0,0,0,0,0,0,0,1,1,0,1,1,0,verona
Mehdi Léris,43252697,0,0,0,0,0,0,0,1,1,1,1,1,1,1,verona
Cătălin Grosu,2000329331,0,0,0,0,0,0,0,0,0,1,1,1,1,0,verona
Federico Chiesa,43161651,0,0,0,0,1,0,1,1,0,1,1,0,1,1,zebre
Riccardo Calafiori,43424738,0,0,0,1,0,0,1,0,0,1,0,0,0,0,zebre
Harvey Barnes,28100207,0,0,0,0,0,0,0,0,1,1,1,1,1,1,zebre
