Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Alessandro Buongiorno,43270682,0,0,1,1,0,0,0,0,0,0,0,0,0,0,bologna
Leone Corti,2000626452,0,1,1,0,0,0,0,0,0,0,0,0,0,0,bologna
Ibrahima Thiam,2000325354,0,1,1,1,0,0,0,0,0,0,0,0,0,0,fiorentina
Joachim Andersen,27069975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fiorentina
Marcão,19190440,0,0,1,0,0,1,0,0,0,0,0,0,0,0,fiorentina
Giovanni Groppi,2000507381,0,1,1,0,0,1,0,0,0,0,0,0,0,0,fiorentina
Nicola Improta,2000507382,0,0,1,1,0,0,1,0,0,0,0,0,0,0,fiorentina
Danilo Catalano,2000626665,0,0,1,1,0,0,0,0,0,0,0,0,0,0,fiorentina
Ben Wilmot,29174249,0,0,1,1,0,1,0,0,0,0,0,0,0,0,fiorentina
Teun Koopmeiners,37057982,0,0,1,0,0,1,0,0,1,0,0,0,0,0,inter
Amar Forsberg,2000397706,0,0,1,1,0,0,0,0,0,0,0,0,0,0,inter
Sorin Tudor,2000335174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,inter
Nicolai Witt,2000322718,0,1,1,0,0,0,0,0,0,0,0,0,0,0,inter
Duško Čikić,2000191147,0,0,1,0,0,1,0,1,1,0,0,0,0,0,inter
Nuno Mendes,83261910,0,0,1,1,0,0,1,0,0,0,0,0,0,0,inter
Andrea Papetti,43425644,0,1,1,0,0,0,0,0,0,0,0,0,0,0,inter
Marco Alves,2000189590,0,1,1,0,0,0,0,0,0,0,0,0,0,0,inter
Alfredo Piecenti,2000272907,0,0,1,0,0,0,0,0,0,0,0,0,0,0,inter
Luciano Puglisi,2000191663,0,1,1,0,1,0,0,0,0,1,0,0,0,0,inter
Eirik Haugland,2000555555,0,1,1,1,0,0,0,0,0,0,0,0,0,0,lazio
Gaëtan Redon,2000433840,0,0,1,0,0,1,0,0,1,0,0,0,0,0,lazio
Luiz Felipe,19225765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,lazio
Klajdi Ferati,2000567635,0,0,1,0,0,0,0,0,1,1,0,0,0,0,lazio
Niklas Süle,91107360,0,0,1,0,0,0,0,0,0,0,0,0,0,0,lazio
Anyelo Oropesa,2000606155,0,1,1,0,0,0,0,0,0,0,0,0,0,0,lazio
Davide Bettella,43316726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,lazio
Roque Rébora,2000285968,0,0,1,1,0,1,0,0,1,0,0,0,0,0,lazio
Josha Vagnoman,91184445,0,1,1,1,1,0,1,0,0,0,0,0,0,0,lazio
Gabriele Zappa,43272248,0,1,1,0,1,0,0,1,0,0,0,0,0,0,lazio
Raf Rosseel,2000568334,0,0,1,0,0,1,0,0,1,0,0,0,0,0,milan
Claudio Crippa,2000434044,0,0,1,1,0,0,0,0,0,0,0,0,0,0,milan
Christophe Mercier,2000431621,0,0,1,0,0,1,1,0,1,0,0,0,0,0,milan
Tanaboon Arteaga,2000506774,0,0,1,0,0,1,0,0,1,0,0,0,0,0,milan
Boubakar Sissako,2000198829,0,0,1,0,0,1,0,0,1,0,0,0,0,0,milan
Jan Bednarek,96047750,0,1,1,0,0,1,0,0,0,0,0,0,0,0,milan
Fikayo Tomori,28097980,0,1,1,0,0,0,0,0,0,0,0,0,0,0,milan
Jost Kunz,2000504128,0,0,1,0,0,1,0,0,1,0,0,0,0,0,milan
Alessandro Romanò,2000434040,0,1,1,1,0,0,0,0,0,0,0,0,0,0,milan
Fabinho,19183676,0,1,1,0,0,1,0,0,1,0,0,0,0,0,milan
Davinson Sánchez,76023027,0,0,1,0,0,1,0,0,0,0,0,0,0,0,milan
Domenico Cifeca,2000627365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,napoli
Agostino Santoni,2000193927,0,1,1,1,0,1,0,0,0,0,0,0,0,0,napoli
Russel Abega,2000188792,0,1,1,0,1,1,0,0,0,0,0,0,0,0,napoli
Marco Friedl,91143703,0,0,1,1,0,0,1,0,1,0,0,0,0,0,napoli
Giovanni Di Lorenzo,43075156,0,1,1,1,1,1,1,1,0,0,0,0,0,0,napoli
Rohan Evans,2000567837,0,0,1,1,0,0,0,0,0,0,0,0,0,0,napoli
Alê,2000369925,0,1,1,0,0,0,0,0,1,0,0,0,0,0,napoli
Matteo Lovato,43318558,0,0,1,0,0,0,0,0,0,0,0,0,0,0,napoli
Marc Roca,67211094,0,0,1,0,0,1,0,0,1,0,0,0,0,0,napoli
Patrick Anonam,2000194988,0,1,1,0,0,0,0,0,0,0,0,0,0,0,napoli
Giuseppe Andretta,2000567838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,napoli
Luca Volpi,2000569300,0,0,1,0,0,0,0,0,1,0,0,0,0,0,parma
Fabio Romani,2000439764,0,1,1,0,0,0,0,0,0,0,0,0,0,0,parma
Luca Faraoni,2000439465,0,0,1,1,0,0,0,0,0,0,0,0,0,0,parma
Alfio Cattani,2000326553,0,0,1,0,0,0,0,0,0,0,0,0,0,0,parma
Alessandro Longoni,2000191664,0,1,1,0,0,0,0,0,0,0,0,0,0,0,parma
Abdou Diallo,85120721,0,0,1,1,0,1,0,0,0,0,0,0,0,0,parma
Filippo Sgarbi,43161673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,parma
Mauro Coppolaro,43159454,0,1,1,0,1,0,0,0,0,0,0,0,0,0,parma
Justin Hoogma,37059335,0,0,1,1,0,1,0,0,0,0,0,0,0,0,parma
Antonino Fradella,43393070,0,1,1,1,0,0,0,0,0,0,0,0,0,0,parma
Andrea Signori,2000569091,0,0,1,1,0,0,0,0,0,0,0,0,0,0,parma
Andreaw Gravillon,43207127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,parma
Amir Murillo,80028885,0,1,1,0,1,0,0,0,0,0,0,0,0,0,parma
Marash Kumbulla,43296495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,roma
Domiziano Cosimi,2000434782,0,0,1,1,0,0,1,0,0,0,0,0,0,0,roma
Leonardo Gazzola,2000506995,0,0,1,0,0,1,0,0,1,0,0,0,0,0,roma
Mykola Matvienko,71075952,0,0,1,1,0,0,1,0,0,0,0,0,0,0,roma
Bruno Amione,14216968,0,0,1,1,0,0,0,0,0,0,0,0,0,0,roma
João Ramos,2000506993,0,1,1,0,0,1,0,0,0,0,0,0,0,0,roma
Giammarco Solimina,2000506991,0,0,1,0,0,1,0,1,1,0,0,0,0,0,roma
Angelo Raimondi,2000434779,0,0,1,1,0,0,0,0,0,0,0,0,0,0,roma
Ibañez,19337893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,roma
Rafael Brito,83243058,0,1,1,0,0,1,0,0,1,0,0,0,0,0,roma
Rino Mercurio,2000569288,0,0,1,1,0,1,0,0,0,0,0,0,0,0,salernitana
Tommaso Bortolin,2000438266,0,1,1,1,0,0,0,0,0,0,0,0,0,0,salernitana
Giona Cafaro,2000199607,0,0,1,1,0,0,1,0,0,0,0,0,0,0,salernitana
Alberto Dossena,43202417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,salernitana
Jacopo Lombardini,2000626005,0,0,1,1,0,0,0,0,0,0,0,0,0,0,salernitana
Nicola Pardini,2000569296,0,1,1,0,0,0,0,0,0,0,0,0,0,0,salernitana
Paolo Gozzi,43372951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,salernitana
Simone Massi,2000569290,0,1,1,0,1,1,0,0,0,0,0,0,0,0,salernitana
Fabrizio Di Benedetti,2000324218,0,1,1,1,0,0,0,0,0,0,0,0,0,0,salernitana
Mario Pavan,2000436518,0,1,1,1,0,0,0,0,0,0,0,0,0,0,salernitana
Nicola Mauri,2000512034,0,1,1,0,1,0,0,0,0,0,0,0,0,0,sampdoria
Edward Asamoah,2000193328,0,1,1,0,0,1,0,0,1,0,0,0,0,0,sampdoria
Marco Garofalo,2000190074,0,1,1,0,0,1,0,0,0,0,0,0,0,0,sampdoria
Eric Dier,55032265,0,0,1,0,0,1,0,0,1,0,0,0,0,0,sampdoria
Jan Bednarek,96047750,0,1,1,0,0,1,0,0,0,0,0,0,0,0,sampdoria
Claudio Rotunno,2000436308,0,0,1,0,0,1,0,0,0,0,0,0,0,0,sampdoria
Steph Dheer,2000513407,0,0,1,0,0,1,0,0,1,0,0,0,0,0,sampdoria
Shurandy Sambo,37060947,0,1,1,0,1,0,0,1,0,0,0,0,0,0,sampdoria
Robert Gal,2000629194,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sampdoria
Simón Carbonell,2000510246,0,0,1,0,0,1,0,0,1,0,0,0,0,0,sampdoria
Mattia Napoli,2000507848,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sassuolo
Paolo Di Napoli,2000507831,0,0,1,0,0,1,0,0,1,0,0,0,0,0,sassuolo
Nicolò Brighi,2000192605,0,1,1,1,0,0,0,0,0,0,0,0,0,0,sassuolo
Nicolò Armini,43373238,0,1,1,1,1,0,0,0,0,0,0,0,0,0,sassuolo
Umberto Lettieri,2000567821,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sassuolo
Lisandro Martínez,14167329,0,0,1,1,0,1,0,0,1,0,0,0,0,0,sassuolo
Matteo Gabbia,43266774,0,0,1,0,0,1,0,0,0,0,0,0,0,0,sassuolo
Attilio Leto,2000569461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,spal
André Lopes,2000509492,0,1,1,1,0,0,0,0,0,0,0,0,0,0,spal
Anouar Gharbi,2000565029,0,0,1,0,0,1,0,1,1,0,0,0,0,0,spal
Rossano Frisari,2000509488,0,0,1,0,0,1,0,1,1,0,0,0,0,0,spal
Cristopher Mutti,2000439456,0,0,1,1,0,0,0,0,0,0,0,0,0,0,spal
Luca Stanga,43425977,0,1,1,1,0,0,0,0,0,0,0,0,0,0,spal
Emanuel Mammana,14059326,0,0,1,0,0,1,0,0,0,0,0,0,0,0,spal
Roma,2000439457,0,0,1,0,0,0,0,0,1,0,0,0,0,0,spal
Nicolas Dufour,2000191911,0,0,1,1,0,0,0,0,0,0,0,0,0,0,spal
Jack O'Connell,28080955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,spal
Kiki Kouyaté,13186668,0,1,1,0,1,0,0,0,0,0,0,0,0,0,spal
Sodiq Bala,2000521262,0,1,1,1,0,0,0,0,0,0,0,0,0,0,spezia
Mitar Bajatović,2000436218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,spezia
Matteo Colombo,2000434039,0,1,1,0,0,0,0,0,0,0,0,0,0,0,spezia
Gracjan Sagan,2000197897,0,1,1,0,0,0,0,0,0,0,0,0,0,0,spezia
Riechedly Bazoer,37041762,0,0,1,0,0,1,0,0,1,0,0,0,0,0,spezia
Ofri Arad,42078012,0,0,1,0,0,1,0,0,0,0,0,0,0,0,spezia
Gianluca Santini,2000024721,0,0,1,0,0,0,0,0,0,0,0,0,0,0,spezia
Florian Miguel,211504,0,0,1,1,0,0,1,0,0,0,0,0,0,0,spezia
Liberato Milvatti,2000193932,0,0,1,0,0,1,0,0,0,0,0,0,0,0,spezia
Carlos Cuesta,76047487,0,1,1,0,1,1,0,0,0,0,0,0,0,0,spezia
Riccardo Marchizza,43190965,0,0,1,1,0,0,0,0,0,0,0,0,0,0,spezia
Kevin Rüegg,98041554,0,1,1,0,1,0,0,0,0,0,0,0,0,0,spezia
Raul Cannataro,2000506760,0,1,1,1,1,0,0,0,0,0,0,0,0,0,torino
Christopher Ortiz,2000483551,0,0,1,0,0,1,0,0,0,0,0,0,0,0,torino
Fausto Crippa,2000191660,0,0,1,1,0,0,1,0,0,0,0,0,0,0,torino
João Santos,83234702,0,0,1,0,0,1,0,0,1,0,0,0,0,0,torino
Andrea Cerutti,2000626673,0,1,1,1,0,0,0,0,0,0,0,0,0,0,torino
Stefano Mengoli,2000569086,0,1,1,1,0,1,0,0,0,0,0,0,0,0,torino
Marco Di Mattia,2000191659,0,1,1,1,0,0,0,0,0,0,0,0,0,0,torino
Sebastiano Luperto,43095145,0,0,1,1,0,0,0,0,0,0,0,0,0,0,torino
Rafael Fernández,2000274833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,torino
Christian Pastina,43390700,0,0,1,1,0,0,1,0,0,0,0,0,0,0,torino
Bremer,19270493,0,0,1,1,0,0,0,0,0,0,0,0,0,0,torino
Bjarnólfur Guðbrandsson,2000193662,0,0,1,0,0,0,0,0,0,0,0,0,0,0,udinese
Valentin Antov,22067326,0,0,1,0,0,1,0,0,1,0,0,0,0,0,udinese
Santi Ramos Mingo,14219093,0,0,1,1,0,1,0,0,0,0,0,0,0,0,udinese
Edoardo Gasparello,2000568421,0,1,1,0,0,0,0,0,0,0,0,0,0,0,udinese
Stefan Paracampo,2000568674,0,0,1,1,0,0,0,0,0,0,0,0,0,0,udinese
Moreno Živković,2000056839,0,0,1,0,0,0,0,0,0,0,0,0,0,0,udinese
Leo Greiml,16191211,0,1,1,0,0,0,0,0,0,0,0,0,0,0,udinese
Luca Campanile,2000065615,0,1,1,1,1,1,0,0,0,0,0,0,0,0,udinese
Elisha Owusu,48036651,0,0,1,0,0,1,0,0,1,0,0,0,0,0,udinese
Bruno Méndez,78089395,0,1,1,0,0,0,0,0,0,0,0,0,0,0,udinese
Melvin Bard,49041157,0,0,1,1,0,0,1,0,0,0,0,0,1,0,udinese
Matteo Tagliaferri,2000437237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,verona
Kaan Ayhan,91100534,0,1,1,0,0,1,0,0,0,0,0,0,0,0,verona
Rúben Vezo,55067158,0,1,1,0,0,1,0,0,0,0,0,0,0,0,verona
Călin Iovan,2000189364,0,0,1,0,0,1,0,0,1,0,0,0,0,0,verona
Tommaso Farabegoli,43252164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,verona
Luca Ranieri,43270506,0,0,1,1,0,0,1,0,0,1,0,0,0,0,verona
Vladimir Mendes,2000507409,0,0,1,0,0,1,0,0,0,0,0,0,0,0,zebre
Matthijs de Ligt,37055843,0,0,1,0,0,0,0,0,0,0,0,0,0,0,zebre
Lucas Hernández,67197145,0,0,1,1,0,0,1,0,0,0,0,0,0,0,zebre
Merih Demiral,83176849,0,1,1,0,0,0,0,0,0,0,0,0,0,0,zebre
