Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Amath N'Diaye,67213756,0,0,0,0,0,0,0,1,0,0,1,1,1,1,benevento
Fabián Buonanno,2000273255,0,0,0,0,0,0,0,0,1,0,0,1,1,0,benevento
Pablo Aránguiz,75036973,0,0,0,0,0,0,0,0,1,0,1,1,1,0,benevento
Martin Rusnak,2000290938,0,0,0,0,0,0,0,0,1,0,1,1,1,0,bologna
Paolo Marinoni,2000569081,0,0,0,0,0,1,0,0,1,0,0,1,0,0,bologna
Ross Duff,2000505384,0,0,0,0,0,0,0,0,1,1,0,1,0,0,bologna
Jonathan David,18108540,0,0,0,0,0,0,0,0,0,0,1,1,1,1,bologna
Michael Brugaletta,2000626450,0,0,0,0,0,0,0,1,1,0,0,1,0,0,bologna
Luca Zaccaria,2000507009,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bologna
Emir Lilaj,2000434777,0,0,0,0,0,0,0,1,0,0,1,1,1,1,bologna
Giovanni Fabiani,2000327318,0,0,0,0,0,0,0,0,0,0,0,1,0,1,bologna
Tobias Christensen,53138127,0,0,0,0,0,0,0,0,1,0,1,1,1,1,bologna
Gianluca Caracciolo,2000567187,0,0,0,0,0,0,0,0,1,1,1,1,0,0,bologna
Gaetano Giannusa,2000434798,0,0,0,0,0,0,0,0,1,0,0,1,0,0,fiorentina
Abdelghafour Rahimi,2000325289,0,0,0,0,0,1,0,0,1,0,0,1,0,0,fiorentina
Elías Cabrera,14222117,0,0,0,0,0,0,0,0,1,0,0,1,1,0,fiorentina
Adriano Lisboa,2000189589,0,0,0,0,0,0,0,1,1,0,0,1,0,0,fiorentina
Gonçalo Guedes,55041710,0,0,0,0,0,0,0,1,0,1,1,1,1,1,fiorentina
Calvin Stengs,37059574,0,0,0,0,0,0,0,1,1,0,1,1,1,0,fiorentina
Gerónimo Pezzella,2000285534,0,0,0,0,0,0,0,0,0,0,1,1,0,1,fiorentina
Nelson Niz,2000272945,0,0,0,0,0,0,0,0,0,0,0,1,1,1,fiorentina
Daniele Venturelli,2000434795,0,0,0,0,0,0,0,0,0,0,1,1,0,1,fiorentina
Gaetano Castrovilli,43206176,0,0,0,0,0,0,0,0,1,0,1,1,0,0,fiorentina
Marcus Edwards,28106878,0,0,0,0,0,0,0,1,1,0,1,1,1,0,fiorentina
Mario Staiano,2000328467,0,0,0,0,0,1,0,0,1,0,0,1,0,0,fiorentina
Rasmus Jönsson,2000397710,0,0,0,0,0,0,0,1,1,0,1,1,0,0,inter
Olexandr Zinchenko,71081391,0,0,0,1,0,0,1,1,1,1,1,1,1,0,inter
Ryan Gravenberch,37071197,0,0,0,0,0,1,0,0,1,0,0,1,1,0,inter
Carlos Soler,67196204,0,0,0,0,1,1,0,1,1,0,1,1,1,0,inter
Karl-Heinz Heckenberger,2000232571,0,0,0,0,0,0,0,0,0,0,0,1,0,1,inter
Juan Guerra,2000511832,0,0,0,0,0,1,0,1,1,0,1,1,0,0,inter
Jhonatan Mejía,2000415671,0,0,0,0,0,0,0,0,1,0,0,1,1,0,inter
Luís Ricardo,2000410716,0,0,0,0,0,0,0,0,1,0,1,1,0,0,inter
Juan Carlos,2000192885,0,0,0,0,0,0,0,1,0,0,1,1,0,1,inter
Thiago Almada,14172522,0,0,0,0,0,0,0,0,1,0,1,1,1,1,inter
Milton Mijoch,2000272968,0,0,0,0,0,0,0,0,1,1,1,1,1,0,lazio
Stavros Kallitsounakis,2000232881,0,0,0,0,0,0,0,1,1,0,1,1,1,0,lazio
Vitalijs Cvetkovs,2000507392,0,0,0,0,0,1,0,0,1,0,0,1,0,0,lazio
Miel Devos,2000199510,0,0,0,0,0,0,0,1,1,0,0,1,0,1,lazio
Tahith Chong,37058361,0,0,0,0,0,0,0,1,0,0,1,1,1,1,lazio
Donny van de Beek,37048153,0,0,0,0,0,1,0,0,1,0,0,1,0,0,lazio
Kevin De Bruyne,18004457,0,0,0,0,0,1,0,1,1,1,1,1,0,0,lazio
John Gil,2000562142,0,0,0,0,0,0,0,0,0,0,1,1,0,1,lazio
Gustavo Fernández,2000539166,0,0,0,0,0,0,0,1,1,0,0,1,0,0,lazio
Christopher Nkunku,85140301,0,0,0,0,0,0,0,1,1,1,0,1,1,0,lazio
Mohamed Ihattaren,37073834,0,0,0,0,0,0,0,1,1,1,1,1,1,0,lazio
Guillermo Vaccarezza,2000489469,0,0,0,0,0,1,0,0,1,0,0,1,0,0,lazio
Riccardo Gozzi,2000506776,0,0,0,0,0,0,0,1,1,0,1,1,0,0,milan
Marko Čulić,2000505302,0,0,0,0,0,0,0,0,1,0,0,1,0,0,milan
Alessandro Bertini,2000190822,0,0,0,0,0,0,0,1,1,0,1,1,0,0,milan
Jonas Pfaff,2000186472,0,0,0,0,0,0,0,0,1,0,0,1,0,0,milan
Mateus Fernandes,83320124,0,0,0,0,0,0,0,1,1,0,0,1,0,0,milan
Filip Krastev,22073681,0,0,0,0,0,1,0,0,1,0,0,1,0,0,milan
Exequiel Palacios,14110846,0,0,0,0,0,1,0,0,1,0,1,1,0,0,milan
Wagner Ricardo,2000506775,0,0,0,0,0,0,0,0,1,0,0,1,0,1,milan
Davide Bosetti,2000506773,0,0,0,0,0,0,0,0,1,0,0,1,0,0,milan
Benjamín Croce,2000377768,0,0,0,0,0,0,0,0,0,0,0,1,0,1,milan
Héctor Flores,2000285908,0,0,0,0,0,0,0,0,0,0,0,1,0,1,milan
Óscar,67228635,0,0,0,0,0,0,0,0,1,1,0,1,1,0,milan
Eljif Elmas,47064795,0,0,0,0,0,0,0,0,1,1,0,1,1,0,napoli
Rui Castro,2000434830,0,0,0,0,0,0,0,0,1,0,0,1,0,0,napoli
Giuseppe Fieramonti,2000507377,0,0,0,0,0,0,0,0,0,0,1,1,0,1,napoli
Andrea Marras,2000436326,0,0,0,0,0,0,0,0,1,0,0,1,0,0,napoli
Jaroslav Rusnak,2000434077,0,0,0,0,0,0,0,1,0,0,1,1,0,1,napoli
Diego Valdés,2000415618,0,0,0,0,0,0,0,0,0,0,0,1,0,1,napoli
Peter Toth,2000290755,0,0,0,0,0,0,0,0,1,0,0,1,0,0,napoli
Nélio Viveiros,2000192852,0,0,0,0,0,0,0,0,0,0,1,1,0,1,napoli
Fabián Luzzi,2000048404,0,0,0,0,0,0,0,0,0,0,0,1,0,1,napoli
Željko Spasić,2000211135,0,0,0,0,0,0,0,0,1,0,0,1,0,1,napoli
Aníbal Moreno,14204631,0,0,0,0,0,1,0,0,1,0,0,1,0,0,napoli
Mady Camara,89058721,0,0,0,0,0,1,0,0,1,0,0,1,0,0,napoli
Ibrahim Irié Bi,2000567842,0,0,0,0,0,0,0,0,0,0,1,1,0,1,napoli
Luca Chirico,2000507838,0,0,0,0,0,0,0,0,0,0,1,1,0,1,napoli
Pavlos Rassias,2000237428,0,0,0,0,0,0,0,0,1,0,0,1,0,0,parma
Christian,2000632607,0,0,0,0,0,0,0,0,0,0,1,1,0,1,parma
Pier Giorgio Taddei,2000571737,0,0,0,0,0,0,0,0,1,0,0,1,0,0,parma
Riccardo Leonardi,2000442509,0,0,0,0,0,0,0,0,1,0,0,1,0,0,parma
Simone Scotta,2000437494,0,0,0,0,0,0,0,0,1,0,0,1,0,0,parma
Martin De Gasperi,2000325005,0,0,0,0,0,0,0,0,0,0,0,1,0,1,parma
Eligio Genchi,2000323481,0,0,0,0,0,0,0,0,1,0,0,1,0,0,parma
Pablo Torre,2000040347,0,0,0,0,0,0,0,0,1,0,0,1,0,0,parma
Matteo Grasso,2000573680,0,0,0,0,0,0,0,0,0,0,0,1,0,1,parma
Francesco Vrenna,2000439770,0,0,0,0,0,0,0,0,1,0,0,1,0,0,parma
Francesco Matta,2000325901,0,0,0,0,0,0,0,0,1,0,1,1,1,0,parma
Łukasz Poręba,96131652,0,0,0,0,0,1,0,0,1,0,0,1,0,0,parma
Tomas Suslov,37076659,0,0,0,0,0,0,0,1,1,0,1,1,1,1,parma
Abner Medrado,2000410747,0,0,0,0,0,0,0,0,0,1,0,1,1,0,parma
Nuno Garcia,2000567861,0,0,0,0,0,0,0,1,0,0,1,1,0,0,parma
Gennaro Caiazzo,2000434797,0,0,0,0,0,1,0,0,1,0,0,1,0,0,parma
Dejan Petrovič,62176071,0,0,0,0,0,1,0,0,1,0,0,1,0,0,parma
Janis Antiste,49048340,0,0,0,0,0,0,0,0,0,0,1,1,1,1,parma
Hans Garli,2000621604,0,0,0,0,0,1,0,0,1,1,0,1,0,0,roma
Glaysson,2000607603,0,0,0,0,0,0,0,0,1,1,0,1,1,0,roma
Zahari Tanev,2000503649,0,0,0,0,0,0,0,0,1,0,0,1,0,1,roma
Djérson,2000485898,0,0,0,0,0,0,0,0,1,0,0,1,0,0,roma
Arne Maier,91151073,0,0,0,0,0,1,0,0,1,0,0,1,0,0,roma
Ulises Xavier Pérez Lazarte,2000541711,0,0,0,0,0,0,0,0,0,0,1,1,1,1,roma
Dante Sottoriva,2000504182,0,0,0,0,0,0,0,0,0,1,0,1,1,1,roma
Mario Pasalic,24021244,0,0,0,0,0,1,0,0,1,0,0,1,0,0,roma
Frederico Plisca,2000537059,0,0,0,0,0,0,0,0,0,0,0,1,1,1,roma
Massimo D'Andrea,2000566966,0,0,0,0,0,0,0,1,1,0,1,1,0,0,roma
Christian Pulisic,92074020,0,0,0,0,0,0,0,1,0,1,1,1,1,0,roma
Marcelo Biedrzicki,2000566970,0,0,0,0,0,0,0,0,1,0,0,1,0,0,roma
Lorenzo Pellegrini,43094100,0,0,0,0,0,1,0,0,1,0,0,1,1,0,roma
José Andrés Velasco,2000573384,0,0,0,0,0,0,0,0,1,0,0,1,0,0,salernitana
Eduardo Montebugnoli,2000511208,0,0,0,0,0,0,0,1,1,0,0,1,0,0,salernitana
Marco Lombardi,2000509497,0,0,0,0,0,0,0,1,0,0,1,1,1,1,salernitana
Mauro Andreini,2000323661,0,0,0,0,0,0,0,0,1,0,1,1,1,0,salernitana
Elia Marra,2000199606,0,0,0,0,0,0,0,1,1,0,0,1,0,0,salernitana
Thomas Pappalardo,2000189557,0,0,0,0,0,0,0,1,1,0,0,1,0,0,salernitana
Lucien Agoume,49048461,0,0,0,0,0,1,0,0,1,0,0,1,0,0,salernitana
Miloš Divac,2000482939,0,0,0,0,0,0,0,0,1,0,1,1,0,0,salernitana
Stefan Weiss,2000290992,0,0,0,0,0,0,0,1,0,0,1,1,0,1,salernitana
Emerson Hyndman,28084759,0,0,0,0,0,1,0,0,1,0,0,1,0,0,salernitana
Bozhidar Kraev,22041890,0,0,0,0,0,0,0,0,1,0,1,1,1,1,salernitana
Gabriele Casagrande,2000514039,0,0,0,0,0,0,0,1,0,0,1,1,0,0,sampdoria
Rubén Mele,2000508198,0,0,0,0,0,0,0,0,1,0,0,1,0,1,sampdoria
Ivano Tavella,2000435429,0,0,0,0,0,0,0,0,0,0,0,1,1,1,sampdoria
Prince Ntumba,2000198757,0,0,0,0,0,0,0,0,1,0,0,1,0,1,sampdoria
Jose Carlos Flores,2000193714,0,0,0,0,0,0,0,0,0,0,1,1,0,1,sampdoria
Giacomo Faticanti,2000024755,0,0,0,0,0,1,0,0,1,0,0,1,0,0,sampdoria
Randy Schneider,84153605,0,0,0,0,0,1,0,0,1,0,0,1,0,0,sampdoria
Felice D'Amico,43297400,0,0,0,0,0,0,0,0,0,1,1,1,1,1,sampdoria
Marco Asensio,67197125,0,0,0,0,0,0,0,1,1,1,1,1,1,0,sampdoria
Oussama Idrissi,37052727,0,0,0,0,0,0,0,1,1,1,1,1,1,0,sampdoria
Samuele Innocenti,2000323875,0,0,0,0,0,0,0,0,1,0,0,1,0,0,sampdoria
Giovanni Vezzani,2000570776,0,0,0,0,0,0,0,0,0,0,0,1,0,1,sampdoria
Gianluca Gaetano,43317758,0,0,0,0,0,0,0,1,1,1,1,1,1,1,sampdoria
Adam Karabec,25062522,0,0,0,0,0,0,0,0,1,0,0,1,0,0,sassuolo
Bryan Rugani,2000567826,0,0,0,0,0,0,0,0,0,0,0,1,1,1,sassuolo
Enrico Taurino,2000435791,0,0,0,0,0,0,0,0,1,0,0,1,0,0,sassuolo
Adolfo Torrisi,2000326083,0,0,0,0,0,0,0,0,1,0,1,1,1,0,sassuolo
Filippo Ricciardi,2000324317,0,0,0,0,0,0,0,0,1,1,1,1,1,0,sassuolo
Georgi Atanasov,22083648,0,0,0,0,0,0,0,0,0,0,1,1,1,1,sassuolo
Sávio,2000011972,0,0,0,0,0,0,0,1,0,0,1,1,1,1,sassuolo
Simone Felugo,2000193649,0,0,0,0,0,0,0,0,0,0,1,1,0,1,sassuolo
Gianmario Minelli,2000192822,0,0,0,0,0,0,0,0,1,1,0,1,0,0,sassuolo
Godwin Ackah,2000192606,0,0,0,0,0,1,0,0,1,0,1,1,0,0,sassuolo
Dinko Mandura,2000186481,0,0,0,0,0,0,0,0,1,0,0,1,0,0,sassuolo
Imran Louza,48038017,0,0,0,0,0,1,0,0,1,0,1,1,0,0,sassuolo
Manuel Santos,2000439547,0,0,0,0,0,0,0,0,1,1,1,1,1,0,sassuolo
Marcos Paulo,19354619,0,0,0,0,0,0,0,0,1,1,0,1,1,1,sassuolo
Hamed Junior Traoré,43317933,0,0,0,0,0,0,0,0,1,0,0,1,0,0,sassuolo
Paulo Dybala,14044150,0,0,0,0,0,0,0,0,0,0,1,1,1,1,sassuolo
Stanislav Lobotka,63012964,0,0,0,0,0,1,0,0,1,0,0,1,0,0,spal
Georgi Tunjov,47070304,0,0,0,0,0,1,0,1,1,1,1,1,0,0,spal
Alberto Sereni,2000199661,0,0,0,0,0,1,0,0,1,0,0,1,0,0,spal
Pietro Severino,2000509487,0,0,0,0,0,0,0,0,1,0,0,1,0,1,spal
Alessandro Zorzetto,2000436495,0,0,0,0,0,0,0,0,0,0,1,1,0,1,spal
Giovanni Crociata,43153059,0,0,0,0,0,1,0,0,1,0,0,1,0,0,spal
Ryôtarô Meshino,45104652,0,0,0,0,0,0,0,0,0,1,1,1,1,1,spal
Matt Baker,2000439460,0,0,0,0,0,0,0,1,0,0,1,1,1,1,spal
Michele Gigante,2000199658,0,0,0,0,0,0,0,0,1,0,0,1,0,1,spal
Ayoub Poderini,2000508895,0,0,0,0,0,0,0,0,1,1,0,1,1,0,spezia
Erinson Ramírez,77048797,0,0,0,0,0,0,0,1,0,0,1,1,1,0,spezia
Santo Piccolo,2000437933,0,0,0,0,0,0,0,0,0,0,0,1,0,1,spezia
Veljko Nikolić,62175128,0,0,0,0,0,0,0,0,1,0,0,1,0,0,spezia
Florent Da Silva,49056278,0,0,0,0,0,1,0,0,1,0,0,1,0,0,spezia
Tiziano Gennarelli,2000569301,0,0,0,0,0,0,0,0,0,0,1,1,1,1,spezia
Dane Ricciuto,2000431771,0,0,0,0,0,0,0,1,1,0,1,1,0,0,spezia
Alessandro Masella,2000438278,0,0,0,0,0,1,0,0,1,0,0,1,1,0,spezia
Armindo Sieb,2000065610,0,0,0,0,0,0,0,0,0,0,0,1,0,1,spezia
Nicholas Praticò,2000569474,0,0,0,0,0,0,0,0,0,0,0,1,0,1,spezia
Marco Bernardinello,2000569299,0,0,0,0,0,1,0,0,1,0,0,1,0,0,spezia
João Teixeira,2000508042,0,0,0,0,0,0,0,1,1,0,1,1,0,0,torino
Giuseppe Borghi,2000507391,0,0,0,0,0,0,0,0,1,0,0,1,0,1,torino
Guy Charrier,2000505029,0,0,0,0,0,0,0,0,1,0,1,1,0,1,torino
Isaac Olivier,2000431007,0,0,0,0,0,0,0,0,1,0,0,1,0,0,torino
Giannis Koromilas,2000234253,0,0,0,0,0,0,0,1,1,1,1,1,1,0,torino
Felice D'Amico,43297400,0,0,0,0,0,0,0,0,0,1,1,1,1,1,torino
Eddy Venturelli,2000507388,0,0,0,0,0,0,0,0,1,0,0,1,0,0,torino
Tim O'Donnell,2000436270,0,0,0,0,0,0,0,1,0,0,1,1,0,1,torino
Valerio Sironi,2000191144,0,0,0,0,0,0,0,0,0,0,0,1,1,1,torino
Michael Olise,29221846,0,0,0,0,0,0,0,1,1,0,1,1,1,0,torino
Iacopo Zappasodi,2000507390,0,0,0,0,0,0,0,0,1,0,0,1,0,0,torino
Youcef Gherbi,2000188129,0,0,0,0,0,0,0,1,1,1,0,1,1,0,torino
Filipe Soares,83111342,0,0,0,0,0,0,0,0,1,0,0,1,0,0,torino
Will Smallbone,28109942,0,0,0,0,0,0,0,0,1,0,1,1,1,0,torino
Kacper Kozłowski,96145145,0,0,0,0,0,0,0,0,1,0,0,1,0,0,udinese
Tommaso Milanese,43425493,0,0,0,0,0,1,0,0,1,0,0,1,0,0,udinese
Troy Parrott,28122837,0,0,0,0,0,0,0,0,0,0,0,1,0,1,udinese
Florian Lemmens,2000199446,0,0,0,0,0,0,0,0,1,0,0,1,0,0,udinese
Italo Bedin,2000509481,0,0,0,0,0,1,0,0,1,0,0,1,0,0,verona
Hrvoje Bekavac,2000506912,0,0,0,0,0,1,0,1,1,0,1,1,0,0,verona
Astrit Selmani,93070505,0,0,0,0,0,0,0,0,0,0,1,1,1,1,verona
Samuele Lucchiari,2000327369,0,0,0,0,0,0,0,1,1,0,1,1,0,0,verona
Alberto Savi,2000323571,0,0,0,0,0,0,0,0,1,1,0,1,1,0,verona
Ethan Galbraith,28115835,0,0,0,0,0,1,0,0,1,0,0,1,0,0,verona
Brahim Mbodj,2000442457,0,0,0,0,0,1,0,0,1,0,0,1,0,0,verona
Massimo Savini,2000569304,0,0,0,0,0,0,0,0,0,0,1,1,0,1,verona
Riccardo Viti,2000199589,0,0,0,0,0,0,0,0,0,0,1,1,1,1,verona
Abubakar Chibueze,2000191834,0,1,0,0,0,0,0,0,0,0,1,1,1,1,verona
Abdou Harroui,37064635,0,0,0,0,0,1,0,0,1,0,1,1,0,0,verona
Patrik Schick,25042141,0,0,0,0,0,0,0,1,0,0,1,1,0,1,verona
Rickard Sahlin,2000483096,0,0,0,0,0,0,0,0,0,1,0,1,1,1,verona
Mattia Zaccagni,43125343,0,0,0,0,0,0,0,0,1,1,0,1,1,0,verona
Mehdi Léris,43252697,0,0,0,0,0,0,0,1,1,1,1,1,1,1,verona
Ondrej Lingr,25055110,0,0,0,0,0,0,0,0,1,0,1,1,1,1,verona
Cătălin Grosu,2000329331,0,0,0,0,0,0,0,0,0,1,1,1,1,0,verona
Bronius Rukas,2000191907,0,0,0,0,0,0,0,0,1,0,1,1,0,0,zebre
Arthur,19259600,0,0,0,0,0,1,0,0,1,0,0,1,0,0,zebre
Giulio Novellino,2000507837,0,0,0,0,0,0,0,0,1,0,1,1,0,0,zebre
Ronald Novoa,2000415595,0,0,0,0,0,0,0,0,0,0,1,1,1,1,zebre
Hugo Félix,83335589,0,0,0,0,0,0,0,0,1,0,1,1,0,0,zebre
Luka Jović,62113639,0,0,0,0,0,0,0,0,0,0,0,1,1,1,zebre
Diogo Jota,55083779,0,0,0,0,0,0,0,0,0,0,1,1,1,1,zebre
Harvey Barnes,28100207,0,0,0,0,0,0,0,0,1,1,1,1,1,1,zebre
