Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Adam Steele,2000187747,0,1,0,0,1,0,0,0,0,0,1,0,0,0,spal
Kiki Kouyaté,13186668,0,1,1,0,1,0,0,0,0,0,0,0,0,0,spal
Walter Erra,2000569294,0,0,0,0,1,0,0,0,1,0,0,0,0,0,spezia
Alessio Marafioti,2000436508,0,1,0,1,1,0,1,0,0,0,0,0,0,0,spezia
Carlos Cuesta,76047487,0,1,1,0,1,1,0,0,0,0,0,0,0,0,spezia
Filip Braut,24065858,0,1,0,1,1,0,0,0,0,0,0,0,0,0,spezia
Kevin Rüegg,98041554,0,1,1,0,1,0,0,0,0,0,0,0,0,0,spezia
Raul Cannataro,2000506760,0,1,1,1,1,0,0,0,0,0,0,0,0,0,torino
Eneko Pascual,2000193396,0,0,0,0,1,0,0,1,1,0,1,0,1,0,torino
Ivano Dutto,2000191667,0,0,0,0,1,1,0,0,1,0,0,0,0,0,torino
Luca Campanile,2000065615,0,1,1,1,1,1,0,0,0,0,0,0,0,0,udinese
Lorenzo Raimondo,2000199594,0,1,0,0,1,0,0,1,0,1,1,0,0,0,verona
Valentin Rosier,50047466,0,1,0,1,1,0,0,0,0,0,0,0,0,0,verona
Thierry Correia,83111501,0,1,0,1,1,0,0,0,0,0,0,0,0,0,verona
Federico Chiesa,43161651,0,0,0,0,1,0,1,1,0,1,1,0,1,1,zebre
Mateu Morey,67258408,0,1,0,0,1,0,0,0,0,0,0,0,0,0,zebre
Achraf Hakimi,67228634,0,1,0,1,1,0,1,1,0,0,0,0,0,0,zebre
