Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
Lennart Czyborra,91166521.0,9.0,12.5,13.0,11.5,13.75,12.33,12.0,12.5,11.5,13.0,11.5,14.25,12.2,11.67,13.5,12.83,13.5,13.25,12.5,11.0,11.0,benevento
Jonathan Augustinsson,93051231.0,13.0,11.17,11.0,12.25,13.5,11.33,13.33,12.5,12.25,10.75,12.5,14.38,11.0,12.83,12.0,12.5,9.5,13.5,12.75,11.17,14.0,benevento
Giovanni Mosca,2000567186.0,13.0,8.5,8.0,11.25,8.5,8.83,10.0,11.5,11.25,7.75,10.0,14.75,8.9,11.17,12.25,10.17,4.5,11.0,14.75,7.83,12.0,bologna
Danilo Brizi,2000567640.0,7.0,11.33,9.0,9.5,12.5,9.67,11.33,11.25,9.5,11.5,12.5,8.62,10.2,9.33,14.5,11.5,12.0,11.0,11.25,7.83,13.0,bologna
Jacopo Besana,2000660239.0,12.0,10.33,9.0,10.25,12.75,13.17,11.33,13.0,10.25,12.5,10.0,10.62,11.3,10.67,13.25,13.33,10.0,14.0,11.25,10.0,12.0,bologna
Pablo García,67288495.0,8.0,12.33,6.0,11.25,12.0,11.17,13.0,11.5,11.25,13.5,11.5,11.5,11.5,11.5,14.0,12.0,13.0,13.0,12.0,10.67,12.0,bologna
Alessandro Buongiorno,43270682.0,16.0,12.5,14.0,13.5,11.25,12.33,9.33,12.0,13.5,11.0,13.0,12.5,11.8,13.67,12.75,13.17,7.5,10.75,14.0,9.33,12.0,bologna
Ibrahima Thiam,2000325354.0,14.0,11.33,10.0,12.0,11.0,9.83,9.17,10.25,12.0,9.0,11.25,13.75,10.1,11.67,12.25,11.17,8.0,10.5,13.25,7.83,11.0,fiorentina
Alfonso Pedraza,67212046.0,11.0,13.17,12.0,12.0,13.25,14.0,12.67,13.5,12.0,12.5,13.5,13.5,13.2,12.0,13.25,14.17,16.5,12.75,12.0,12.33,12.0,fiorentina
Nicola Improta,2000507382.0,12.5,10.83,10.0,11.0,9.25,11.67,10.33,12.5,11.0,11.25,12.0,12.75,11.0,12.17,13.5,12.5,8.5,11.5,12.0,9.5,12.0,fiorentina
Danilo Catalano,2000626665.0,15.0,14.0,10.0,11.25,10.0,12.5,9.33,17.75,11.25,9.5,12.0,11.88,13.3,11.83,13.38,16.17,10.0,10.0,11.25,7.5,12.0,fiorentina
Krystian Palacz,96159314.0,14.0,8.67,7.0,9.0,13.25,12.67,13.0,12.0,9.0,12.75,10.25,10.75,10.8,10.33,15.12,11.33,12.0,13.75,12.0,9.67,12.0,fiorentina
Ben Wilmot,29174249.0,15.0,13.5,13.0,13.0,11.75,12.33,10.33,13.0,13.0,12.0,14.0,15.25,12.4,13.67,13.0,13.83,9.5,12.75,13.0,9.67,14.0,fiorentina
Olexandr Zinchenko,71081391.0,9.0,14.33,11.0,11.0,14.0,13.33,13.0,14.5,11.0,12.5,13.0,14.25,13.8,10.33,14.25,14.33,13.0,13.5,11.5,11.33,9.0,inter
Kenedy,2000410526.0,12.0,15.0,9.0,12.5,13.0,14.33,13.67,15.0,12.5,13.0,13.5,15.5,14.6,11.67,18.25,15.0,16.0,14.5,15.5,8.33,12.0,inter
Amar Forsberg,2000397706.0,18.0,13.33,16.0,16.0,13.0,11.0,9.33,14.0,16.0,8.5,14.5,16.0,11.6,15.33,14.25,14.33,10.0,11.0,16.0,7.0,14.0,inter
Nuno Mendes,83261910.0,13.0,14.33,11.0,13.5,14.5,15.33,14.0,14.0,13.5,15.0,14.0,12.5,14.4,13.67,15.75,15.0,14.0,13.5,14.5,11.33,13.0,inter
Eirik Haugland,2000555555.0,15.0,13.0,12.0,12.75,13.75,15.17,11.33,13.0,12.75,14.0,12.5,12.25,13.3,12.83,12.88,14.67,13.0,13.5,15.5,10.67,16.0,lazio
Fulvio Colacicco,2000191153.0,13.0,11.5,10.0,9.75,12.0,13.33,11.67,14.0,9.75,10.75,11.5,11.88,12.4,10.17,13.75,13.5,9.5,12.0,15.25,9.5,11.0,lazio
Robin Gosens,37041773.0,12.0,12.67,12.0,13.5,15.25,13.33,15.0,14.5,13.5,12.75,14.25,15.75,12.6,12.67,12.12,14.67,15.0,14.75,12.5,14.67,14.0,lazio
Roque Rébora,2000285968.0,11.0,14.0,13.0,14.5,13.5,14.33,11.33,13.5,14.5,11.0,14.5,14.0,13.8,14.0,14.0,14.33,9.0,13.5,13.5,9.0,13.0,lazio
Josha Vagnoman,91184445.0,14.0,11.67,9.0,12.0,12.0,12.0,11.83,12.0,12.0,12.5,12.5,13.0,11.8,11.67,14.5,12.0,12.0,11.5,14.0,10.0,12.0,lazio
Claudio Crippa,2000434044.0,14.0,9.17,12.0,8.5,7.5,6.67,7.17,9.25,8.5,6.5,8.25,12.0,7.8,9.0,10.5,9.0,3.5,8.75,13.0,4.83,15.0,milan
Cristian Carlos Iglesias,2000511849.0,11.0,11.67,8.0,11.5,12.0,13.33,12.67,12.0,11.5,12.0,12.0,14.0,12.4,10.67,14.5,12.33,15.0,12.0,10.0,9.83,13.0,milan
Davide Calabria,43123020.0,8.0,13.33,8.0,13.0,12.5,11.0,12.33,13.5,13.0,11.5,13.5,14.0,11.6,13.33,14.0,14.0,14.0,12.0,11.5,10.0,16.0,milan
Alessandro Romanò,2000434040.0,11.0,15.33,12.0,14.5,11.5,15.33,12.0,15.25,14.5,10.0,15.0,13.25,14.8,15.0,15.0,16.17,11.0,12.0,14.0,10.83,13.0,milan
Rui Quintanilha,2000567666.0,6.0,10.33,8.0,9.25,10.5,5.83,11.5,9.75,9.25,11.25,7.75,11.25,7.9,8.83,11.25,9.5,4.0,13.25,13.75,5.17,14.0,napoli
Agostino Santoni,2000193927.0,15.0,8.33,9.0,9.5,9.25,8.67,8.0,11.0,9.5,5.75,10.75,12.25,8.6,10.0,11.62,10.0,7.0,8.75,13.5,6.33,14.0,napoli
Marco Friedl,91143703.0,16.0,13.83,11.0,14.75,12.75,10.67,13.0,12.75,14.75,11.0,15.75,12.0,12.0,13.83,13.62,13.0,10.5,13.75,12.5,9.33,12.0,napoli
Giovanni Di Lorenzo,43075156.0,12.0,12.67,12.0,13.0,12.5,11.33,12.67,12.5,13.0,10.0,13.5,14.0,11.4,13.0,10.25,13.33,15.0,13.0,11.0,11.0,16.0,napoli
Rohan Evans,2000567837.0,13.0,11.0,13.0,13.0,12.75,12.5,10.67,11.75,13.0,10.25,12.25,13.25,11.3,13.33,14.62,12.5,10.0,11.75,15.75,10.0,16.0,napoli
Luca Pellegrini,43252226.0,9.0,12.67,11.0,13.0,14.0,13.33,13.0,12.5,13.0,12.5,13.5,14.75,12.8,12.67,14.5,13.0,14.0,12.5,14.5,9.67,12.0,napoli
Michael Cortesão,2000708279.0,5.0,11.33,8.0,12.5,11.5,11.67,11.0,14.0,12.5,10.0,12.5,13.75,11.2,13.0,13.75,13.67,10.0,12.5,11.5,10.0,13.0,parma
Luca Faraoni,2000439465.0,13.0,9.5,13.0,12.25,6.75,9.67,7.67,12.0,12.25,7.25,14.0,8.88,9.4,12.17,11.75,11.5,7.5,8.5,13.5,6.5,14.0,parma
Abdou Diallo,85120721.0,15.0,12.17,13.0,12.75,11.25,11.0,11.5,12.75,12.75,9.5,12.25,14.5,11.6,13.5,13.5,12.33,5.5,12.25,15.25,8.17,14.0,parma
Justin Hoogma,37059335.0,15.0,14.17,11.0,15.75,10.25,10.33,10.33,14.25,15.75,9.0,15.75,9.0,12.2,14.83,11.12,13.67,5.5,11.75,12.0,6.0,12.0,parma
Jonas Larsen,2000325619.0,13.0,10.17,6.0,12.0,11.75,11.33,11.17,11.5,12.0,14.0,14.0,11.5,10.8,11.33,13.62,11.17,13.5,12.0,10.0,7.67,11.0,parma
Antonino Fradella,43393070.0,13.0,10.33,13.0,14.0,10.75,11.0,9.67,12.5,14.0,9.75,13.75,14.0,10.4,13.67,12.88,12.33,4.0,10.75,13.5,8.33,13.0,parma
Andrea Signori,2000569091.0,11.0,14.17,13.0,12.0,10.0,13.17,10.0,15.0,12.0,9.75,11.5,13.88,13.3,12.0,13.0,15.17,9.5,9.75,12.0,7.33,13.0,parma
Luis González,2000561873.0,12.0,8.17,10.0,13.0,14.5,12.5,15.0,10.5,13.0,15.75,13.0,12.38,10.3,12.0,13.75,10.5,11.5,15.5,12.75,11.5,11.0,roma
Domiziano Cosimi,2000434782.0,13.0,14.0,11.0,13.0,11.5,12.0,11.33,16.0,13.0,11.5,12.5,9.25,13.0,13.0,14.0,15.0,8.0,12.5,13.5,9.0,12.0,roma
Markos Bouroutzikas,2000232927.0,4.0,10.0,9.0,8.0,11.25,9.33,12.0,13.5,8.0,9.75,9.75,14.25,9.4,8.33,11.38,12.67,5.0,13.75,12.0,8.0,14.0,roma
Mykola Matvienko,71075952.0,12.0,14.0,13.0,13.25,13.5,12.17,12.67,14.5,13.25,13.0,14.0,13.75,13.1,12.83,13.75,14.0,15.0,12.5,12.5,10.67,12.0,roma
Bruno Amione,14216968.0,14.0,13.0,14.0,13.0,12.0,10.83,10.83,12.25,13.0,10.5,13.75,14.25,11.7,13.33,13.75,12.5,9.0,12.0,14.75,7.5,14.0,roma
Angelo Raimondi,2000434779.0,20.0,12.0,13.0,13.0,11.0,10.67,11.0,12.0,13.0,10.0,13.5,12.5,10.8,13.0,15.0,12.67,8.0,12.0,15.0,8.33,15.0,roma
Rino Mercurio,2000569288.0,7.5,10.67,12.0,12.0,11.5,7.17,10.33,11.5,12.0,8.5,11.25,13.38,9.1,11.5,13.88,10.33,7.0,12.75,15.5,8.0,16.0,salernitana
Dario Gabbianelli,2000569293.0,7.5,5.33,3.0,8.75,11.75,1.83,8.83,5.25,8.75,9.5,7.75,12.12,4.3,5.83,11.25,3.5,3.5,10.5,11.75,8.0,6.5,salernitana
Tommaso Bortolin,2000438266.0,8.0,12.5,7.0,11.0,7.25,14.33,7.5,14.0,11.0,6.0,12.5,13.12,13.2,11.0,12.38,14.17,7.5,7.5,11.0,6.67,13.0,salernitana
Giona Cafaro,2000199607.0,15.0,12.5,9.0,7.5,10.25,11.67,9.0,14.0,7.5,8.5,9.5,11.5,11.4,9.33,12.75,14.5,7.5,10.25,12.0,6.33,14.0,salernitana
Lucas Olaza,78048502.0,9.0,12.33,12.0,12.0,14.25,13.33,15.67,13.5,12.0,11.75,12.75,12.0,12.6,12.67,8.88,13.67,12.0,15.25,9.0,14.33,14.0,salernitana
Colin Dagba,49034905.0,4.0,11.17,10.0,13.25,13.25,11.0,12.83,12.25,13.25,11.5,13.25,11.25,11.2,12.83,13.75,11.67,13.5,12.25,11.75,9.17,12.0,salernitana
Jacopo Lombardini,2000626005.0,15.0,11.67,12.0,13.0,12.0,11.33,10.67,13.5,13.0,9.5,10.5,11.25,11.2,13.0,14.5,13.33,9.0,11.5,14.0,10.0,17.0,salernitana
Fabrizio Di Benedetti,2000324218.0,9.0,13.33,10.0,13.0,11.0,11.5,10.5,15.5,13.0,8.0,13.75,11.88,12.3,13.67,13.5,14.67,9.0,11.5,14.0,9.0,14.0,salernitana
Mario Pavan,2000436518.0,12.0,10.17,14.0,10.75,8.75,11.67,9.67,11.5,10.75,9.75,12.5,13.62,10.4,11.5,14.0,12.17,7.5,9.5,13.5,8.83,12.0,salernitana
Giorgos Kyriakopoulos,36090959.0,12.0,12.67,8.0,12.0,12.5,11.83,12.5,12.0,12.0,12.0,11.75,14.62,12.1,12.0,13.5,12.33,10.0,13.0,13.5,11.33,13.0,sampdoria
Nicolò Brighi,2000192605.0,17.0,11.0,8.0,8.25,8.25,9.5,8.33,14.75,8.25,8.5,10.5,11.25,10.5,9.17,11.0,12.83,7.0,8.5,9.5,6.17,12.0,sassuolo
Raimondo Gadau,2000192601.0,12.0,9.0,7.0,8.5,9.0,9.17,9.83,11.75,8.5,8.5,8.25,14.25,9.7,7.0,16.0,9.83,12.0,9.0,13.75,6.17,9.0,sassuolo
Vasilis Zagaritis,36151881.0,9.0,13.33,10.0,13.75,12.75,13.0,12.83,14.5,13.75,12.25,13.25,13.88,12.8,13.17,15.25,14.67,14.0,12.75,13.5,9.67,13.0,sassuolo
Nicolò Armini,43373238.0,14.0,11.0,12.0,12.5,11.75,12.67,10.33,12.5,12.5,11.25,12.75,14.25,11.6,12.67,13.62,12.67,7.0,12.25,14.5,8.67,14.0,sassuolo
Emerson,19158043.0,8.0,12.67,9.0,12.5,14.5,13.0,14.33,12.5,12.5,12.5,13.0,12.5,12.8,12.33,11.25,12.67,15.0,13.5,11.5,11.33,14.0,sassuolo
Nicolás Tagliafico,14008030.0,13.0,15.5,15.0,14.25,13.25,13.33,13.67,14.25,14.25,11.0,14.75,16.25,14.0,14.83,10.38,15.0,13.5,13.75,11.0,8.33,18.0,sassuolo
Alessandro Alborghetti,2000566976.0,10.0,12.5,12.0,10.0,12.0,13.17,11.17,16.0,10.0,11.5,10.0,13.5,12.8,9.67,12.25,15.0,5.0,12.5,11.5,7.17,11.0,sassuolo
Pol Lirola,67211095.0,11.0,10.33,9.0,11.0,13.75,12.0,14.0,11.5,11.0,13.25,12.25,13.0,11.2,11.0,13.38,11.33,11.0,14.25,12.0,10.67,12.0,sassuolo
Lisandro Martínez,14167329.0,12.0,13.33,14.0,13.5,14.0,14.0,12.83,13.5,13.5,13.0,13.5,12.75,13.4,14.33,13.5,14.0,11.0,15.0,14.0,10.0,13.0,sassuolo
Fabio Di Giulio,2000620075.0,12.0,10.17,8.0,10.25,11.0,11.0,10.0,12.5,10.25,10.25,11.5,11.12,10.6,10.17,14.5,11.83,7.5,10.5,15.25,9.17,10.0,spal
André Lopes,2000509492.0,16.5,9.67,7.5,6.5,9.25,8.83,8.0,13.75,6.5,9.0,8.5,13.0,9.3,8.5,13.75,12.17,8.0,10.0,11.5,5.5,11.0,spal
Cristopher Mutti,2000439456.0,17.0,9.17,7.5,9.0,6.75,11.0,5.5,12.0,9.0,7.0,11.0,10.75,10.0,9.33,12.12,11.5,7.5,6.5,11.5,4.83,12.0,spal
Luca Stanga,43425977.0,13.0,9.17,8.0,7.75,8.5,12.33,8.33,12.0,7.75,8.25,9.0,10.12,10.6,10.17,12.25,11.83,7.5,10.0,10.75,6.83,15.0,spal
Mattia Pitzalis,43298629.0,13.0,13.17,9.0,11.75,8.25,11.33,9.0,12.75,11.75,7.5,13.25,9.25,12.0,11.83,13.38,13.0,8.5,8.75,12.0,5.0,13.0,spal
Nicolas Dufour,2000191911.0,18.0,11.33,11.0,11.0,9.0,10.33,8.0,12.5,11.0,7.5,11.5,11.0,10.4,11.33,13.0,12.67,9.0,9.0,12.5,6.0,13.0,spal
Alessio Chiurco,2000193119.0,11.0,10.33,9.0,13.0,11.5,10.83,11.17,12.25,13.0,11.5,12.25,10.5,10.7,12.0,14.75,11.5,11.0,12.0,12.75,7.83,12.0,spal
Marco Sala,43323122.0,6.0,11.83,5.0,12.75,11.25,11.0,12.17,13.25,12.75,10.0,11.25,13.0,11.4,12.5,13.0,12.67,9.5,11.75,11.25,9.5,12.0,spezia
Sodiq Bala,2000521262.0,17.0,8.33,9.5,8.0,9.75,9.83,10.83,10.5,8.0,11.75,9.0,15.12,8.7,9.33,12.62,10.67,6.0,12.75,13.5,8.33,12.0,spezia
Alessio Marafioti,2000436508.0,9.0,11.83,14.0,8.75,14.0,8.67,10.83,13.25,8.75,11.0,8.75,12.25,10.6,8.83,13.0,11.67,7.5,12.25,14.0,9.5,8.0,spezia
Florian Miguel,211504.0,9.0,11.5,11.0,11.5,12.25,12.0,11.67,12.0,11.5,11.0,12.0,12.0,11.0,12.0,12.75,13.17,12.5,12.25,13.5,8.0,13.0,spezia
Nhem Kakada,2000569295.0,5.0,11.67,8.0,9.5,12.5,11.0,11.67,13.5,9.5,12.0,10.0,11.0,11.4,9.67,14.25,12.67,8.0,14.0,14.5,10.33,13.0,spezia
Filip Braut,24065858.0,7.0,11.17,8.0,12.25,8.75,11.0,9.67,12.75,12.25,6.0,11.25,10.25,11.4,12.17,14.62,11.67,8.5,8.25,10.0,5.33,15.0,spezia
Riccardo Marchizza,43190965.0,13.0,12.67,14.0,11.75,10.0,12.17,10.33,13.75,11.75,9.5,11.5,12.38,12.1,12.5,13.0,13.83,9.0,11.0,13.25,8.17,13.0,spezia
Simone Zanardi,2000192610.0,10.0,12.17,6.0,13.75,11.75,11.67,9.33,13.25,13.75,10.0,14.25,10.0,11.4,12.83,14.38,13.67,7.5,9.75,13.5,7.0,16.0,spezia
Raul Cannataro,2000506760.0,14.0,12.0,9.0,11.0,8.5,10.67,8.33,14.5,11.0,7.0,11.0,15.0,11.0,10.67,13.25,14.0,9.0,8.5,14.5,5.33,12.0,torino
Fausto Crippa,2000191660.0,15.0,13.0,10.0,11.25,12.0,14.83,10.0,13.25,11.25,10.5,11.0,10.88,13.5,11.5,12.75,14.17,7.0,11.0,13.25,9.17,15.0,torino
Andrea Cerutti,2000626673.0,12.0,9.33,10.0,10.0,11.0,9.17,10.5,13.0,10.0,8.5,10.75,12.38,9.3,11.33,14.12,11.67,4.0,10.0,14.0,7.67,13.0,torino
Stefano Mengoli,2000569086.0,12.0,13.33,8.0,10.25,10.25,14.83,9.67,16.0,10.25,12.0,11.0,9.0,13.7,10.5,10.5,16.0,9.0,11.5,10.25,9.67,12.0,torino
Marco Di Mattia,2000191659.0,15.0,11.67,12.0,10.0,10.5,9.67,9.33,14.0,10.0,9.25,9.5,12.88,10.4,10.67,16.0,13.33,6.5,10.5,15.25,7.5,16.0,torino
Leonardo Lelo,83257795.0,8.0,12.67,8.0,13.0,12.5,12.33,13.0,13.25,13.0,13.0,14.5,12.62,12.4,12.67,14.38,13.17,12.0,13.0,11.25,9.17,12.0,torino
Sebastiano Luperto,43095145.0,16.0,12.0,14.0,13.5,10.5,10.67,9.67,12.0,13.5,8.0,14.0,12.75,10.6,13.33,12.75,13.0,9.0,10.5,13.5,7.33,13.0,torino
Christian Pastina,43390700.0,15.0,13.33,14.0,12.0,13.0,13.67,13.33,13.5,12.0,11.25,13.0,12.38,13.2,12.67,14.5,14.0,12.5,13.0,14.25,10.83,13.0,torino
Bremer,19270493.0,15.0,11.83,14.0,13.5,11.0,11.67,9.33,13.0,13.5,10.0,13.5,13.12,11.3,14.0,13.12,13.33,8.0,11.0,14.25,6.83,15.0,torino
Amar Dedic,16283629.0,13.0,12.17,12.0,13.75,13.75,9.33,11.5,11.25,13.75,10.0,12.75,11.25,10.6,12.83,14.75,11.33,9.5,12.25,13.25,9.17,16.0,torino
Lorenzo Gaetani,2000508210.0,8.0,8.0,8.0,9.5,10.5,7.83,9.0,9.5,9.5,9.5,8.5,12.75,7.5,9.0,10.5,9.67,4.0,11.0,10.0,6.33,9.0,udinese
Mattia Montanino,2000189328.0,13.0,11.0,8.0,10.5,13.25,11.33,11.67,15.5,10.5,11.75,10.25,11.0,11.4,10.67,13.38,13.67,9.0,13.25,11.5,10.67,13.0,udinese
Umberto Cambi,2000568672.0,10.5,10.83,5.0,11.0,8.5,8.5,6.0,13.75,11.0,7.0,8.5,10.62,9.5,9.5,11.88,12.67,2.5,9.0,12.5,4.33,10.0,udinese
Santi Ramos Mingo,14219093.0,16.0,11.5,14.0,11.25,11.25,10.33,9.83,12.75,11.25,9.5,11.75,13.5,11.0,11.83,13.75,12.0,6.5,11.25,12.75,8.17,14.0,udinese
Marco Biagiotti,2000568677.0,8.0,9.5,5.0,10.25,11.5,7.17,10.67,13.0,10.25,9.75,10.5,13.12,8.5,8.83,12.75,11.17,5.5,13.0,11.75,10.17,8.0,udinese
Stefan Paracampo,2000568674.0,14.0,9.33,9.0,11.25,8.5,8.83,8.5,11.75,11.25,7.25,8.25,8.75,8.9,9.83,11.5,11.17,5.0,8.75,11.75,4.5,11.0,udinese
Luca Campanile,2000065615.0,3.0,10.33,10.0,11.0,9.75,12.0,9.0,13.5,11.0,6.0,10.75,10.75,11.2,11.0,13.38,12.67,7.0,10.25,12.0,9.67,13.0,udinese
Melvin Bard,49041157.0,7.0,12.5,9.0,11.25,13.5,14.0,13.0,13.0,11.25,12.75,12.0,13.88,13.2,11.5,13.25,13.17,11.5,13.5,11.75,10.17,12.0,udinese
Nicolas Năstase,2000507437.0,8.0,11.0,8.0,13.5,11.0,11.33,10.67,12.0,13.5,10.0,12.5,12.75,11.0,12.67,13.5,12.0,9.0,11.5,15.0,9.33,11.0,verona
Franco Letizia,2000199596.0,11.0,12.17,7.0,10.75,9.0,8.0,7.5,11.75,10.75,7.5,12.25,8.88,10.2,10.17,11.25,11.0,8.5,7.5,10.25,4.17,13.0,verona
Giuseppe Pezzella,43161921.0,14.0,11.67,10.0,12.25,12.0,10.83,12.0,12.5,12.25,11.0,13.0,13.5,11.1,12.17,14.5,12.33,13.0,12.5,13.0,8.0,12.0,verona
Valentin Rosier,50047466.0,6.0,13.5,9.0,12.75,12.75,12.0,12.83,13.25,12.75,11.5,13.25,13.25,13.0,12.83,12.0,12.67,11.5,12.75,11.25,8.83,13.0,verona
Luca Ranieri,43270506.0,11.0,12.67,11.0,13.0,11.5,12.5,12.5,13.0,13.0,11.0,12.75,12.62,12.3,13.0,14.5,13.33,10.0,12.5,13.0,9.0,12.0,verona
Thierry Correia,83111501.0,8.0,11.5,8.0,11.75,12.25,11.67,11.83,11.25,11.75,11.0,12.25,14.0,11.6,11.17,14.5,11.33,10.5,11.75,13.25,8.83,11.0,verona
Diego Marcelo,2000607427.0,14.0,11.33,7.5,6.75,14.0,8.67,10.0,12.25,6.75,11.0,10.5,11.38,10.6,6.17,13.75,10.5,6.0,10.0,13.25,6.0,7.0,verona
Andrey Yago,2000369870.0,6.0,14.33,10.0,13.5,15.0,15.33,13.33,14.5,13.5,15.0,14.5,14.5,14.6,13.33,17.25,15.0,13.0,13.5,14.5,12.67,12.0,zebre
Lucas Hernández,67197145.0,12.0,12.33,13.0,15.5,13.0,12.67,11.67,14.0,15.5,11.0,15.5,15.0,12.2,15.33,13.0,14.0,10.0,12.5,12.5,9.0,17.0,zebre
Riccardo Calafiori,43424738.0,15.0,13.33,12.0,13.5,14.0,14.0,14.0,13.0,13.5,13.0,14.0,13.25,13.4,13.0,14.75,13.67,15.0,13.5,14.0,11.67,12.0,zebre
Achraf Hakimi,67228634.0,11.0,13.0,8.0,13.0,14.0,13.67,15.33,12.5,13.0,13.5,12.5,14.5,13.2,12.33,17.0,13.0,17.0,14.5,14.0,12.67,12.0,zebre
