Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Krystian Palacz,96159314,0,0,0,1,0,0,1,0,0,1,0,0,1,0,fiorentina
Ben Wilmot,29174249,0,0,1,1,0,1,0,0,0,0,0,0,0,0,fiorentina
Olexandr Zinchenko,71081391,0,0,0,1,0,0,1,1,1,1,1,1,1,0,inter
Kenedy,2000410526,0,1,0,1,0,0,0,0,0,0,0,0,1,0,inter
Amar Forsberg,2000397706,0,0,1,1,0,0,0,0,0,0,0,0,0,0,inter
Nuno Mendes,83261910,0,0,1,1,0,0,1,0,0,0,0,0,0,0,inter
Eirik Haugland,2000555555,0,1,1,1,0,0,0,0,0,0,0,0,0,0,lazio
Fulvio Colacicco,2000191153,0,0,0,1,0,0,1,0,0,1,0,0,0,0,lazio
Robin Gosens,37041773,0,0,0,1,0,0,1,0,0,1,0,0,0,0,lazio
Roque Rébora,2000285968,0,0,1,1,0,1,0,0,1,0,0,0,0,0,lazio
Josha Vagnoman,91184445,0,1,1,1,1,0,1,0,0,0,0,0,0,0,lazio
Claudio Crippa,2000434044,0,0,1,1,0,0,0,0,0,0,0,0,0,0,milan
Cristian Carlos Iglesias,2000511849,0,0,0,1,0,0,1,0,0,1,0,0,1,0,milan
Davide Calabria,43123020,0,1,0,1,1,0,1,0,1,0,0,0,0,0,milan
Alessandro Romanò,2000434040,0,1,1,1,0,0,0,0,0,0,0,0,0,0,milan
Rui Quintanilha,2000567666,0,1,0,1,1,1,0,1,0,0,0,0,0,0,napoli
Agostino Santoni,2000193927,0,1,1,1,0,1,0,0,0,0,0,0,0,0,napoli
Marco Friedl,91143703,0,0,1,1,0,0,1,0,1,0,0,0,0,0,napoli
Giovanni Di Lorenzo,43075156,0,1,1,1,1,1,1,1,0,0,0,0,0,0,napoli
Rohan Evans,2000567837,0,0,1,1,0,0,0,0,0,0,0,0,0,0,napoli
Luca Pellegrini,43252226,0,0,0,1,0,0,1,0,0,1,0,0,0,0,napoli
Michael Cortesão,2000708279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,parma
Luca Faraoni,2000439465,0,0,1,1,0,0,0,0,0,0,0,0,0,0,parma
Abdou Diallo,85120721,0,0,1,1,0,1,0,0,0,0,0,0,0,0,parma
Justin Hoogma,37059335,0,0,1,1,0,1,0,0,0,0,0,0,0,0,parma
Jonas Larsen,2000325619,0,1,0,1,0,0,0,0,0,0,1,0,0,0,parma
Antonino Fradella,43393070,0,1,1,1,0,0,0,0,0,0,0,0,0,0,parma
Andrea Signori,2000569091,0,0,1,1,0,0,0,0,0,0,0,0,0,0,parma
Luis González,2000561873,0,0,0,1,0,0,1,0,0,0,0,0,1,0,roma
Domiziano Cosimi,2000434782,0,0,1,1,0,0,1,0,0,0,0,0,0,0,roma
Markos Bouroutzikas,2000232927,0,1,0,1,0,1,0,0,0,1,0,0,1,0,roma
Mykola Matvienko,71075952,0,0,1,1,0,0,1,0,0,0,0,0,0,0,roma
Bruno Amione,14216968,0,0,1,1,0,0,0,0,0,0,0,0,0,0,roma
Angelo Raimondi,2000434779,0,0,1,1,0,0,0,0,0,0,0,0,0,0,roma
Rino Mercurio,2000569288,0,0,1,1,0,1,0,0,0,0,0,0,0,0,salernitana
Dario Gabbianelli,2000569293,0,0,0,1,0,0,1,0,0,0,0,0,0,0,salernitana
Tommaso Bortolin,2000438266,0,1,1,1,0,0,0,0,0,0,0,0,0,0,salernitana
Giona Cafaro,2000199607,0,0,1,1,0,0,1,0,0,0,0,0,0,0,salernitana
Lucas Olaza,78048502,0,0,0,1,0,0,1,0,0,0,0,0,0,0,salernitana
Colin Dagba,49034905,0,1,0,1,1,0,0,0,0,0,0,0,0,0,salernitana
Jacopo Lombardini,2000626005,0,0,1,1,0,0,0,0,0,0,0,0,0,0,salernitana
Fabrizio Di Benedetti,2000324218,0,1,1,1,0,0,0,0,0,0,0,0,0,0,salernitana
Mario Pavan,2000436518,0,1,1,1,0,0,0,0,0,0,0,0,0,0,salernitana
Giorgos Kyriakopoulos,36090959,0,0,0,1,0,0,1,0,0,1,0,0,0,0,sampdoria
Nicolò Brighi,2000192605,0,1,1,1,0,0,0,0,0,0,0,0,0,0,sassuolo
Raimondo Gadau,2000192601,0,1,0,1,1,0,0,0,0,0,1,0,0,0,sassuolo
Vasilis Zagaritis,36151881,0,0,0,1,0,0,1,0,0,0,0,0,0,0,sassuolo
Nicolò Armini,43373238,0,1,1,1,1,0,0,0,0,0,0,0,0,0,sassuolo
Emerson,19158043,0,1,0,1,1,0,1,0,0,0,0,0,0,0,sassuolo
Nicolás Tagliafico,14008030,0,0,0,1,0,0,1,0,0,1,0,0,0,0,sassuolo
Alessandro Alborghetti,2000566976,0,1,0,1,0,0,1,0,0,1,0,0,0,0,sassuolo
Pol Lirola,67211095,0,1,0,1,1,0,0,1,0,0,0,0,0,0,sassuolo
Lisandro Martínez,14167329,0,0,1,1,0,1,0,0,1,0,0,0,0,0,sassuolo
Fabio Di Giulio,2000620075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,spal
André Lopes,2000509492,0,1,1,1,0,0,0,0,0,0,0,0,0,0,spal
Cristopher Mutti,2000439456,0,0,1,1,0,0,0,0,0,0,0,0,0,0,spal
Luca Stanga,43425977,0,1,1,1,0,0,0,0,0,0,0,0,0,0,spal
Mattia Pitzalis,43298629,0,0,0,1,0,0,1,0,0,0,0,0,0,0,spal
Nicolas Dufour,2000191911,0,0,1,1,0,0,0,0,0,0,0,0,0,0,spal
Alessio Chiurco,2000193119,0,0,0,1,0,0,1,0,0,0,0,0,0,0,spal
Marco Sala,43323122,0,0,0,1,0,0,1,0,0,1,0,0,0,0,spezia
Sodiq Bala,2000521262,0,1,1,1,0,0,0,0,0,0,0,0,0,0,spezia
Alessio Marafioti,2000436508,0,1,0,1,1,0,1,0,0,0,0,0,0,0,spezia
Florian Miguel,211504,0,0,1,1,0,0,1,0,0,0,0,0,0,0,spezia
Nhem Kakada,2000569295,0,0,0,1,0,0,1,0,0,0,0,0,0,0,spezia
Filip Braut,24065858,0,1,0,1,1,0,0,0,0,0,0,0,0,0,spezia
Riccardo Marchizza,43190965,0,0,1,1,0,0,0,0,0,0,0,0,0,0,spezia
Simone Zanardi,2000192610,0,0,0,1,0,0,1,0,0,0,0,0,0,0,spezia
Raul Cannataro,2000506760,0,1,1,1,1,0,0,0,0,0,0,0,0,0,torino
Fausto Crippa,2000191660,0,0,1,1,0,0,1,0,0,0,0,0,0,0,torino
Andrea Cerutti,2000626673,0,1,1,1,0,0,0,0,0,0,0,0,0,0,torino
Stefano Mengoli,2000569086,0,1,1,1,0,1,0,0,0,0,0,0,0,0,torino
Marco Di Mattia,2000191659,0,1,1,1,0,0,0,0,0,0,0,0,0,0,torino
Leonardo Lelo,83257795,0,0,0,1,0,0,1,0,0,1,0,0,1,0,torino
Sebastiano Luperto,43095145,0,0,1,1,0,0,0,0,0,0,0,0,0,0,torino
Christian Pastina,43390700,0,0,1,1,0,0,1,0,0,0,0,0,0,0,torino
Bremer,19270493,0,0,1,1,0,0,0,0,0,0,0,0,0,0,torino
Amar Dedic,16283629,0,1,0,1,0,0,0,0,0,0,0,0,0,0,torino
Lorenzo Gaetani,2000508210,0,1,0,1,0,1,0,1,0,0,0,0,0,0,udinese
Mattia Montanino,2000189328,0,0,0,1,0,0,1,0,0,0,0,0,0,0,udinese
Umberto Cambi,2000568672,0,1,0,1,0,0,0,1,0,0,0,0,0,0,udinese
Santi Ramos Mingo,14219093,0,0,1,1,0,1,0,0,0,0,0,0,0,0,udinese
Marco Biagiotti,2000568677,0,0,0,1,0,0,1,0,0,0,0,0,0,0,udinese
Stefan Paracampo,2000568674,0,0,1,1,0,0,0,0,0,0,0,0,0,0,udinese
Luca Campanile,2000065615,0,1,1,1,1,1,0,0,0,0,0,0,0,0,udinese
Melvin Bard,49041157,0,0,1,1,0,0,1,0,0,0,0,0,1,0,udinese
Nicolas Năstase,2000507437,0,1,0,1,0,0,0,0,0,0,0,0,0,0,verona
Franco Letizia,2000199596,0,0,0,1,0,0,1,0,0,1,0,0,0,0,verona
Giuseppe Pezzella,43161921,0,1,0,1,0,0,1,0,0,1,0,0,0,0,verona
Valentin Rosier,50047466,0,1,0,1,1,0,0,0,0,0,0,0,0,0,verona
Luca Ranieri,43270506,0,0,1,1,0,0,1,0,0,1,0,0,0,0,verona
Thierry Correia,83111501,0,1,0,1,1,0,0,0,0,0,0,0,0,0,verona
Diego Marcelo,2000607427,0,0,0,1,0,0,0,0,0,0,0,0,0,0,verona
Andrey Yago,2000369870,0,1,0,1,0,0,0,0,0,0,0,0,0,0,zebre
Lucas Hernández,67197145,0,0,1,1,0,0,1,0,0,0,0,0,0,0,zebre
Riccardo Calafiori,43424738,0,0,0,1,0,0,1,0,0,1,0,0,0,0,zebre
Achraf Hakimi,67228634,0,1,0,1,1,0,1,1,0,0,0,0,0,0,zebre
