Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Luca Pellegrini,43252226.0,12.33,13.75,14.0,12.33,11.33,13.33,10.0,13.33,napoli
Tor Andreas Norheim,2000560760.0,3.0,14.5,12.5,8.67,6.67,10.5,8.0,5.92,parma
Luis González,2000561873.0,11.0,14.38,14.0,11.67,12.0,14.83,11.0,11.33,roma
Domiziano Cosimi,2000434782.0,13.67,14.5,14.0,10.67,8.0,11.0,12.0,12.5,roma
Mykola Matvienko,71075952.0,12.67,13.25,13.5,11.83,11.5,13.33,12.5,14.92,roma
Dario Gabbianelli,2000569293.0,5.33,12.38,10.0,6.17,5.17,9.67,5.25,7.25,salernitana
Giona Cafaro,2000199607.0,12.0,13.0,11.75,8.17,5.5,9.33,12.0,14.25,salernitana
Lucas Olaza,78048502.0,13.33,8.12,7.75,12.67,12.33,12.5,10.5,12.75,salernitana
Giorgos Kyriakopoulos,36090959.0,12.67,13.0,13.5,12.17,9.67,12.0,10.0,13.08,sampdoria
Vasilis Zagaritis,36151881.0,13.0,14.62,15.0,11.0,11.5,12.5,9.5,14.0,sassuolo
Emerson,19158043.0,12.67,10.75,10.0,13.0,11.33,13.33,8.5,12.83,sassuolo
Nicolás Tagliafico,14008030.0,16.0,10.0,9.0,13.67,11.67,12.33,14.0,15.17,sassuolo
Alessandro Alborghetti,2000566976.0,10.0,12.25,10.5,10.0,6.0,11.0,11.0,13.83,sassuolo
Mattia Pitzalis,43298629.0,12.0,12.75,13.5,11.0,8.0,8.67,11.0,11.33,spal
Alessio Chiurco,2000193119.0,12.0,14.12,15.25,10.33,9.83,11.33,10.0,11.25,spal
Marco Sala,43323122.0,12.67,11.88,13.5,10.33,9.17,10.33,5.5,12.58,spezia
Alessio Marafioti,2000436508.0,8.33,13.5,12.5,9.0,8.17,11.5,11.5,10.92,spezia
Florian Miguel,211504.0,13.0,13.5,12.25,9.17,9.5,11.33,10.0,13.08,spezia
Nhem Kakada,2000569295.0,11.67,14.5,13.0,10.67,7.33,11.33,6.5,12.33,spezia
Simone Zanardi,2000192610.0,13.33,13.75,14.0,8.33,9.0,11.0,8.0,13.17,spezia
Fausto Crippa,2000191660.0,13.67,13.12,11.75,11.0,6.67,10.33,12.5,13.75,torino
Leonardo Lelo,83257795.0,12.0,12.62,15.0,11.83,10.83,12.67,8.0,13.83,torino
Christian Pastina,43390700.0,13.33,14.0,15.0,12.67,11.0,12.17,14.5,13.58,torino
Mattia Montanino,2000189328.0,12.0,13.38,14.25,9.33,8.33,11.83,10.5,12.58,udinese
Marco Biagiotti,2000568677.0,7.17,13.5,12.5,7.0,8.33,9.5,6.5,11.5,udinese
Melvin Bard,49041157.0,12.0,12.5,13.5,13.17,9.17,12.83,8.0,13.25,udinese
Franco Letizia,2000199596.0,10.33,11.88,12.25,8.83,7.83,8.83,9.0,10.75,verona
Giuseppe Pezzella,43161921.0,12.33,13.25,15.0,10.5,10.17,11.33,12.0,13.25,verona
Luca Ranieri,43270506.0,13.0,13.5,14.5,11.5,9.67,11.0,11.0,13.25,verona
Federico Chiesa,43161651.0,8.17,14.0,15.5,14.0,13.67,14.33,7.5,12.83,zebre
Lucas Hernández,67197145.0,16.33,12.25,12.5,10.33,10.33,11.67,12.5,15.5,zebre
Riccardo Calafiori,43424738.0,12.33,14.25,14.5,13.0,12.67,13.33,13.5,13.33,zebre
Achraf Hakimi,67228634.0,11.67,15.25,17.0,14.0,14.33,13.67,9.5,13.17,zebre
