Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling,Team
José Daniel Lafuente,2000435809.0,9.0,13.0,8.0,11.5,13.5,14.0,14.33,13.0,11.5,15.0,11.5,10.5,13.4,10.0,13.0,13.33,15.0,15.5,10.5,12.33,6.0,benevento
Andrea Beretta,2000323828.0,9.5,13.0,2.0,9.75,4.5,8.0,7.0,13.75,9.75,3.0,7.25,10.25,10.8,6.83,11.62,12.17,2.5,9.25,11.25,2.67,2.5,benevento
Gianluigi Fornari,2000199598.0,15.5,10.67,2.5,9.5,4.75,9.0,5.67,12.75,9.5,4.75,8.5,11.25,9.4,7.5,13.5,12.5,3.0,7.5,11.0,3.33,2.5,benevento
Tommaso Risaliti,2000198565.0,9.0,9.0,14.0,11.5,11.0,11.5,9.67,10.75,11.5,9.0,9.25,9.75,10.3,11.67,12.62,10.5,5.0,9.75,10.25,7.17,12.0,benevento
Antonio Buzzi,2000193933.0,17.0,11.5,11.0,9.25,7.75,9.33,7.67,11.75,9.25,6.5,10.25,12.75,10.4,10.5,12.88,11.33,7.5,7.75,12.5,5.5,12.0,benevento
Matteo Bernard,2000189331.0,12.0,12.5,8.0,8.0,11.5,14.67,12.17,12.5,8.0,14.25,9.5,10.5,13.6,7.33,16.5,12.83,13.5,13.0,14.0,10.0,7.5,benevento
Kamil Broda,96129081.0,16.5,5.83,6.0,10.0,6.25,6.67,6.0,7.5,10.0,4.25,10.5,10.5,6.0,7.5,10.25,7.5,1.5,7.5,10.0,4.33,2.0,benevento
Alessio Furlanetto,43425157.0,18.0,7.5,1.5,5.0,4.25,9.17,5.5,10.5,5.0,5.0,8.5,9.75,7.9,4.67,8.62,10.5,4.5,7.5,5.0,4.0,2.5,benevento
Matteo Canini,2000437226.0,13.0,9.5,12.0,11.25,14.25,12.0,9.5,9.75,11.25,14.0,10.75,11.62,10.8,8.83,14.88,10.0,13.5,11.0,11.0,12.0,5.0,benevento
Carlos Rojas,2000561489.0,9.0,10.17,9.0,5.0,10.5,8.83,8.33,10.0,5.0,10.75,7.0,9.38,9.3,6.0,13.5,10.17,8.5,10.25,9.0,7.5,12.0,benevento
Mauro Brizi,2000272649.0,13.0,12.5,2.5,12.0,6.5,8.17,6.33,14.75,12.0,3.25,12.75,13.38,10.3,8.83,12.5,13.33,2.0,8.25,15.0,4.17,3.0,benevento
Fidel Blasco,2000573382.0,8.5,14.83,8.5,4.75,11.75,13.67,11.0,14.25,4.75,14.25,10.0,8.88,14.6,3.17,14.12,13.67,14.5,10.75,10.0,9.5,7.5,benevento
Cristian Ferrari,2000570040.0,9.0,11.67,7.0,9.5,14.75,13.67,12.17,14.5,9.5,14.25,10.5,12.75,13.4,8.33,13.25,12.67,12.0,15.25,10.5,13.0,3.0,benevento
Raffaele Civita,2000437228.0,14.0,10.67,9.0,9.25,13.25,8.83,10.33,10.75,9.25,13.0,8.5,11.38,9.9,10.17,16.0,10.17,12.0,12.0,13.0,9.5,12.0,benevento
Massimo Todaro,2000437225.0,15.5,10.5,1.5,8.5,7.25,9.33,7.0,11.0,8.5,5.75,11.0,8.5,9.8,7.17,12.0,10.83,1.5,9.5,10.5,5.33,2.5,benevento
Kalidou Koulibaly,85051083.0,15.0,11.83,15.0,12.75,10.75,10.67,9.5,13.75,12.75,6.5,10.25,14.5,11.0,14.17,6.75,13.33,6.5,11.25,11.75,8.17,17.0,benevento
Roberto Taliento,43252472.0,14.5,8.5,6.0,10.0,6.25,7.33,6.5,10.0,10.0,4.75,11.0,9.0,8.0,8.17,10.75,9.17,5.5,8.5,11.0,4.33,2.0,benevento
Claud Adjapong,43202413.0,12.0,12.83,11.0,13.25,11.25,11.33,11.33,12.25,13.25,11.0,13.25,11.25,12.0,12.5,14.62,12.33,11.5,11.25,10.5,8.33,13.0,benevento
Amir Rrahmani,11023165.0,15.0,12.33,13.0,13.5,8.5,9.83,8.5,12.75,13.5,7.0,13.25,15.25,10.3,13.67,6.75,13.5,4.0,9.0,8.75,5.33,15.0,benevento
Egidio Guidi,2000190821.0,18.0,10.83,11.0,11.0,11.25,9.67,9.83,11.75,11.0,9.0,10.25,17.0,10.0,10.67,14.25,11.67,5.5,11.75,15.25,10.33,14.0,benevento
Giacomo Raspadori,43316850.0,7.0,13.83,10.0,10.5,14.0,13.67,13.0,13.25,10.5,12.75,12.75,13.62,13.6,8.0,14.75,13.67,13.5,14.0,13.75,12.67,4.0,benevento
Vasyl Lysenko,2000660045.0,12.0,10.33,15.0,11.75,11.0,12.17,10.67,11.5,11.75,8.75,13.0,15.88,10.9,12.17,13.5,12.0,9.5,12.0,11.25,9.17,17.0,benevento
Davide Addis,2000199603.0,15.0,12.5,11.0,11.25,13.25,13.0,12.67,11.75,11.25,12.5,11.75,12.25,12.6,10.5,13.75,12.33,9.5,14.25,14.0,9.83,10.0,benevento
Mario Liccardo,2000437227.0,13.0,13.83,8.0,11.25,16.5,10.83,12.0,15.5,11.25,13.25,12.0,14.12,12.3,11.17,15.0,14.5,9.5,14.5,15.75,10.0,13.0,benevento
Enrico Del Prato,43252473.0,12.0,13.5,11.0,13.75,11.25,13.0,11.67,12.75,13.75,11.5,14.25,12.0,13.0,13.5,13.62,13.33,12.5,11.75,12.0,8.0,13.0,benevento
Lennart Czyborra,91166521.0,9.0,12.5,13.0,11.5,13.75,12.33,12.0,12.5,11.5,13.0,11.5,14.25,12.2,11.67,13.5,12.83,13.5,13.25,12.5,11.0,11.0,benevento
Daniele De Filippis,2000327509.0,14.0,11.17,7.0,8.5,12.0,12.33,12.83,12.0,8.5,14.25,11.0,11.0,11.6,8.0,14.88,12.17,8.5,14.5,13.5,9.33,6.5,benevento
Leonardo Loria,43269230.0,16.5,10.0,1.0,11.5,5.25,10.0,7.17,12.0,11.5,4.0,10.75,11.25,9.6,8.33,11.25,12.0,2.5,9.0,9.5,3.5,2.0,benevento
Cláudio Marcos,2000410741.0,15.5,9.83,1.5,9.5,6.25,10.0,6.83,13.0,9.5,5.5,9.5,10.25,9.6,7.17,11.0,12.5,1.5,9.0,11.0,5.17,2.5,benevento
Nicolò Trombino,2000324477.0,12.0,13.5,13.0,14.0,12.5,13.33,14.67,15.25,14.0,11.75,12.75,13.88,13.6,11.67,13.75,14.33,12.5,13.5,15.75,11.33,10.0,benevento
Amath N'Diaye,67213756.0,8.0,10.5,6.0,8.0,13.0,10.33,11.33,8.25,8.0,11.25,8.75,11.88,10.4,6.33,13.0,9.0,12.5,11.0,10.25,11.67,3.0,benevento
Chancel Mbemba,18057323.0,10.0,13.0,12.0,12.25,12.0,12.5,10.67,14.75,12.25,10.5,13.0,13.62,12.5,13.17,10.0,14.5,11.0,11.5,10.25,8.83,13.0,benevento
Cristian Pavón,14083972.0,6.0,9.5,5.0,9.0,11.5,9.33,12.33,10.0,9.0,11.75,11.5,12.5,9.6,8.5,13.25,9.5,12.5,12.0,10.25,11.33,4.0,benevento
Jonathan Augustinsson,93051231.0,13.0,11.17,11.0,12.25,13.5,11.33,13.33,12.5,12.25,10.75,12.5,14.38,11.0,12.83,12.0,12.5,9.5,13.5,12.75,11.17,14.0,benevento
Fabián Buonanno,2000273255.0,17.0,14.33,10.0,11.5,15.0,13.33,13.67,14.0,11.5,14.5,12.0,11.25,14.2,10.0,16.25,13.33,13.0,17.0,15.5,12.67,10.0,benevento
Pablo Aránguiz,75036973.0,5.0,13.33,6.0,9.5,13.5,14.33,13.33,13.0,9.5,13.5,12.5,11.75,14.0,8.0,13.75,13.0,15.0,14.0,10.0,11.33,7.0,benevento
Daniele Rugani,43083931.0,15.0,14.0,15.0,12.0,12.5,12.33,10.33,14.0,12.0,9.5,12.5,10.5,12.8,12.67,11.75,14.33,5.0,12.0,13.5,8.67,15.0,benevento
Martin Rusnak,2000290938.0,12.0,12.83,9.0,11.5,14.5,15.0,13.17,13.0,11.5,16.25,12.5,10.0,13.8,11.33,15.38,13.5,16.5,15.5,14.0,12.67,6.5,bologna
Paolo Marinoni,2000569081.0,7.5,12.83,2.5,8.5,12.0,11.33,8.33,12.5,8.5,9.75,8.5,10.75,12.2,8.17,13.5,12.17,7.5,10.5,10.75,8.5,6.0,bologna
Giovanni Mosca,2000567186.0,13.0,8.5,8.0,11.25,8.5,8.83,10.0,11.5,11.25,7.75,10.0,14.75,8.9,11.17,12.25,10.17,4.5,11.0,14.75,7.83,12.0,bologna
Ross Duff,2000505384.0,11.0,15.0,6.0,11.5,11.75,10.0,11.83,16.0,11.5,10.0,12.25,13.88,12.9,9.67,13.0,14.17,11.5,12.75,14.25,8.5,11.0,bologna
Connor Barron,2000483573.0,8.0,12.17,7.0,6.0,15.25,13.0,10.17,11.5,6.0,14.5,7.5,9.5,12.6,5.33,16.12,11.83,13.5,12.0,12.0,10.33,4.5,bologna
Arnór Daði Grétarsson,2000357428.0,18.0,10.33,12.0,10.75,15.5,11.5,15.17,10.25,10.75,14.5,10.25,13.12,10.9,8.0,15.12,10.5,9.0,17.0,12.25,12.33,5.5,bologna
Guglielmo Bosi,2000327294.0,13.0,10.5,8.0,8.0,12.5,10.0,9.67,12.5,8.0,12.75,9.0,10.25,10.8,7.5,12.5,10.83,13.5,10.0,11.5,10.17,6.0,bologna
Mislav Zadro,24065095.0,17.0,9.83,2.5,10.25,4.5,9.17,4.83,10.75,10.25,2.25,10.75,9.12,8.9,7.5,12.0,11.33,2.0,6.5,11.75,2.0,2.5,bologna
Jonathan David,18108540.0,8.0,13.33,7.0,9.25,13.5,13.33,12.0,12.5,9.25,12.5,12.5,12.0,13.0,8.67,14.5,13.33,13.0,13.0,12.5,12.67,5.0,bologna
Michael Brugaletta,2000626450.0,5.0,14.0,7.0,8.25,14.5,14.17,10.67,15.0,8.25,14.5,8.0,13.75,14.1,7.33,14.12,14.67,17.0,13.5,10.0,11.67,4.0,bologna
Danilo Brizi,2000567640.0,7.0,11.33,9.0,9.5,12.5,9.67,11.33,11.25,9.5,11.5,12.5,8.62,10.2,9.33,14.5,11.5,12.0,11.0,11.25,7.83,13.0,bologna
Vincenzo Savarese,2000567190.0,12.0,12.67,13.0,10.25,9.5,10.83,8.17,10.75,10.25,7.25,10.25,12.25,11.3,10.83,10.5,11.83,7.0,7.75,11.75,5.33,11.0,bologna
Marco Campagna,2000567188.0,8.5,11.67,6.0,10.5,16.0,10.33,13.83,11.5,10.5,11.5,8.25,11.62,11.4,8.5,11.62,10.67,9.0,16.0,15.0,12.0,9.0,bologna
Luca Zaccaria,2000507009.0,15.0,11.5,9.0,12.0,15.25,14.67,10.5,10.5,12.0,15.5,12.5,12.25,12.8,10.67,11.12,11.83,14.5,13.5,12.0,12.67,7.5,bologna
Francesco Bruschi,2000507006.0,16.0,9.33,7.0,10.5,14.75,12.0,15.17,9.0,10.5,13.75,9.75,11.0,10.4,9.17,15.25,10.0,15.0,15.0,13.0,11.67,3.5,bologna
Emir Lilaj,2000434777.0,10.5,7.67,7.0,8.0,12.75,10.0,12.83,11.0,8.0,12.25,8.25,12.5,9.4,6.83,12.0,9.33,8.0,13.0,12.0,11.0,3.5,bologna
Giovanni Fabiani,2000327318.0,15.0,13.67,11.0,9.0,14.5,14.5,10.67,12.75,9.0,13.5,10.0,8.5,13.9,7.5,12.38,13.5,16.0,13.0,12.25,12.33,5.5,bologna
Giorgio Matera,2000323826.0,16.0,7.83,11.0,12.0,11.5,10.0,11.0,8.25,12.0,9.25,11.25,8.38,8.4,9.0,11.0,9.33,11.5,12.0,11.25,11.33,3.0,bologna
Jesús María Sola,2000197806.0,11.0,11.67,11.0,9.0,13.5,14.5,10.0,11.75,9.0,13.0,10.0,9.0,12.7,7.17,14.12,12.83,16.0,12.5,12.75,12.33,5.5,bologna
