Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Matteo Pessina,43155796.0,13.0,14.33,11.0,12.25,14.5,14.33,14.0,15.0,12.25,13.0,13.0,15.0,14.2,11.67,14.0,15.0,16.0,15.0,13.0,12.67,13.0
Kasper Dolberg,27102380.0,13.0,11.83,12.0,11.5,14.0,12.33,12.33,11.25,11.5,12.75,12.75,11.12,12.2,8.33,13.0,11.33,13.5,13.5,11.75,14.33,3.0
Filippo D'Alena,2000323504.0,15.0,10.83,2.5,15.0,8.5,7.83,7.5,9.25,15.0,4.25,12.75,9.88,8.7,10.67,13.0,10.33,1.0,9.25,13.5,4.17,2.5
Jacopo Lombardini,2000626005.0,15.0,11.67,12.0,13.0,12.0,11.33,10.67,13.5,13.0,9.5,10.5,11.25,11.2,13.0,14.5,13.33,9.0,11.5,14.0,10.0,17.0
Moussa Dembélé,85104422.0,14.0,12.33,15.0,12.0,15.0,13.33,12.67,12.5,12.0,14.5,14.0,13.0,12.6,9.0,15.5,13.0,17.0,14.5,16.0,14.67,3.0
Luigi Cima,2000566953.0,16.0,10.17,11.5,9.5,12.25,12.17,10.17,13.5,9.5,10.75,11.0,12.38,11.2,11.0,10.12,12.67,8.0,11.75,11.0,11.67,12.0
Gianni Rizzo,2000323580.0,18.0,12.33,15.0,13.75,9.5,12.5,8.33,13.25,13.75,10.5,12.5,11.12,11.9,13.83,13.75,13.83,9.0,10.0,11.75,7.0,12.0
Pierluigi Gollini,43090278.0,16.0,12.5,4.0,15.0,11.5,10.83,9.0,14.5,15.0,6.75,14.0,14.12,11.1,10.5,11.38,14.5,2.5,12.0,13.25,5.67,2.0
Wiliam Ávalos,2000564454.0,5.0,13.0,12.0,12.5,15.5,13.67,12.33,13.0,12.5,15.5,14.0,12.5,13.2,11.67,16.0,13.33,15.0,13.5,11.5,12.33,4.0
Danilo,2000410771.0,9.0,13.0,13.0,11.5,16.5,14.33,14.0,12.5,11.5,15.0,12.5,11.25,13.4,10.33,15.5,13.33,15.0,15.5,13.0,13.0,12.0
Claudio Corti,2000506751.0,17.0,11.67,13.0,11.5,13.5,12.0,11.67,14.5,11.5,13.0,13.0,14.25,11.6,12.33,15.25,14.0,8.0,12.0,13.5,10.0,12.0
Pervis Estupiñán,86045976.0,9.0,12.67,10.0,13.0,13.5,13.33,12.33,13.0,13.0,12.5,13.5,10.0,12.6,12.67,15.25,13.67,16.0,12.0,13.5,9.0,13.0
Sante Curto,2000566959.0,8.0,15.0,9.0,13.25,15.0,13.0,13.5,16.5,13.25,13.5,13.75,12.62,14.0,12.33,13.38,15.67,11.0,16.5,13.75,10.83,15.0
Tanguy Nianzou,49048365.0,16.0,14.0,16.0,14.5,12.5,13.33,13.0,13.5,14.5,12.5,13.5,14.25,13.6,14.67,16.25,13.67,10.0,13.0,17.5,9.33,14.0
Tommaso Pobega,43269242.0,16.0,14.0,12.0,14.5,12.0,12.33,13.67,14.0,14.5,12.0,12.5,14.0,12.8,14.0,14.5,14.33,11.0,14.5,15.0,11.67,15.0
Ludovico Gelmi,43372276.0,16.0,7.5,2.0,10.0,4.5,7.5,6.5,9.75,10.0,2.75,8.75,11.12,7.5,7.33,10.0,9.0,2.0,7.75,9.5,2.83,3.0
