Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution,Team
Frank Onyeka,27129125.0,1.75,14.62,17.25,14.25,3.0,1.5,1.75,3.0,amadrd
Lamine Silva,2000438826.0,3.0,16.25,12.5,14.58,1.75,2.5,1.75,3.0,amadrd
Noël Roux,2000188122.0,3.0,15.75,17.5,13.83,2.0,4.0,2.5,2.25,barc
Florentino Luís,83169817.0,1.5,14.75,12.5,16.17,2.5,3.0,2.0,2.0,barc
Phil Foden,28108494.0,2.0,15.0,15.5,14.83,2.5,3.0,3.0,2.0,barc
Jonay Morán,2000194461.0,3.0,14.5,15.0,13.33,2.5,2.5,3.25,1.75,barc
Joan Planchart,2000509911.0,1.75,17.38,15.5,15.92,4.0,2.0,2.5,2.75,barc
Ilaix Moriba,67279753.0,2.25,15.25,15.5,14.08,2.25,1.5,2.5,1.75,barc
Dejan Kulusevski,43295814.0,2.0,15.5,15.0,15.17,3.0,3.0,1.5,3.0,barc
Vítor Ferreira,83174762.0,2.0,14.5,15.0,15.0,1.5,2.0,2.5,2.5,barc
Gennady Korshunov,2000238109.0,2.75,14.0,15.0,11.17,2.25,1.5,2.75,2.0,barc
Oihan Sancet,67260204.0,2.75,14.0,15.0,12.92,1.5,1.5,2.0,2.0,bilbao
Unai Vencedor,67260207.0,2.25,15.5,15.0,14.17,1.75,2.0,2.0,3.25,bilbao
Íñigo Herrera,2000510687.0,3.5,14.5,16.5,11.17,3.0,3.0,2.5,1.5,bilbao
Romain Bertrand,2000438620.0,2.75,15.5,13.0,13.5,3.0,3.0,1.75,1.5,bilbao
Fran Alonso,2000570282.0,2.5,13.75,16.0,11.58,1.75,2.0,3.5,2.5,bilbao
Aimar Oroz,67276375.0,3.25,11.75,13.0,11.67,2.5,3.5,2.5,2.25,bilbao
Ander Guevara,67246381.0,2.5,12.75,9.0,13.58,2.25,4.0,1.5,2.75,bilbao
Javier Karanka,2000193733.0,2.0,12.88,15.0,10.5,2.0,2.5,3.5,1.5,bilbao
Jon Magunazelaia,2000438619.0,2.25,12.5,13.0,13.0,2.75,2.5,2.5,2.5,bilbao
Mateusz Bogusz,96129140.0,1.75,13.38,13.5,13.42,4.0,1.0,3.75,2.5,cadiz
Gerardo Gallardo,2000440602.0,2.75,11.62,17.0,10.0,2.5,2.5,3.5,3.25,cadiz
Toni Dorado,2000197158.0,1.75,12.88,10.0,12.25,2.5,1.0,2.25,2.75,cadiz
Tiago Geralnik,14224252.0,2.75,12.12,15.0,9.42,2.5,1.5,2.75,2.0,cadiz
Checa,2000438637.0,2.75,12.25,13.5,11.25,2.25,2.0,2.25,2.25,cadiz
Luciano Ferreyra,14227040.0,3.5,13.75,14.0,11.42,2.0,2.5,1.75,2.0,cadiz
Mamadou Loum,83100794.0,2.25,12.25,10.75,13.75,2.25,4.0,3.5,3.5,cadiz
Tarsi Bakero,2000193403.0,1.5,13.88,14.25,13.08,2.25,3.5,3.0,2.75,cadiz
Yesinguer Vinasco,2000415655.0,2.0,13.88,13.0,11.33,3.0,1.5,2.5,1.5,cadiz
Juan Luis,2000664823.0,3.5,11.5,12.0,13.92,2.5,2.5,3.75,2.0,cadiz
Luis Muñoz,90065199.0,2.75,10.75,11.0,13.75,2.0,2.5,1.75,2.25,coruna
Karim Pérez,2000193717.0,3.75,14.38,12.5,12.92,2.25,1.5,2.25,2.25,coruna
Jan Crettaz,2000571662.0,2.5,14.75,13.0,13.83,3.25,3.0,2.25,2.0,coruna
Kepa Uriarte,67277833.0,2.25,13.38,14.5,9.75,2.75,2.5,2.25,1.75,coruna
Ismael Gutiérrez,67298778.0,3.5,11.5,13.5,12.83,2.25,4.5,2.75,2.0,coruna
Mirko Ladrón de Guevara,14197826.0,2.0,12.62,13.0,11.75,3.0,1.0,3.5,3.5,coruna
Salva Gutiérrez,2000571656.0,1.25,11.62,12.5,12.08,3.0,1.0,3.75,3.25,coruna
Joaquín Correa,14042683.0,3.5,10.25,12.0,13.0,2.25,2.5,2.0,2.25,coruna
Leander Dendoncker,18057380.0,3.0,10.25,9.5,13.08,2.5,2.0,3.0,1.5,coruna
Pape Gueye,48043484.0,3.25,12.12,13.25,12.0,2.0,4.5,2.5,2.5,coruna
Oier Zarraga,67260201.0,2.25,13.38,14.5,13.33,3.0,3.0,2.0,3.5,espanyol
Óscar Melendo,67214687.0,2.75,13.0,14.0,13.25,2.5,2.5,3.25,1.5,espanyol
Brais Méndez,67199158.0,2.25,11.38,12.5,12.25,2.25,1.5,2.0,2.5,espanyol
Rami Hajal,93099931.0,2.0,12.88,13.0,11.75,3.0,3.0,2.25,3.25,espanyol
Carlos,2000202592.0,2.25,13.62,14.25,11.33,3.0,2.5,2.5,3.5,espanyol
Ulises Campus,2000273292.0,2.25,13.12,13.25,14.67,2.25,2.0,3.75,2.0,granada
Iván Martínez,2000510865.0,3.0,13.88,14.0,13.5,2.0,2.0,2.25,1.75,granada
Serafín,2000512562.0,2.25,15.0,17.0,10.17,2.25,3.5,2.0,1.75,granada
Jose Luis,2000438355.0,3.0,13.88,15.0,13.75,2.0,3.0,2.0,2.0,granada
Olmo,2000512864.0,2.0,14.25,14.25,13.75,2.0,2.0,2.75,2.25,granada
Eugenio Caínzos,2000630560.0,1.75,12.12,15.0,11.17,3.0,2.5,4.0,2.75,granada
Alberto Quintana,67280840.0,3.0,11.88,12.75,12.83,2.0,3.5,3.25,2.5,granada
Jesse Lingard,28047560.0,2.0,8.38,10.0,13.83,2.75,2.5,3.0,2.75,granada
Edimilson Fernandes,98030084.0,4.0,11.25,10.5,11.33,2.5,4.5,2.5,2.0,granada
Félix,2000192673.0,1.75,12.5,13.0,11.92,2.25,2.0,3.25,3.0,granada
Antonio Raúl Escuín,2000440594.0,2.25,14.38,13.0,13.75,3.75,2.0,1.5,2.0,granada
Migue Ortiz,2000630559.0,2.0,14.25,13.5,12.0,2.0,4.0,2.5,2.0,granada
Fajar Bayhaqi,2000439532.0,1.75,12.75,10.5,14.5,1.75,2.0,3.0,2.0,laspalmas
José,2000570829.0,3.0,12.5,12.5,12.08,2.5,4.0,2.0,3.0,laspalmas
Jean-Victor Makengo,85144993.0,1.75,12.12,14.0,12.25,2.75,2.0,3.0,3.25,laspalmas
Beñat Sanz,2000439251.0,3.0,12.5,11.0,12.0,2.0,3.0,2.0,2.0,laspalmas
Paul Akouokou,33066648.0,2.75,13.5,13.0,13.5,2.5,4.5,2.75,1.75,laspalmas
Enzo Loiodice,49045906.0,1.75,13.12,11.25,12.42,2.0,1.5,1.75,2.0,laspalmas
Leo Díaz,2000630127.0,2.0,12.75,17.0,11.5,2.0,3.0,3.5,2.5,laspalmas
Ryan Johansson,90086790.0,2.25,12.62,12.0,12.17,2.75,1.5,4.0,2.25,leganes
Braian Cufré,14131295.0,1.75,11.88,13.5,13.5,2.0,4.0,1.75,3.0,leganes
Àlex Collado,67246435.0,2.5,11.88,13.0,12.17,3.25,2.0,2.5,3.25,leganes
John McGinn,61043070.0,3.25,12.5,11.5,13.17,3.5,4.5,1.75,1.25,leganes
Amarildo Gojani,2000505067.0,3.0,14.25,13.5,11.33,2.5,3.0,2.0,1.0,leganes
Olaus Skarsem,89051875.0,2.5,9.5,13.0,10.92,2.5,2.5,2.25,2.25,leganes
Gianluca Bellucci,2000508898.0,1.0,13.0,12.5,11.67,2.0,3.0,1.0,1.0,leganes
Rodrigo Zalazar,67271371.0,4.5,12.25,11.5,11.17,2.5,3.5,2.25,1.5,leganes
Ifeanyi Mathew,53141633.0,3.0,12.5,11.0,12.83,2.5,2.0,2.0,3.0,leganes
Óscar Clemente,67259874.0,3.5,11.12,13.5,13.0,2.0,1.5,2.5,2.25,leganes
Miguel,2000192899.0,2.5,14.38,15.75,11.67,2.0,3.5,3.0,2.5,leganes
Omar Rekik,91187786.0,1.5,11.25,14.5,13.17,1.0,1.0,2.0,3.0,realhisp
Valentín Delmás,2000192672.0,3.25,13.75,12.5,13.58,2.0,2.5,2.0,2.0,realhisp
Gavi,2000049413.0,1.5,13.75,14.0,12.33,1.5,3.0,1.0,2.0,realhisp
Jose Carlos,2000438639.0,3.25,14.0,15.5,11.83,2.25,3.5,2.0,1.75,realhisp
Abel Angulo,2000438635.0,2.5,12.12,11.0,12.83,2.25,2.0,3.0,2.75,realhisp
Alexis,2000438631.0,1.25,13.88,16.5,10.08,2.5,2.0,3.0,3.25,realhisp
Alfonso Miranda,2000629593.0,3.0,14.25,14.5,10.67,2.25,3.0,2.25,3.25,realhisp
Orel Mangala,18087973.0,1.75,14.88,13.75,13.83,2.5,2.5,2.5,2.25,realhisp
Franjo Lazar,2000028271.0,2.75,11.5,14.75,10.58,2.75,2.5,2.75,2.25,realhisp
Txus Alba,2000048420.0,2.25,11.62,12.5,12.08,3.0,1.5,3.5,2.75,realhisp
Eiður Gauti Sigurpálsson,2000355767.0,2.0,13.88,16.0,10.17,2.5,2.5,2.75,1.75,realhisp
Oumar Sangaré,2000629589.0,2.0,12.62,12.75,13.0,3.25,3.5,2.25,2.75,realhisp
Boubacar Kamara,48043084.0,1.75,15.25,15.5,14.75,3.0,2.5,1.75,2.0,rmdrd
Matías Zeiden,2000272732.0,1.5,15.0,14.0,14.42,1.5,1.5,1.75,2.5,rmdrd
Juan Martín Sancho,2000377686.0,2.0,14.5,17.5,12.0,2.5,2.0,2.0,1.5,rmdrd
Youri Tielemans,18077264.0,2.25,12.75,12.0,14.33,2.0,3.0,2.25,2.5,rmdrd
Abderrahmane Sefrioui,2000433189.0,2.5,17.0,15.0,14.33,2.5,1.0,2.0,2.5,rmdrd
Andrew Sinclair,2000432933.0,1.75,14.38,14.0,12.92,2.0,1.0,3.0,3.0,rmdrd
Isaac Guerra,2000439269.0,4.0,14.12,13.0,14.25,2.0,3.5,2.0,1.75,rmdrd
Renato Pereira,2000190646.0,2.5,15.0,13.0,13.83,3.0,3.0,2.5,2.0,rsana
Ignacio Vallina,2000570634.0,1.5,14.5,14.5,15.67,3.0,2.0,2.5,1.0,rsana
Ayrton Tallura,2000274550.0,2.0,14.0,13.5,12.33,2.5,2.0,2.0,1.0,rsana
John Bueno,2000419425.0,2.5,17.5,14.0,12.5,1.5,1.0,1.5,1.0,rsana
Denis Zakaria,98034601.0,1.0,14.0,14.0,13.83,3.0,2.0,2.5,2.0,rsana
Sergi Pascual,2000196434.0,2.0,15.25,13.5,13.17,2.0,2.0,3.5,3.0,rsana
Gaetano Oristanio,43425611.0,2.0,14.0,14.5,12.33,2.5,2.0,1.0,2.5,rsana
José Gragera,67263880.0,2.5,12.0,12.0,13.67,1.5,1.0,2.0,2.0,rsana
Paweł Brzyski,2000433744.0,3.0,13.75,14.5,14.67,1.0,3.0,2.0,1.5,rsana
John Damiano,2000435431.0,2.0,13.75,13.0,16.17,2.0,2.0,1.0,2.0,rsana
Souza,2000607666.0,2.5,15.5,14.0,15.33,2.0,1.0,2.5,2.0,rsana
Scott Diaz,2000706461.0,2.0,11.0,13.5,14.0,2.0,3.0,2.0,3.0,rsana
Martín Zubimendi,67246385.0,2.25,13.5,12.5,13.67,3.0,2.0,1.75,2.0,sevilla
Joan Jordán,67187249.0,2.5,10.25,7.5,13.17,2.25,2.5,2.5,2.0,sevilla
Agustín,2000440745.0,1.75,14.12,15.5,12.58,3.0,1.5,3.0,2.75,sevilla
Valeri Gavazov,2000215456.0,1.5,11.62,15.0,9.92,3.75,2.5,3.25,3.5,sevilla
Gonçalo Ramos,83209468.0,2.25,12.75,12.5,13.25,2.25,3.0,3.25,2.25,sevilla
Federico Real,2000193194.0,3.0,13.5,13.75,14.42,1.75,1.5,2.0,2.0,sevilla
Jordan Henderson,28005568.0,3.0,8.75,5.5,16.33,2.5,4.0,2.5,2.5,sevilla
Koke,67047092.0,2.5,8.25,4.0,16.25,3.25,4.0,1.5,3.0,sevilla
Óliver,67169689.0,2.75,8.62,8.0,12.58,3.5,2.0,2.25,2.5,sevilla
Andri Fannar Sigurgeirsson,2000439839.0,1.75,13.0,13.25,14.08,2.75,3.5,3.5,2.75,sevilla
Sérgio Mané,2000507867.0,2.0,13.75,13.5,13.0,2.0,2.0,3.0,3.0,valencia
Urko González de Zárate,2000058330.0,2.0,12.75,15.0,11.83,3.0,3.0,3.5,1.5,valencia
Morten Thorsby,53098756.0,1.25,14.12,13.5,14.25,2.75,1.5,3.0,3.0,valencia
Orkun Kökçü,37061602.0,1.5,14.25,13.5,13.17,2.5,3.0,2.5,2.5,valencia
Damián Ribera,2000193186.0,2.5,13.38,14.5,13.42,2.5,1.5,2.0,3.25,valencia
Rodri,67217524.0,1.0,12.5,12.5,13.83,2.0,3.0,2.0,2.5,valencia
Bart Ramselaar,37045888.0,3.25,12.5,13.5,13.42,2.25,4.0,1.75,2.0,vallecano
Pierre Kunde,67211690.0,3.25,13.12,12.0,12.83,3.0,2.0,3.75,2.5,vallecano
Laure,2000631655.0,2.5,12.5,11.5,14.17,4.25,3.0,2.5,2.0,vallecano
Uğur Özbay,2000432893.0,2.5,13.75,12.0,12.17,2.0,2.0,2.5,2.0,vallecano
Carlos Abraham,2000440884.0,3.0,12.75,11.5,14.42,3.0,5.0,1.75,2.5,vallecano
Juan Artola,67260216.0,2.25,9.75,13.0,11.42,3.0,2.0,2.25,2.5,vallecano
Santi Comesaña,67224142.0,2.0,11.0,11.75,12.92,3.25,3.0,3.0,3.0,vallecano
Javi Martínez,67249495.0,3.0,12.25,11.0,12.08,2.25,2.5,2.0,2.25,vallecano
Jon Moncayola,67267210.0,2.5,11.88,12.5,13.17,1.75,2.5,2.25,2.0,vallecano
Álvaro García,89062864.0,4.5,9.88,11.5,12.08,2.5,2.5,2.25,2.0,vallecano
Samy Chouchane,2000010841.0,2.0,10.38,13.0,11.92,3.0,2.0,2.25,2.5,vallecano
José Alberto Nieto,2000197171.0,3.5,12.5,12.5,12.42,2.0,3.0,1.75,3.0,vallecano
Luís Rodrigues,2000436535.0,3.0,13.75,11.0,14.0,1.5,1.0,2.0,2.5,vigo
Antonio Blanco,67256515.0,2.0,14.12,13.75,14.25,2.0,2.0,3.25,2.5,vigo
Billy Gilmour,61078265.0,2.25,10.25,12.0,14.25,2.25,1.5,3.0,3.0,vigo
Rodrigo Gogna,2000273938.0,2.25,13.75,12.0,14.33,2.5,2.0,2.0,2.0,vigo
Octavian Popescu,57175903.0,1.75,13.38,14.0,11.83,2.0,2.0,2.25,1.75,vigo
Manu Morlanes,67228802.0,3.0,13.88,14.0,12.75,3.0,1.5,1.75,1.75,vigo
Germán,2000194475.0,3.0,14.75,13.0,13.5,3.0,3.0,2.5,2.0,vigo
Ali Tweed,2000432931.0,3.25,12.5,13.0,13.5,3.5,1.5,2.25,2.5,vigo
Unai Gómez,2000065899.0,3.25,10.88,13.5,11.08,2.75,1.5,2.0,3.25,vigo
Emil Bohinen,53126104.0,1.75,12.88,13.5,11.92,2.25,2.0,3.0,3.5,vigo
Nino,2000511282.0,2.75,11.75,13.0,11.67,2.75,2.0,2.25,3.0,vigo
Odilon Kossounou,93127195.0,2.25,12.75,14.25,13.33,2.25,2.5,2.75,3.0,villareal
Didier,2000509916.0,2.0,15.75,15.0,14.17,1.0,1.0,1.5,2.0,villareal
Oriol Busquets,67225653.0,2.75,13.5,13.5,13.83,2.5,4.5,1.75,3.25,villareal
Andrés Torres,2000628761.0,3.0,13.75,15.0,11.5,1.5,2.0,2.0,1.5,villareal
Luis Vicente,2000438000.0,2.0,16.0,14.5,14.17,2.0,1.0,2.0,3.0,villareal
Mohamed Cisse,2000509917.0,2.5,13.5,15.0,11.08,2.5,3.0,2.25,3.5,villareal
Óliver Pueyo,2000569557.0,2.75,13.62,12.25,14.5,3.25,4.0,2.75,2.25,villareal
John Córdoba,2000416582.0,3.0,15.25,14.0,11.67,2.0,2.5,2.75,1.75,villareal
Maxence Caqueret,48044737.0,3.5,13.0,11.5,13.17,2.0,3.5,3.0,2.0,villareal
Manu Morlanes,67228802.0,3.0,13.88,14.0,12.75,3.0,1.5,1.75,1.75,villareal
Yesinguer Vinasco,2000415655.0,2.0,13.88,13.0,11.33,3.0,1.5,2.5,1.5,villareal
Francho,67278162.0,2.25,13.12,13.25,12.83,1.75,3.5,3.0,3.0,zaragoza
Dídac,2000437768.0,3.5,13.25,12.5,14.5,2.5,1.0,1.5,2.0,zaragoza
Renato Adriano,2000411533.0,2.25,14.75,13.25,13.25,2.25,2.0,2.75,3.0,zaragoza
Javi Mas,2000511079.0,2.25,13.75,13.25,13.5,2.25,3.0,2.25,3.0,zaragoza
Carles Aleñá,67213011.0,2.75,11.88,12.5,13.0,2.5,2.0,3.5,2.0,zaragoza
Vladimir Moldovan,2000570460.0,3.5,13.88,12.0,12.33,2.5,4.0,2.25,1.75,zaragoza
