Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Toni Martínez,67216151.0,7.67,12.75,12.5,12.5,13.33,12.33,13.0,13.42,cadiz
Yesinguer Vinasco,2000415655.0,5.17,13.88,13.0,14.33,12.83,13.33,12.0,11.33,cadiz
Juanmi Ávila,2000441358.0,5.17,13.12,10.5,10.0,14.33,13.0,12.0,11.67,cadiz
Ion Etxabe,2000514435.0,3.67,10.62,15.0,11.33,13.5,13.33,6.5,10.83,cadiz
Jose Antonio Molina,2000571459.0,5.5,13.12,12.5,14.83,13.17,12.5,9.75,11.33,cadiz
Saúl Rodríguez,2000440182.0,4.0,13.5,16.0,12.33,13.0,13.67,11.0,12.0,coruna
Tòfol Montiel,43459237.0,5.0,12.0,13.5,14.67,13.0,15.0,7.5,11.67,coruna
Alberto Barace,2000663353.0,7.33,12.0,14.5,13.33,14.33,13.67,13.5,12.0,coruna
Iago Salamanca,2000710728.0,5.67,10.62,11.25,12.5,14.0,14.83,11.5,12.08,coruna
Nabil Touaizi,28113829.0,7.67,13.5,14.5,12.5,12.5,15.5,12.5,10.33,coruna
Joaquín Correa,14042683.0,3.67,10.25,12.0,15.83,12.83,15.83,9.0,13.0,coruna
Ricardo,2000443686.0,6.67,13.25,16.5,12.17,10.83,11.5,11.0,11.0,coruna
David,2000441683.0,6.83,13.38,13.5,14.17,12.17,14.33,10.0,11.75,espanyol
0,29236380.0,8.0,13.5,18.0,11.33,14.67,12.33,11.5,12.17,espanyol
José Luis Ruano,2000572819.0,9.17,12.88,16.5,12.5,8.67,13.83,11.0,9.83,espanyol
Iván Martínez,2000510865.0,11.17,13.88,14.0,9.33,10.83,9.33,10.5,13.5,granada
Moussa Djenepo,6601602.0,5.5,13.12,15.0,11.33,10.83,13.0,7.5,12.0,granada
Luis Suárez,76046285.0,5.83,14.0,15.0,12.33,14.5,13.33,13.0,13.75,granada
Jose Luis,2000438355.0,9.67,13.88,15.0,15.67,12.33,14.67,12.5,13.75,granada
Antonio Javier García,2000571328.0,6.5,14.62,15.5,12.17,13.67,14.33,9.5,11.5,granada
Jesse Lingard,28047560.0,6.5,8.38,10.0,11.67,12.67,13.0,4.0,13.83,granada
0,2000189953.0,7.17,12.88,14.5,12.33,14.5,13.67,11.5,9.83,laspalmas
Carlos Hernandez,2000511264.0,6.5,13.5,17.5,12.67,14.0,14.0,8.5,13.33,laspalmas
Anders Nygaard,2000569028.0,6.0,14.0,12.5,14.33,15.33,13.0,11.0,13.33,laspalmas
Marian Vasilache,2000328740.0,5.83,14.75,12.5,9.33,12.0,13.0,14.5,11.75,laspalmas
Isaiah Álvarez,2000630129.0,7.83,12.5,14.0,11.67,12.67,12.5,9.5,10.5,laspalmas
Ángel Cabello,2000438822.0,7.67,14.62,13.0,13.33,14.33,15.0,12.5,12.17,leganes
Olaus Skarsem,89051875.0,6.33,9.5,13.0,14.17,13.0,13.67,4.0,10.92,leganes
Javier Pascua,2000573866.0,4.67,12.75,14.5,12.0,13.0,12.67,7.0,10.58,leganes
Nils Mortimer,67265795.0,4.33,12.5,14.5,12.83,14.0,14.0,10.5,11.08,leganes
Fran López,67279609.0,8.0,11.62,13.0,11.5,12.67,15.83,10.0,11.92,leganes
Álvaro Santamaría,67298126.0,6.83,13.5,13.5,9.0,11.17,14.5,14.0,11.33,leganes
Abel Angulo,2000438635.0,12.83,12.12,11.0,13.67,12.0,11.33,9.0,12.83,realhisp
Atanas Yordanov,2000215422.0,6.33,14.5,15.5,12.17,14.5,13.83,11.0,10.17,realhisp
Alfonso Miranda,2000629593.0,10.5,14.25,14.5,13.5,11.5,13.33,7.5,10.67,realhisp
Giovanni Cabrera,2000439549.0,4.33,14.25,14.0,10.33,13.67,11.0,11.0,12.5,realhisp
Ignatius Ganago,49045927.0,8.67,14.5,14.5,11.17,13.17,12.17,10.0,11.83,realhisp
Marc Trives,2000439546.0,7.17,11.12,13.0,11.33,15.5,10.67,12.5,11.33,realhisp
Kylian Mbappé,85139014.0,4.33,15.25,19.0,15.67,18.67,17.67,8.0,14.83,rmdrd
Raheem Sterling,28054109.0,9.0,14.25,14.5,15.0,15.33,15.33,8.5,14.33,rmdrd
Lê,2000410610.0,9.17,15.62,17.0,12.33,13.0,16.0,14.5,13.08,rmdrd
Vinícius Júnior,19302146.0,5.5,13.88,16.5,13.67,13.67,15.67,8.0,14.42,rmdrd
Boris Peters,2000506902.0,5.0,15.0,17.0,12.33,15.67,16.67,11.0,11.5,rmdrd
Odsonne Edouard,48036880.0,7.0,13.75,12.5,11.67,15.67,14.33,13.5,11.83,rmdrd
Roberto Bonilla,2000569765.0,7.5,16.0,14.0,14.17,12.17,15.83,15.5,13.67,rmdrd
Luka Bransteter,2000054638.0,6.33,14.25,15.0,13.0,15.0,13.67,13.0,13.67,rsana
Adam Hlozek,31041522.0,6.33,14.25,16.0,12.67,13.33,13.33,12.0,11.5,rsana
Tibo De Vos,2000663034.0,7.0,13.5,16.0,12.67,12.67,14.0,10.0,11.83,rsana
Mikel Oyarzábal,67220143.0,12.0,14.0,13.5,16.0,15.67,15.33,11.5,14.5,rsana
Gabriel Martinelli,19351309.0,6.0,13.25,16.0,14.33,13.67,14.67,13.0,14.33,rsana
Gaetano Oristanio,43425611.0,7.33,14.0,14.5,15.0,13.67,14.67,10.0,12.33,rsana
Felipe,2000510074.0,8.0,15.25,13.0,10.67,12.33,11.67,12.0,12.33,rsana
Munir,67174735.0,5.17,11.12,11.0,15.33,14.5,14.33,7.5,12.5,sevilla
Gonçalo Ramos,83209468.0,6.0,12.75,12.5,14.83,15.0,13.33,14.0,13.25,sevilla
Rogelinho,2000439844.0,3.67,10.75,16.0,13.67,11.33,13.67,9.0,10.5,sevilla
Lucas Ocampos,14031132.0,4.67,11.38,11.5,12.83,14.33,13.5,12.0,13.42,sevilla
Rasmus Højlund,27160181.0,4.0,12.25,14.0,9.67,12.67,12.67,14.5,12.33,sevilla
Alvaro,2000510252.0,9.0,16.0,15.0,16.83,12.67,16.17,12.5,13.33,sevilla
Bartol Barišić,24065111.0,5.0,13.5,12.0,11.67,15.67,14.33,15.0,14.0,vale
Gabriel Jesus,19220266.0,7.33,13.5,14.5,15.0,15.33,15.33,11.0,13.5,vale
Joaquín Salgado,2000272916.0,4.0,13.25,16.5,11.33,16.0,14.33,9.5,11.0,vale
Nico Serrano,67295206.0,6.5,13.0,15.0,13.33,13.0,15.67,12.0,10.33,vale
Adrian,2000193185.0,7.33,13.62,12.0,13.5,14.0,14.5,6.75,13.75,vale
Alberto Leon Fernández,2000631656.0,6.33,12.75,17.0,11.5,10.17,12.5,9.5,9.75,vallecano
Yann Karamoh,85144982.0,5.0,11.12,15.0,12.33,12.83,13.0,11.0,9.5,vallecano
Roberto,2000440887.0,5.67,14.25,15.5,15.67,16.33,14.0,8.0,11.92,vallecano
Eugenio,2000632614.0,6.67,13.25,16.0,11.67,11.33,12.33,7.5,12.08,vallecano
Juan Artola,67260216.0,10.0,9.75,13.0,12.83,11.67,12.67,7.5,11.42,vallecano
Mama Baldé,55070279.0,7.83,11.62,14.0,11.67,10.0,11.33,8.5,10.67,vallecano
Julio Villalba,79028819.0,5.17,12.62,12.0,13.0,12.83,12.67,12.0,13.17,vallecano
Mohamed Cissé,2000565877.0,7.33,14.5,15.5,11.33,14.0,14.0,9.0,12.17,vallecano
Christian Kouamé,43201838.0,4.67,13.62,16.0,13.67,14.67,13.17,12.0,13.58,vigo
Yago Freitas,2000570843.0,4.33,14.75,16.0,13.33,15.33,14.67,7.0,11.17,vigo
Dawid Kownacki,96059679.0,7.33,12.88,13.5,12.33,14.0,11.0,12.5,13.33,vigo
Reiss Nelson,28107919.0,7.67,12.5,14.5,13.17,11.5,14.5,5.5,10.83,vigo
Faustino,2000438001.0,5.67,15.75,17.0,14.0,17.0,15.33,7.5,11.67,villareal
Mohamed Cisse,2000509917.0,6.0,13.5,15.0,13.17,17.0,13.33,8.5,11.08,villareal
Fernando Niño,67258829.0,8.0,11.88,13.0,12.0,15.33,12.67,16.5,13.58,villareal
Yesinguer Vinasco,2000415655.0,5.17,13.88,13.0,14.33,12.83,13.33,12.0,11.33,villareal
Álex,2000509919.0,4.5,12.38,15.5,10.33,9.0,12.33,8.5,12.5,villareal
Ismaïla Sarr,48042766.0,5.83,13.5,15.5,12.33,13.33,13.0,7.5,12.17,zaragoza
Dídac,2000437768.0,9.0,13.25,12.5,12.67,12.33,15.33,12.5,14.5,zaragoza
Jorge Cañadas,2000511078.0,6.33,15.0,14.0,13.17,13.33,15.5,13.5,10.83,zaragoza
Fernando Silva,2000439540.0,5.17,15.38,17.5,12.0,13.17,15.0,10.0,12.92,zaragoza
Luis Carbonell,95078291.0,8.0,13.25,13.5,14.0,14.17,14.33,7.5,11.33,zaragoza
Jesus Carrasco,2000439537.0,4.0,12.25,15.0,11.67,9.67,13.0,9.5,10.0,zaragoza
Ander Imaz,2000439533.0,4.33,13.5,16.0,12.0,9.83,14.0,6.0,9.75,zaragoza
Jorge Tato,2000571897.0,5.33,13.75,16.5,8.67,13.0,10.67,10.5,11.42,zaragoza
