Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution,Team
Aimar Oroz,67276375.0,3.25,11.75,13.0,11.67,2.5,3.5,2.5,2.25,bilbao
Mikel Garai,2000438623.0,2.75,15.25,13.5,12.33,2.0,2.5,1.5,2.75,bilbao
Jon Magunazelaia,2000438619.0,2.25,12.5,13.0,13.0,2.75,2.5,2.5,2.5,bilbao
Mateusz Bogusz,96129140.0,1.75,13.38,13.5,13.42,4.0,1.0,3.75,2.5,cadiz
Gerardo Gallardo,2000440602.0,2.75,11.62,17.0,10.0,2.5,2.5,3.5,3.25,cadiz
Toni Dorado,2000197158.0,1.75,12.88,10.0,12.25,2.5,1.0,2.25,2.75,cadiz
Tiago Geralnik,14224252.0,2.75,12.12,15.0,9.42,2.5,1.5,2.75,2.0,cadiz
Luciano Ferreyra,14227040.0,3.5,13.75,14.0,11.42,2.0,2.5,1.75,2.0,cadiz
Yesinguer Vinasco,2000415655.0,2.0,13.88,13.0,11.33,3.0,1.5,2.5,1.5,cadiz
Jose Antonio Molina,2000571459.0,3.25,13.12,12.5,11.33,3.0,3.5,2.0,2.5,cadiz
Saúl Rodríguez,2000440182.0,2.0,13.5,16.0,12.0,1.5,2.0,3.0,3.0,coruna
Tòfol Montiel,43459237.0,2.0,12.0,13.5,11.67,1.5,2.0,2.5,2.5,coruna
Salva Gutiérrez,2000571656.0,1.25,11.62,12.5,12.08,3.0,1.0,3.75,3.25,coruna
Iago Salamanca,2000710728.0,3.75,10.62,11.25,12.08,3.0,3.5,1.5,2.75,coruna
Nabil Touaizi,28113829.0,3.5,13.5,14.5,10.33,2.25,4.5,2.75,2.0,coruna
Joaquín Correa,14042683.0,3.5,10.25,12.0,13.0,2.25,2.5,2.0,2.25,coruna
Xabier Santamaría,2000202642.0,2.0,12.88,12.0,10.58,2.75,2.5,2.0,2.75,coruna
Oier Zarraga,67260201.0,2.25,13.38,14.5,13.33,3.0,3.0,2.0,3.5,espanyol
Óscar Melendo,67214687.0,2.75,13.0,14.0,13.25,2.5,2.5,3.25,1.5,espanyol
Brais Méndez,67199158.0,2.25,11.38,12.5,12.25,2.25,1.5,2.0,2.5,espanyol
David,2000441683.0,1.75,13.38,13.5,11.75,2.75,2.0,3.0,3.5,espanyol
Matías Vargas,14141967.0,2.5,13.75,14.0,12.92,1.75,1.0,2.5,2.0,espanyol
Rami Hajal,93099931.0,2.0,12.88,13.0,11.75,3.0,3.0,2.25,3.25,espanyol
Serafín,2000512562.0,2.25,15.0,17.0,10.17,2.25,3.5,2.0,1.75,granada
Moussa Djenepo,6601602.0,2.75,13.12,15.0,12.0,2.0,2.5,2.5,3.0,granada
Jose Luis,2000438355.0,3.0,13.88,15.0,13.75,2.0,3.0,2.0,2.0,granada
Eugenio Caínzos,2000630560.0,1.75,12.12,15.0,11.17,3.0,2.5,4.0,2.75,granada
Jesse Lingard,28047560.0,2.0,8.38,10.0,13.83,2.75,2.5,3.0,2.75,granada
Edimilson Fernandes,98030084.0,4.0,11.25,10.5,11.33,2.5,4.5,2.5,2.0,granada
Félix,2000192673.0,1.75,12.5,13.0,11.92,2.25,2.0,3.25,3.0,granada
Migue Ortiz,2000630559.0,2.0,14.25,13.5,12.0,2.0,4.0,2.5,2.0,granada
José,2000570829.0,3.0,12.5,12.5,12.08,2.5,4.0,2.0,3.0,laspalmas
Beñat Sanz,2000439251.0,3.0,12.5,11.0,12.0,2.0,3.0,2.0,2.0,laspalmas
Anders Nygaard,2000569028.0,2.0,14.0,12.5,13.33,1.5,1.0,2.0,3.0,laspalmas
Gil Dias,55082920.0,1.5,11.38,13.0,10.58,2.5,2.0,4.5,2.75,laspalmas
Enzo Loiodice,49045906.0,1.75,13.12,11.25,12.42,2.0,1.5,1.75,2.0,laspalmas
Leo Díaz,2000630127.0,2.0,12.75,17.0,11.5,2.0,3.0,3.5,2.5,laspalmas
Àlex Collado,67246435.0,2.5,11.88,13.0,12.17,3.25,2.0,2.5,3.25,leganes
John McGinn,61043070.0,3.25,12.5,11.5,13.17,3.5,4.5,1.75,1.25,leganes
Amarildo Gojani,2000505067.0,3.0,14.25,13.5,11.33,2.5,3.0,2.0,1.0,leganes
Freddy Vargas,86061304.0,3.25,13.25,13.0,12.58,1.75,3.5,2.5,2.5,leganes
Ángel Cabello,2000438822.0,2.5,14.62,13.0,12.17,1.5,1.5,2.0,1.75,leganes
Olaus Skarsem,89051875.0,2.5,9.5,13.0,10.92,2.5,2.5,2.25,2.25,leganes
Javier Pascua,2000573866.0,3.0,12.75,14.5,10.58,2.75,2.5,3.0,2.0,leganes
Gianluca Bellucci,2000508898.0,1.0,13.0,12.5,11.67,2.0,3.0,1.0,1.0,leganes
Rodrigo Zalazar,67271371.0,4.5,12.25,11.5,11.17,2.5,3.5,2.25,1.5,leganes
Ifeanyi Mathew,53141633.0,3.0,12.5,11.0,12.83,2.5,2.0,2.0,3.0,leganes
Óscar Clemente,67259874.0,3.5,11.12,13.5,13.0,2.0,1.5,2.5,2.25,leganes
Nils Mortimer,67265795.0,1.75,12.5,14.5,11.08,1.75,2.5,3.0,2.75,leganes
Miguel,2000192899.0,2.5,14.38,15.75,11.67,2.0,3.5,3.0,2.5,leganes
Gavi,2000049413.0,1.5,13.75,14.0,12.33,1.5,3.0,1.0,2.0,realhisp
Jose Carlos,2000438639.0,3.25,14.0,15.5,11.83,2.25,3.5,2.0,1.75,realhisp
Abel Angulo,2000438635.0,2.5,12.12,11.0,12.83,2.25,2.0,3.0,2.75,realhisp
Alfonso Miranda,2000629593.0,3.0,14.25,14.5,10.67,2.25,3.0,2.25,3.25,realhisp
Orel Mangala,18087973.0,1.75,14.88,13.75,13.83,2.5,2.5,2.5,2.25,realhisp
Txus Alba,2000048420.0,2.25,11.62,12.5,12.08,3.0,1.5,3.5,2.75,realhisp
Martín Martínez,2000439252.0,2.25,12.88,12.5,11.33,2.25,1.5,2.75,2.0,realhisp
Marc Trives,2000439546.0,2.5,11.12,13.0,11.33,2.25,2.0,2.5,1.5,realhisp
Youri Tielemans,18077264.0,2.25,12.75,12.0,14.33,2.0,3.0,2.25,2.5,rmdrd
Raheem Sterling,28054109.0,2.5,14.25,14.5,14.33,2.5,2.0,3.0,2.5,rmdrd
Jadon Sancho,28108490.0,2.75,13.5,16.0,12.0,3.25,2.0,3.25,2.25,rmdrd
Odsonne Edouard,48036880.0,2.5,13.75,12.5,11.83,2.0,1.0,2.0,2.5,rmdrd
Ayrton Tallura,2000274550.0,2.0,14.0,13.5,12.33,2.5,2.0,2.0,1.0,rsana
John Bueno,2000419425.0,2.5,17.5,14.0,12.5,1.5,1.0,1.5,1.0,rsana
Mikel Oyarzábal,67220143.0,1.5,14.0,13.5,14.5,2.0,2.0,1.5,3.5,rsana
Gabriel Martinelli,19351309.0,1.0,13.25,16.0,14.33,3.0,2.0,3.0,3.5,rsana
Gaetano Oristanio,43425611.0,2.0,14.0,14.5,12.33,2.5,2.0,1.0,2.5,rsana
Paweł Brzyski,2000433744.0,3.0,13.75,14.5,14.67,1.0,3.0,2.0,1.5,rsana
Koldo Valencia,2000663358.0,2.5,11.0,14.5,12.0,1.5,2.0,3.0,2.0,rsana
Scott Diaz,2000706461.0,2.0,11.0,13.5,14.0,2.0,3.0,2.0,3.0,rsana
Agustín,2000440745.0,1.75,14.12,15.5,12.58,3.0,1.5,3.0,2.75,sevilla
Isaac Lihadji,49048366.0,2.75,14.12,15.0,12.67,2.5,2.0,2.25,2.5,sevilla
Munir,67174735.0,2.5,11.12,11.0,12.5,3.0,2.5,2.5,1.5,sevilla
Valeri Gavazov,2000215456.0,1.5,11.62,15.0,9.92,3.75,2.5,3.25,3.5,sevilla
Gonçalo Ramos,83209468.0,2.25,12.75,12.5,13.25,2.25,3.0,3.25,2.25,sevilla
Lucas Ocampos,14031132.0,2.5,11.38,11.5,13.42,2.75,1.5,2.0,2.25,sevilla
Óliver,67169689.0,2.75,8.62,8.0,12.58,3.5,2.0,2.25,2.5,sevilla
Alvaro,2000510252.0,2.75,16.0,15.0,13.33,2.25,3.5,2.5,1.25,sevilla
Sebastián,2000569766.0,1.5,12.62,15.0,13.0,3.0,2.5,3.5,4.25,sevilla
Sérgio Mané,2000507867.0,2.0,13.75,13.5,13.0,2.0,2.0,3.0,3.0,valencia
Orkun Kökçü,37061602.0,1.5,14.25,13.5,13.17,2.5,3.0,2.5,2.5,valencia
Gabriel Jesus,19220266.0,1.5,13.5,14.5,13.5,1.5,3.0,2.0,3.0,valencia
Damián Ribera,2000193186.0,2.5,13.38,14.5,13.42,2.5,1.5,2.0,3.25,valencia
Nico Serrano,67295206.0,2.25,13.12,15.0,10.25,2.0,3.0,3.25,2.0,valencia
Bart Ramselaar,37045888.0,3.25,12.5,13.5,13.42,2.25,4.0,1.75,2.0,vallecano
Pierre Kunde,67211690.0,3.25,13.12,12.0,12.83,3.0,2.0,3.75,2.5,vallecano
Laure,2000631655.0,2.5,12.5,11.5,14.17,4.25,3.0,2.5,2.0,vallecano
Roberto,2000440887.0,2.25,14.25,15.5,11.92,2.0,2.0,2.75,3.5,vallecano
Juan Artola,67260216.0,2.25,9.75,13.0,11.42,3.0,2.0,2.25,2.5,vallecano
Javi Martínez,67249495.0,3.0,12.25,11.0,12.08,2.25,2.5,2.0,2.25,vallecano
Julio Villalba,79028819.0,2.0,12.62,12.0,13.17,2.5,2.5,2.5,1.75,vallecano
José Alberto Nieto,2000197171.0,3.5,12.5,12.5,12.42,2.0,3.0,1.75,3.0,vallecano
Billy Gilmour,61078265.0,2.25,10.25,12.0,14.25,2.25,1.5,3.0,3.0,vigo
Rodrigo Gogna,2000273938.0,2.25,13.75,12.0,14.33,2.5,2.0,2.0,2.0,vigo
Octavian Popescu,57175903.0,1.75,13.38,14.0,11.83,2.0,2.0,2.25,1.75,vigo
Yago Freitas,2000570843.0,1.5,14.75,16.0,11.17,3.0,1.0,2.5,2.5,vigo
Gorka Alarcón,2000194477.0,1.75,14.75,15.0,9.67,2.25,2.0,3.0,3.25,vigo
Emil Bohinen,53126104.0,1.75,12.88,13.5,11.92,2.25,2.0,3.0,3.5,vigo
Nino,2000511282.0,2.75,11.75,13.0,11.67,2.75,2.0,2.25,3.0,vigo
Andrés Torres,2000628761.0,3.0,13.75,15.0,11.5,1.5,2.0,2.0,1.5,villareal
Javi Ontiveros,67211745.0,1.0,12.5,14.5,11.67,1.0,3.0,2.5,1.5,villareal
Faustino,2000438001.0,2.0,15.75,17.0,11.67,1.5,2.0,2.0,3.0,villareal
Mohamed Cisse,2000509917.0,2.5,13.5,15.0,11.08,2.5,3.0,2.25,3.5,villareal
John Córdoba,2000416582.0,3.0,15.25,14.0,11.67,2.0,2.5,2.75,1.75,villareal
Yesinguer Vinasco,2000415655.0,2.0,13.88,13.0,11.33,3.0,1.5,2.5,1.5,villareal
Dídac,2000437768.0,3.5,13.25,12.5,14.5,2.5,1.0,1.5,2.0,zaragoza
Jorge Cañadas,2000511078.0,3.0,15.0,14.0,10.83,2.5,3.5,2.25,1.75,zaragoza
Javi Mas,2000511079.0,2.25,13.75,13.25,13.5,2.25,3.0,2.25,3.0,zaragoza
Jesus Carrasco,2000439537.0,2.0,12.25,15.0,10.0,2.5,3.0,2.5,3.0,zaragoza
Malcom,19229435.0,2.25,13.5,15.0,12.33,3.0,2.5,2.5,2.25,zaragoza
Carles Aleñá,67213011.0,2.75,11.88,12.5,13.0,2.5,2.0,3.5,2.0,zaragoza
Vladimir Moldovan,2000570460.0,3.5,13.88,12.0,12.33,2.5,4.0,2.25,1.75,zaragoza
