Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution,Team
Zinho Vanheusden,18091405.0,1.5,13.25,13.0,14.0,1.0,1.0,2.0,2.5,rmdrd
Pedro Porro,67268221.0,2.0,15.0,16.0,13.5,1.5,2.0,2.5,2.25,rmdrd
Isaac Guerra,2000439269.0,4.0,14.12,13.0,14.25,2.0,3.5,2.0,1.75,rmdrd
Piotr Jabłoński,2000623979.0,1.5,14.5,15.0,13.5,2.0,4.0,2.0,1.5,rsana
William Saliba,49039004.0,2.0,15.5,15.0,14.0,3.0,3.0,2.5,1.5,rsana
Brandon Williams,28115834.0,2.5,13.5,15.5,14.0,2.0,3.0,1.5,3.0,rsana
Lukas Mohr,2000432897.0,2.5,14.0,14.5,13.17,3.0,3.0,1.0,1.5,rsana
Kai Ocaña,2000194470.0,2.0,15.0,15.5,12.83,2.5,2.0,2.5,2.5,rsana
John Damiano,2000435431.0,2.0,13.75,13.0,16.17,2.0,2.0,1.0,2.0,rsana
Kyle Walker-Peters,29126231.0,3.0,13.12,13.0,13.25,2.5,4.5,2.0,2.0,sevilla
José María Noguera,2000438352.0,2.5,14.25,14.0,14.0,3.0,4.0,2.5,1.5,sevilla
Jordan Henderson,28005568.0,3.0,8.75,5.5,16.33,2.5,4.0,2.5,2.5,sevilla
Aaron Wan-Bissaka,28100123.0,2.25,14.75,15.5,14.33,1.5,1.5,2.0,1.75,valencia
Ivo Gujinović,2000565341.0,3.5,15.5,14.0,16.0,2.75,3.5,1.25,3.5,valencia
Sheldon Peltier,2000187635.0,3.5,15.0,15.0,14.0,3.0,1.0,2.0,2.5,valencia
Cristhian Mosquera,2000030816.0,2.5,13.88,13.0,12.42,1.75,4.5,2.25,1.75,valencia
Nikola Colic,2000212623.0,2.75,13.88,13.0,14.75,2.75,2.5,1.75,1.5,vallecano
Ramón Santos,2000440896.0,2.0,14.0,14.75,13.25,2.0,3.5,3.0,2.0,vallecano
Silvan Hefti,98038279.0,3.0,13.0,13.0,12.75,2.75,2.5,2.75,2.5,vallecano
Carlos Abraham,2000440884.0,3.0,12.75,11.5,14.42,3.0,5.0,1.75,2.5,vallecano
Mama Baldé,55070279.0,2.75,11.62,14.0,10.67,2.25,3.5,3.25,2.5,vallecano
Andrejs Ciganiks,37075484.0,3.5,13.12,12.0,11.08,1.5,3.0,1.75,2.5,vigo
Pedro Esperancinha,2000437963.0,1.5,15.25,12.25,14.58,2.25,3.5,3.0,2.0,vigo
Odilon Kossounou,93127195.0,2.25,12.75,14.25,13.33,2.25,2.5,2.75,3.0,villareal
Didier,2000509916.0,2.0,15.75,15.0,14.17,1.0,1.0,1.5,2.0,villareal
Dmytro Smalyukh,2000461897.0,1.75,14.25,13.5,14.0,3.0,4.0,3.25,2.5,villareal
Wanderson Bastos,2000410491.0,3.25,14.0,14.5,13.42,1.75,2.0,2.0,1.5,villareal
Óscar Gil,67227188.0,1.75,13.88,16.0,13.08,2.0,1.0,4.0,3.0,zaragoza
Alejandro Francés,67281886.0,2.25,14.5,14.0,14.25,2.0,3.5,2.5,2.25,zaragoza
Marvin,67277459.0,4.5,11.75,15.0,9.67,3.25,3.5,2.0,1.5,zaragoza
Francisco Jesús,2000511084.0,1.25,13.38,11.5,11.42,3.0,2.0,3.5,3.0,zaragoza
