Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Àlex Collado,67246435,0,0,0,0,0,0,0,1,1,1,1,1,1,0,leganes
Che Nunnely,37055838,0,0,0,0,0,0,0,1,0,1,1,0,1,0,leganes
Freddy Vargas,86061304,0,0,0,0,0,0,0,1,0,1,1,1,1,0,leganes
Ángel Cabello,2000438822,0,0,0,0,0,0,0,0,0,0,1,1,0,1,leganes
Víctor Gómez,67257950,0,1,0,0,1,0,0,0,0,0,1,0,0,0,leganes
Olaus Skarsem,89051875,0,0,0,0,0,0,0,1,1,0,1,1,1,1,leganes
Gianluca Bellucci,2000508898,0,0,0,0,0,0,0,0,1,1,1,1,0,0,leganes
Ifeanyi Mathew,53141633,0,0,0,0,0,1,0,1,1,0,1,1,0,0,leganes
Nils Mortimer,67265795,0,0,0,0,0,0,0,1,0,0,1,1,1,1,leganes
Miguel,2000192899,0,0,0,0,0,0,0,1,1,1,1,1,0,0,leganes
Jose Carlos,2000438639,0,0,0,0,1,0,0,0,1,0,1,1,1,0,realhisp
Adrian Molina,2000570287,0,0,0,0,0,0,1,1,0,0,1,0,0,0,realhisp
Fabio Blanco,2000034357,0,0,0,0,0,0,0,1,0,0,1,0,0,0,realhisp
Giovanni Cabrera,2000439549,0,0,0,0,0,0,0,0,0,0,1,0,0,1,realhisp
Martín Martínez,2000439252,0,0,0,0,0,0,0,0,0,1,1,1,1,0,realhisp
Kylian Mbappé,85139014,0,0,0,0,0,0,0,0,0,0,1,0,1,1,rmdrd
Raheem Sterling,28054109,0,0,0,0,0,0,0,1,0,1,1,1,1,1,rmdrd
Lê,2000410610,0,0,0,0,0,0,0,0,0,0,1,0,0,1,rmdrd
Vinícius Júnior,19302146,0,0,0,0,0,0,0,0,0,1,1,0,1,1,rmdrd
Boris Peters,2000506902,0,0,0,0,0,0,0,0,0,0,1,0,0,1,rmdrd
Jadon Sancho,28108490,0,0,0,0,0,0,0,1,0,1,1,1,1,0,rmdrd
Odsonne Edouard,48036880,0,0,0,0,0,0,0,0,0,0,1,1,1,1,rmdrd
Ciprian Trandafir,2000189363,0,0,0,0,1,0,0,1,0,0,1,0,0,0,rmdrd
Roberto Bonilla,2000569765,0,0,0,0,0,0,0,0,0,0,1,0,1,1,rmdrd
Piotr Jabłoński,2000623979,0,1,0,0,1,0,0,0,0,0,1,0,0,0,rsana
Luka Bransteter,2000054638,0,0,0,0,0,0,0,0,0,0,1,0,0,1,rsana
Adam Hlozek,31041522,0,0,0,0,0,0,0,0,0,0,1,0,1,1,rsana
Tibo De Vos,2000663034,0,0,0,0,0,0,0,0,0,0,1,0,0,1,rsana
Mikel Oyarzábal,67220143,0,0,0,0,0,0,0,0,0,0,1,1,1,1,rsana
Gabriel Martinelli,19351309,0,0,0,0,0,0,0,0,0,0,1,1,1,1,rsana
Kai Ocaña,2000194470,0,1,0,0,0,0,0,1,0,0,1,0,0,0,rsana
Felipe,2000510074,0,0,0,0,0,0,0,1,0,0,1,0,0,1,rsana
Koldo Valencia,2000663358,0,0,0,0,0,0,0,1,0,0,1,1,1,0,rsana
Isaac Lihadji,49048366,0,0,0,0,0,0,0,1,0,0,1,1,0,0,sevilla
Raphinha,19242277,0,0,0,0,0,0,0,1,0,1,1,0,1,0,sevilla
Munir,67174735,0,0,0,0,0,0,0,0,0,1,1,1,1,1,sevilla
Valeri Gavazov,2000215456,0,0,0,0,0,0,0,0,1,0,1,1,0,0,sevilla
Rogelinho,2000439844,0,0,0,0,0,0,0,1,0,0,1,0,0,1,sevilla
Lucas Ocampos,14031132,0,0,0,0,0,0,0,0,0,1,1,1,1,1,sevilla
Morten Thorsby,53098756,0,0,0,0,1,1,0,1,1,0,1,0,0,0,valencia
Gabriel Jesus,19220266,0,0,0,0,0,0,0,0,0,0,1,1,1,1,valencia
Nico Serrano,67295206,0,0,0,0,0,0,0,1,0,1,1,1,1,1,valencia
Aron Ehlers,2000194937,0,0,0,0,0,0,0,1,0,0,1,0,0,0,valencia
Alberto Leon Fernández,2000631656,0,0,0,0,0,0,0,1,0,0,1,0,0,1,vallecano
Yann Karamoh,85144982,0,0,0,0,0,0,0,1,0,1,1,0,1,1,vallecano
Roberto,2000440887,0,0,0,0,0,0,0,0,0,0,1,1,0,1,vallecano
Eugenio,2000632614,0,0,0,0,0,0,0,1,0,0,1,0,0,1,vallecano
Juan Artola,67260216,0,0,0,0,0,0,0,1,1,1,1,1,1,1,vallecano
Mama Baldé,55070279,0,1,0,0,0,0,0,1,0,0,1,0,1,1,vallecano
Gaizka Larrazabal,67256616,0,0,0,0,0,0,0,1,0,0,1,0,0,0,vallecano
Julio Villalba,79028819,0,0,0,0,0,0,0,0,0,0,1,1,0,1,vallecano
Mohamed Cissé,2000565877,0,0,0,0,0,0,0,0,0,0,1,0,0,1,vallecano
Christian Kouamé,43201838,0,0,0,0,0,0,0,0,0,0,1,0,1,1,vigo
Yago Freitas,2000570843,0,0,0,0,0,0,0,0,0,0,1,1,1,1,vigo
Gorka Alarcón,2000194477,0,0,0,0,0,0,0,1,0,0,1,1,0,0,vigo
Dawid Kownacki,96059679,0,0,0,0,0,0,0,1,0,1,1,0,1,1,vigo
Reiss Nelson,28107919,0,0,0,0,0,0,0,1,0,0,1,0,1,1,vigo
Emil Bohinen,53126104,0,0,0,0,0,0,0,0,1,0,1,1,0,0,vigo
Nino,2000511282,0,0,0,0,0,0,0,1,1,0,1,1,0,0,vigo
Samuel Chukwueze,67269484,0,0,0,0,0,0,0,1,0,0,1,0,1,0,villareal
Javi Ontiveros,67211745,0,0,0,0,0,0,0,1,0,1,1,1,1,0,villareal
Faustino,2000438001,0,0,0,0,0,0,0,0,0,0,1,1,0,1,villareal
Mohamed Cisse,2000509917,0,0,0,0,0,0,0,0,1,0,1,1,0,1,villareal
Gianfranco Giuffrè,2000272929,0,0,0,0,0,0,0,1,0,0,1,0,0,0,villareal
John Córdoba,2000416582,0,0,0,0,0,0,0,0,1,0,1,1,1,0,villareal
Francisco Conceição,83261140,0,0,0,0,0,0,0,1,0,1,1,0,1,0,villareal
Álex,2000509919,0,0,0,0,0,0,0,1,0,0,1,0,0,1,villareal
Ismaïla Sarr,48042766,0,0,0,0,0,0,0,1,0,0,1,0,1,1,zaragoza
Ruben Vargas,98041215,0,0,0,0,0,0,0,1,0,1,1,0,1,0,zaragoza
Fernando Silva,2000439540,0,0,0,0,0,0,0,1,0,0,1,0,0,1,zaragoza
Luis Carbonell,95078291,0,0,0,0,0,0,0,0,0,1,1,0,1,1,zaragoza
Javi Mas,2000511079,0,0,0,0,0,0,0,0,1,0,1,1,0,0,zaragoza
Malcom,19229435,0,0,0,0,0,0,0,1,0,1,1,1,1,0,zaragoza
Marvin,67277459,0,1,0,0,1,0,0,1,0,1,1,0,0,0,zaragoza
Jorge Tato,2000571897,0,0,0,0,0,0,0,0,0,0,1,0,0,1,zaragoza
