Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Eduardo Sarriegi,2000438820,0,1,0,1,0,1,1,0,0,0,0,0,0,0,realhisp
Omar Rekik,91187786,0,1,1,0,0,1,0,0,1,0,0,0,0,0,realhisp
Mujaid Sadick,67249928,0,1,1,0,0,0,0,0,0,0,0,0,0,0,realhisp
Friday Opara,2000442249,0,1,1,0,0,0,0,1,0,0,0,0,0,0,realhisp
Joselito,2000510697,0,1,1,1,0,0,0,0,0,0,0,0,0,0,realhisp
Takehiro Tomiyasu,45095490,0,1,1,0,1,0,0,0,0,0,0,0,0,0,rmdrd
Éder Militão,19273276,0,1,1,0,1,1,0,0,0,0,0,0,0,0,rmdrd
Fabrice Mbassi,2000191910,0,1,0,1,0,1,1,0,0,1,0,0,0,0,rmdrd
Abderrahmane Sefrioui,2000433189,0,1,0,0,0,1,0,0,1,0,0,0,0,0,rmdrd
Zinho Vanheusden,18091405,0,1,1,0,1,1,0,0,0,0,0,0,0,0,rmdrd
Pedro Porro,67268221,0,1,0,0,1,0,0,1,0,0,0,0,0,0,rmdrd
Isaac Guerra,2000439269,0,1,0,0,1,1,0,0,1,0,0,0,0,0,rmdrd
Piotr Jabłoński,2000623979,0,1,0,0,1,0,0,0,0,0,1,0,0,0,rsana
William Saliba,49039004,0,1,1,1,0,0,0,0,0,0,0,0,0,0,rsana
Brandon Williams,28115834,0,1,0,1,1,0,1,0,0,0,0,0,0,0,rsana
Lukas Mohr,2000432897,0,1,1,1,0,0,0,0,0,0,0,0,0,0,rsana
Kai Ocaña,2000194470,0,1,0,0,0,0,0,1,0,0,1,0,0,0,rsana
John Damiano,2000435431,0,1,1,0,0,1,0,0,1,0,0,0,0,0,rsana
Kyle Walker-Peters,29126231,0,1,0,1,1,0,0,0,0,0,0,0,0,0,sevilla
José María Noguera,2000438352,0,1,1,1,1,0,0,0,0,0,0,0,0,0,sevilla
Jordan Henderson,28005568,0,1,1,0,0,1,0,0,1,0,0,0,0,0,sevilla
Aaron Wan-Bissaka,28100123,0,1,0,0,1,0,0,0,0,0,0,0,0,0,valencia
Ivo Gujinović,2000565341,0,1,0,1,0,0,0,0,0,0,0,0,0,0,valencia
Sheldon Peltier,2000187635,0,1,0,1,0,0,1,0,0,0,0,0,0,0,valencia
Cristhian Mosquera,2000030816,0,1,1,0,0,0,0,0,0,0,0,0,0,0,valencia
Nikola Colic,2000212623,0,1,1,0,0,0,0,0,0,0,0,0,0,0,vallecano
Ramón Santos,2000440896,0,1,1,0,0,1,0,0,0,0,0,0,0,0,vallecano
Silvan Hefti,98038279,0,1,1,0,0,0,0,0,0,0,0,0,0,0,vallecano
Carlos Abraham,2000440884,0,1,1,0,0,1,0,0,1,0,0,0,0,0,vallecano
Mama Baldé,55070279,0,1,0,0,0,0,0,1,0,0,1,0,1,1,vallecano
Andrejs Ciganiks,37075484,0,1,0,1,1,0,1,0,0,1,0,0,1,0,vigo
Pedro Esperancinha,2000437963,0,1,1,1,0,0,0,0,0,0,0,0,0,0,vigo
Odilon Kossounou,93127195,0,1,1,0,1,1,0,0,1,0,0,0,0,0,villareal
Didier,2000509916,0,1,1,0,1,1,0,0,1,0,0,0,0,0,villareal
Dmytro Smalyukh,2000461897,0,1,1,1,0,0,0,0,0,0,0,0,0,0,villareal
Wanderson Bastos,2000410491,0,1,0,1,1,0,0,0,0,0,0,0,0,0,villareal
Óscar Gil,67227188,0,1,0,1,0,0,0,0,0,0,0,0,0,0,zaragoza
Alejandro Francés,67281886,0,1,1,1,0,0,0,0,0,0,0,0,0,0,zaragoza
Marvin,67277459,0,1,0,0,1,0,0,1,0,1,1,0,0,0,zaragoza
Francisco Jesús,2000511084,0,1,1,1,1,1,0,0,0,0,0,0,0,0,zaragoza
