Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Jorge De Frutos,67231100,0,0,0,0,0,0,0,1,0,1,1,0,1,0,espanyol
Miguel Menino,83320117,0,0,0,0,0,0,0,1,0,0,1,0,1,0,espanyol
Moussa Djenepo,6601602,0,0,0,0,0,0,0,1,0,1,1,1,1,1,granada
Jesse Lingard,28047560,0,0,0,0,0,0,0,1,1,1,1,1,1,1,granada
Edimilson Fernandes,98030084,0,0,0,0,0,1,0,1,1,0,1,1,0,0,granada
Félix,2000192673,0,0,0,0,0,0,0,1,1,0,1,1,0,0,granada
Gil Dias,55082920,0,0,0,1,0,0,0,1,0,0,1,1,1,0,laspalmas
Àlex Collado,67246435,0,0,0,0,0,0,0,1,1,1,1,1,1,0,leganes
Che Nunnely,37055838,0,0,0,0,0,0,0,1,0,1,1,0,1,0,leganes
Freddy Vargas,86061304,0,0,0,0,0,0,0,1,0,1,1,1,1,0,leganes
Olaus Skarsem,89051875,0,0,0,0,0,0,0,1,1,0,1,1,1,1,leganes
Ifeanyi Mathew,53141633,0,0,0,0,0,1,0,1,1,0,1,1,0,0,leganes
Nils Mortimer,67265795,0,0,0,0,0,0,0,1,0,0,1,1,1,1,leganes
Miguel,2000192899,0,0,0,0,0,0,0,1,1,1,1,1,0,0,leganes
Adrian Molina,2000570287,0,0,0,0,0,0,1,1,0,0,1,0,0,0,realhisp
Fabio Blanco,2000034357,0,0,0,0,0,0,0,1,0,0,1,0,0,0,realhisp
Friday Opara,2000442249,0,1,1,0,0,0,0,1,0,0,0,0,0,0,realhisp
Raheem Sterling,28054109,0,0,0,0,0,0,0,1,0,1,1,1,1,1,rmdrd
Jadon Sancho,28108490,0,0,0,0,0,0,0,1,0,1,1,1,1,0,rmdrd
Pedro Porro,67268221,0,1,0,0,1,0,0,1,0,0,0,0,0,0,rmdrd
Ciprian Trandafir,2000189363,0,0,0,0,1,0,0,1,0,0,1,0,0,0,rmdrd
John Bueno,2000419425,0,0,0,0,0,0,0,1,1,0,0,1,0,0,rsana
Kai Ocaña,2000194470,0,1,0,0,0,0,0,1,0,0,1,0,0,0,rsana
Felipe,2000510074,0,0,0,0,0,0,0,1,0,0,1,0,0,1,rsana
Koldo Valencia,2000663358,0,0,0,0,0,0,0,1,0,0,1,1,1,0,rsana
Agustín,2000440745,0,0,0,0,0,0,0,1,1,0,0,1,0,0,sevilla
Isaac Lihadji,49048366,0,0,0,0,0,0,0,1,0,0,1,1,0,0,sevilla
Raphinha,19242277,0,0,0,0,0,0,0,1,0,1,1,0,1,0,sevilla
Rogelinho,2000439844,0,0,0,0,0,0,0,1,0,0,1,0,0,1,sevilla
Koke,67047092,0,0,0,0,0,1,0,1,1,1,0,0,0,0,sevilla
Morten Thorsby,53098756,0,0,0,0,1,1,0,1,1,0,1,0,0,0,valencia
Nico Serrano,67295206,0,0,0,0,0,0,0,1,0,1,1,1,1,1,valencia
Aron Ehlers,2000194937,0,0,0,0,0,0,0,1,0,0,1,0,0,0,valencia
Bart Ramselaar,37045888,0,0,0,0,0,0,0,1,1,1,0,1,1,0,vallecano
Alberto Leon Fernández,2000631656,0,0,0,0,0,0,0,1,0,0,1,0,0,1,vallecano
Yann Karamoh,85144982,0,0,0,0,0,0,0,1,0,1,1,0,1,1,vallecano
Eugenio,2000632614,0,0,0,0,0,0,0,1,0,0,1,0,0,1,vallecano
Juan Artola,67260216,0,0,0,0,0,0,0,1,1,1,1,1,1,1,vallecano
Mama Baldé,55070279,0,1,0,0,0,0,0,1,0,0,1,0,1,1,vallecano
Gaizka Larrazabal,67256616,0,0,0,0,0,0,0,1,0,0,1,0,0,0,vallecano
Gorka Alarcón,2000194477,0,0,0,0,0,0,0,1,0,0,1,1,0,0,vigo
Dawid Kownacki,96059679,0,0,0,0,0,0,0,1,0,1,1,0,1,1,vigo
Reiss Nelson,28107919,0,0,0,0,0,0,0,1,0,0,1,0,1,1,vigo
Nino,2000511282,0,0,0,0,0,0,0,1,1,0,1,1,0,0,vigo
Andrés Torres,2000628761,0,0,0,0,0,0,0,1,1,0,0,1,0,0,villareal
Samuel Chukwueze,67269484,0,0,0,0,0,0,0,1,0,0,1,0,1,0,villareal
Javi Ontiveros,67211745,0,0,0,0,0,0,0,1,0,1,1,1,1,0,villareal
Gianfranco Giuffrè,2000272929,0,0,0,0,0,0,0,1,0,0,1,0,0,0,villareal
Francisco Conceição,83261140,0,0,0,0,0,0,0,1,0,1,1,0,1,0,villareal
Álex,2000509919,0,0,0,0,0,0,0,1,0,0,1,0,0,1,villareal
Alejandro Balde,67296654,0,0,0,1,0,0,1,1,0,1,0,0,1,0,zaragoza
Ismaïla Sarr,48042766,0,0,0,0,0,0,0,1,0,0,1,0,1,1,zaragoza
Ruben Vargas,98041215,0,0,0,0,0,0,0,1,0,1,1,0,1,0,zaragoza
Fernando Silva,2000439540,0,0,0,0,0,0,0,1,0,0,1,0,0,1,zaragoza
Malcom,19229435,0,0,0,0,0,0,0,1,0,1,1,1,1,0,zaragoza
Marvin,67277459,0,1,0,0,1,0,0,1,0,1,1,0,0,0,zaragoza
