Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
John Damiano,2000435431,0,1,1,0,0,1,0,0,1,0,0,0,0,0,rsana
Souza,2000607666,0,0,1,1,0,1,0,0,1,0,0,0,0,0,rsana
Scott Diaz,2000706461,0,0,0,0,0,1,0,0,1,0,0,1,0,0,rsana
Emmanuel,2000569770,0,0,1,1,0,1,0,0,0,0,0,0,0,0,sevilla
Martín Zubimendi,67246385,0,0,0,0,0,1,0,0,1,0,0,0,0,0,sevilla
Joan Jordán,67187249,0,0,0,0,0,1,0,0,1,0,0,0,0,0,sevilla
Federico Real,2000193194,0,0,1,0,0,1,0,0,1,0,0,0,0,0,sevilla
Dario Maresic,16170605,0,0,1,0,0,1,0,0,0,0,0,0,0,0,sevilla
Jordan Henderson,28005568,0,1,1,0,0,1,0,0,1,0,0,0,0,0,sevilla
Koke,67047092,0,0,0,0,0,1,0,1,1,1,0,0,0,0,sevilla
Óliver,67169689,0,0,0,0,0,1,0,0,1,1,0,1,1,0,sevilla
Sebastián,2000569766,0,0,0,0,0,1,0,0,0,0,0,1,0,0,sevilla
Urko González de Zárate,2000058330,0,0,1,0,0,1,0,0,1,0,0,0,0,0,valencia
Morten Thorsby,53098756,0,0,0,0,1,1,0,1,1,0,1,0,0,0,valencia
Orkun Kökçü,37061602,0,0,0,0,0,1,0,0,1,0,0,1,0,0,valencia
Mouctar Diakhaby,48036643,0,0,1,0,0,1,0,0,0,0,0,0,0,0,valencia
Georges Teixeira,2000187375,0,0,1,0,0,1,0,0,0,0,0,0,0,0,valencia
Rodri,67217524,0,0,0,0,0,1,0,0,1,0,0,0,0,0,valencia
Ramón Santos,2000440896,0,1,1,0,0,1,0,0,0,0,0,0,0,0,vallecano
Pierre Kunde,67211690,0,0,0,0,0,1,0,0,1,0,0,1,0,0,vallecano
Uğur Özbay,2000432893,0,0,0,1,0,1,1,0,1,0,0,0,0,0,vallecano
Carlos Abraham,2000440884,0,1,1,0,0,1,0,0,1,0,0,0,0,0,vallecano
Santi Comesaña,67224142,0,0,1,0,0,1,0,0,1,0,0,0,0,0,vallecano
Javi Martínez,67249495,0,0,0,0,0,1,0,0,1,0,0,1,0,0,vallecano
Jon Moncayola,67267210,0,0,0,0,0,1,0,0,1,0,0,0,0,0,vallecano
Álvaro García,89062864,0,0,1,0,0,1,0,0,1,0,0,0,0,0,vallecano
Samy Chouchane,2000010841,0,0,0,0,0,1,0,0,1,0,0,0,0,0,vallecano
Luís Rodrigues,2000436535,0,0,1,0,0,1,0,0,1,0,0,0,0,0,vigo
Antonio Blanco,67256515,0,0,0,0,0,1,0,0,1,0,0,0,0,0,vigo
Billy Gilmour,61078265,0,0,0,0,0,1,0,0,1,0,0,1,0,0,vigo
Manu Morlanes,67228802,0,0,0,0,0,1,0,0,1,0,0,0,0,0,vigo
Junior Esparragoza,2000179937,0,0,1,0,1,1,0,0,0,0,0,0,0,0,vigo
Odilon Kossounou,93127195,0,1,1,0,1,1,0,0,1,0,0,0,0,0,villareal
Didier,2000509916,0,1,1,0,1,1,0,0,1,0,0,0,0,0,villareal
Oriol Busquets,67225653,0,0,1,0,0,1,0,0,1,0,0,0,0,0,villareal
Luis Vicente,2000438000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,villareal
Óliver Pueyo,2000569557,0,0,0,0,0,1,0,0,1,0,0,0,0,0,villareal
Maxence Caqueret,48044737,0,0,0,0,0,1,0,0,1,0,0,0,0,0,villareal
Manu Morlanes,67228802,0,0,0,0,0,1,0,0,1,0,0,0,0,0,villareal
Francho,67278162,0,0,0,0,0,1,0,0,1,0,0,0,0,0,zaragoza
Dídac,2000437768,0,0,0,0,0,1,0,0,1,0,0,1,0,1,zaragoza
Francisco Jesús,2000511084,0,1,1,1,1,1,0,0,0,0,0,0,0,0,zaragoza
