Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Álvaro García,89062864.0,14.33,9.88,11.5,11.17,7.17,9.67,10.5,12.08,vallecano
Luís Rodrigues,2000436535.0,15.0,13.75,11.0,12.0,8.0,12.33,11.5,14.0,vigo
Ricardo Graça,83107071.0,13.67,13.75,13.5,11.0,11.33,11.67,12.5,12.83,vigo
Germán,2000194475.0,12.0,14.75,13.0,9.0,8.5,8.83,15.5,13.5,vigo
Ali Tweed,2000432931.0,13.33,12.5,13.0,8.67,7.17,7.5,15.5,13.5,vigo
Timo Zaal,2000022712.0,14.0,13.38,15.0,8.5,6.33,6.0,15.5,12.42,vigo
Junior Esparragoza,2000179937.0,14.0,14.0,12.5,10.17,7.17,7.33,11.0,13.75,vigo
Pedro Esperancinha,2000437963.0,12.33,15.25,12.25,8.67,6.33,8.17,10.5,14.58,vigo
Odilon Kossounou,93127195.0,13.0,12.75,14.25,9.83,10.33,9.0,15.0,13.33,villareal
Didier,2000509916.0,14.0,15.75,15.0,11.0,10.67,11.0,12.5,14.17,villareal
Iván Muñoz,67295020.0,14.67,13.12,14.0,9.33,10.5,8.83,14.5,13.0,villareal
Oriol Busquets,67225653.0,14.17,13.5,13.5,14.67,11.17,13.0,13.5,13.83,villareal
Dmytro Smalyukh,2000461897.0,15.33,14.25,13.5,10.67,9.5,11.67,11.5,14.0,villareal
Abdul Mumin,27128916.0,15.33,14.75,14.5,14.0,9.67,10.0,15.0,13.0,villareal
Alejandro Francés,67281886.0,14.33,14.5,14.0,11.5,9.83,11.17,12.5,14.25,zaragoza
Arkadiusz Marciniak,2000232548.0,14.67,15.62,14.25,9.5,8.33,7.83,14.5,12.5,zaragoza
Quique Clemente,67246261.0,14.0,13.12,14.25,13.83,10.33,13.17,12.0,13.67,zaragoza
Francisco Jesús,2000511084.0,12.67,13.38,11.5,9.83,9.17,11.67,11.0,11.42,zaragoza
