Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Tommaso Augello,43096264,0,0,0,1,0,0,1,0,0,1,0,0,0,0,coruna
Tasos Chatzigiovanis,36096701,0,0,0,0,0,0,0,1,0,1,1,0,1,0,coruna
Francisco Conceição,83261140,0,0,0,0,0,0,0,1,0,1,1,0,1,0,espanyol
Jorge De Frutos,67231100,0,0,0,0,0,0,0,1,0,1,1,0,1,0,espanyol
Matías Vargas,14141967,0,0,0,0,0,0,0,0,0,1,0,1,1,0,espanyol
Noé Blasco,2000440885,0,0,0,0,0,0,0,0,0,1,1,0,1,0,espanyol
Moussa Djenepo,6601602,0,0,0,0,0,0,0,1,0,1,1,1,1,1,granada
Domingo Funcasta,2000510087,0,0,0,0,0,0,0,0,0,1,1,0,1,0,granada
Jesse Lingard,28047560,0,0,0,0,0,0,0,1,1,1,1,1,1,1,granada
Javi Galán,67243881,0,0,0,1,0,0,1,0,0,1,0,0,1,0,laspalmas
Isaiah Álvarez,2000630129,0,0,0,0,0,0,0,0,0,1,0,0,1,1,laspalmas
Thomas Michel,2000434743,0,0,0,0,0,0,0,0,0,1,0,0,1,0,laspalmas
Adailson,2000664048,0,0,0,0,0,0,0,0,0,1,0,0,1,0,laspalmas
Àlex Collado,67246435,0,0,0,0,0,0,0,1,1,1,1,1,1,0,leganes
Che Nunnely,37055838,0,0,0,0,0,0,0,1,0,1,1,0,1,0,leganes
Freddy Vargas,86061304,0,0,0,0,0,0,0,1,0,1,1,1,1,0,leganes
Javier Pascua,2000573866,0,0,0,0,0,0,0,0,0,1,0,1,1,1,leganes
Gianluca Bellucci,2000508898,0,0,0,0,0,0,0,0,1,1,1,1,0,0,leganes
Miguel,2000192899,0,0,0,0,0,0,0,1,1,1,1,1,0,0,leganes
Pablo Pérez,2000014927,0,0,0,1,0,0,1,0,0,1,0,0,1,0,realhisp
Valentín Delmás,2000192672,0,0,1,0,0,1,0,0,1,1,0,0,0,0,realhisp
Alexis,2000438631,0,0,0,0,0,0,0,0,1,1,0,0,1,0,realhisp
Txus Alba,2000048420,0,0,0,0,0,1,0,0,1,1,0,1,1,0,realhisp
Eiður Gauti Sigurpálsson,2000355767,0,0,0,0,0,0,0,0,1,1,0,0,1,0,realhisp
Martín Martínez,2000439252,0,0,0,0,0,0,0,0,0,1,1,1,1,0,realhisp
Angeliño,28095342,0,0,0,1,0,0,1,0,0,1,0,0,0,0,rmdrd
Juan Martín Sancho,2000377686,0,0,0,0,0,0,0,0,1,1,0,0,1,0,rmdrd
Raheem Sterling,28054109,0,0,0,0,0,0,0,1,0,1,1,1,1,1,rmdrd
Vinícius Júnior,19302146,0,0,0,0,0,0,0,0,0,1,1,0,1,1,rmdrd
Fabrice Mbassi,2000191910,0,1,0,1,0,1,1,0,0,1,0,0,0,0,rmdrd
Jadon Sancho,28108490,0,0,0,0,0,0,0,1,0,1,1,1,1,0,rmdrd
Matthias Hasa,2000568032,0,0,0,0,0,0,0,0,0,1,0,0,1,0,rsana
Pablo,2000572050,0,0,0,0,0,0,1,0,0,1,0,0,1,0,rsana
Rubén,2000510866,0,0,0,1,0,0,1,0,0,1,0,0,0,0,sevilla
Raphinha,19242277,0,0,0,0,0,0,0,1,0,1,1,0,1,0,sevilla
Munir,67174735,0,0,0,0,0,0,0,0,0,1,1,1,1,1,sevilla
Lucas Ocampos,14031132,0,0,0,0,0,0,0,0,0,1,1,1,1,1,sevilla
Mads Pedersen,27088224,0,0,0,1,0,0,1,0,0,1,0,0,0,0,sevilla
Koke,67047092,0,0,0,0,0,1,0,1,1,1,0,0,0,0,sevilla
Óliver,67169689,0,0,0,0,0,1,0,0,1,1,0,1,1,0,sevilla
Sérgio Mané,2000507867,0,0,0,0,0,0,0,0,1,1,0,1,1,0,valencia
José Gayà,67178177,0,0,0,1,0,0,1,0,0,1,0,0,0,0,valencia
Nico Serrano,67295206,0,0,0,0,0,0,0,1,0,1,1,1,1,1,valencia
Bart Ramselaar,37045888,0,0,0,0,0,0,0,1,1,1,0,1,1,0,vallecano
Yann Karamoh,85144982,0,0,0,0,0,0,0,1,0,1,1,0,1,1,vallecano
Juan Artola,67260216,0,0,0,0,0,0,0,1,1,1,1,1,1,1,vallecano
José Alberto Nieto,2000197171,0,0,0,0,0,0,0,0,1,1,0,1,1,0,vallecano
Andrejs Ciganiks,37075484,0,1,0,1,1,0,1,0,0,1,0,0,1,0,vigo
Octavian Popescu,57175903,0,0,0,0,0,0,0,0,1,1,0,1,1,0,vigo
Dawid Kownacki,96059679,0,0,0,0,0,0,0,1,0,1,1,0,1,1,vigo
Javi Ontiveros,67211745,0,0,0,0,0,0,0,1,0,1,1,1,1,0,villareal
Alfonso Pedraza,67212046,0,0,0,1,0,0,1,0,0,1,0,0,1,0,villareal
Francisco Conceição,83261140,0,0,0,0,0,0,0,1,0,1,1,0,1,0,villareal
Alejandro Balde,67296654,0,0,0,1,0,0,1,1,0,1,0,0,1,0,zaragoza
Ruben Vargas,98041215,0,0,0,0,0,0,0,1,0,1,1,0,1,0,zaragoza
Eric Kahl,93142833,0,0,0,1,0,0,1,0,0,1,0,0,0,0,zaragoza
Luis Carbonell,95078291,0,0,0,0,0,0,0,0,0,1,1,0,1,1,zaragoza
Jesus Carrasco,2000439537,0,0,0,0,0,0,0,0,0,1,0,1,1,1,zaragoza
Malcom,19229435,0,0,0,0,0,0,0,1,0,1,1,1,1,0,zaragoza
Marvin,67277459,0,1,0,0,1,0,0,1,0,1,1,0,0,0,zaragoza
Ander Imaz,2000439533,0,0,0,0,0,0,0,0,0,1,0,0,1,1,zaragoza
