Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Sebastián Cabrera,75036622,0,0,0,1,0,0,1,0,0,0,0,0,0,0,leganes
Eduardo Sarriegi,2000438820,0,1,0,1,0,1,1,0,0,0,0,0,0,0,realhisp
Pablo Pérez,2000014927,0,0,0,1,0,0,1,0,0,1,0,0,1,0,realhisp
Kostyantyn Vivcharenko,71113673,0,0,1,1,0,0,1,0,0,0,0,0,0,0,realhisp
Talla Mendy,2000510695,0,0,0,1,0,0,1,0,0,0,0,0,0,0,realhisp
Joselito,2000510697,0,1,1,1,0,0,0,0,0,0,0,0,0,0,realhisp
Angeliño,28095342,0,0,0,1,0,0,1,0,0,1,0,0,0,0,rmdrd
Fabrice Mbassi,2000191910,0,1,0,1,0,1,1,0,0,1,0,0,0,0,rmdrd
William Saliba,49039004,0,1,1,1,0,0,0,0,0,0,0,0,0,0,rsana
Brandon Williams,28115834,0,1,0,1,1,0,1,0,0,0,0,0,0,0,rsana
David Carmo,83111598,0,0,1,1,0,1,0,0,0,0,0,0,0,0,rsana
Lukas Mohr,2000432897,0,1,1,1,0,0,0,0,0,0,0,0,0,0,rsana
Souza,2000607666,0,0,1,1,0,1,0,0,1,0,0,0,0,0,rsana
Kyle Walker-Peters,29126231,0,1,0,1,1,0,0,0,0,0,0,0,0,0,sevilla
Emmanuel,2000569770,0,0,1,1,0,1,0,0,0,0,0,0,0,0,sevilla
José Marsà,67279755,0,0,1,1,0,0,0,0,0,0,0,0,0,0,sevilla
Rubén,2000510866,0,0,0,1,0,0,1,0,0,1,0,0,0,0,sevilla
José María Noguera,2000438352,0,1,1,1,1,0,0,0,0,0,0,0,0,0,sevilla
Mads Pedersen,27088224,0,0,0,1,0,0,1,0,0,1,0,0,0,0,sevilla
Andri Fannar Sigurgeirsson,2000439839,0,0,1,1,0,0,0,0,1,0,0,0,0,0,sevilla
Rubén Iranzo,2000032467,0,0,1,1,0,0,0,0,0,0,0,0,0,0,valencia
José Gayà,67178177,0,0,0,1,0,0,1,0,0,1,0,0,0,0,valencia
Ivo Gujinović,2000565341,0,1,0,1,0,0,0,0,0,0,0,0,0,0,valencia
Sheldon Peltier,2000187635,0,1,0,1,0,0,1,0,0,0,0,0,0,0,valencia
Nicolas Cozza,49037761,0,0,1,1,0,0,0,0,0,0,0,0,0,0,valencia
Jordi,2000513013,0,0,1,1,0,0,1,0,0,0,0,0,0,0,vallecano
Manu Sánchez,67284340,0,0,0,1,0,0,1,0,0,0,0,0,0,0,vallecano
Uğur Özbay,2000432893,0,0,0,1,0,1,1,0,1,0,0,0,0,0,vallecano
Andrejs Ciganiks,37075484,0,1,0,1,1,0,1,0,0,1,0,0,1,0,vigo
Aarón Martín,67196209,0,0,0,1,0,0,1,0,0,0,0,0,0,0,vigo
Pedro Esperancinha,2000437963,0,1,1,1,0,0,0,0,0,0,0,0,0,0,vigo
Iván Muñoz,67295020,0,0,1,1,0,0,0,0,0,0,0,0,0,0,villareal
Dmytro Smalyukh,2000461897,0,1,1,1,0,0,0,0,0,0,0,0,0,0,villareal
Alfonso Pedraza,67212046,0,0,0,1,0,0,1,0,0,1,0,0,1,0,villareal
Wanderson Bastos,2000410491,0,1,0,1,1,0,0,0,0,0,0,0,0,0,villareal
Óscar Gil,67227188,0,1,0,1,0,0,0,0,0,0,0,0,0,0,zaragoza
Alejandro Francés,67281886,0,1,1,1,0,0,0,0,0,0,0,0,0,0,zaragoza
Alejandro Balde,67296654,0,0,0,1,0,0,1,1,0,1,0,0,1,0,zaragoza
Eric Kahl,93142833,0,0,0,1,0,0,1,0,0,1,0,0,0,0,zaragoza
Francisco Jesús,2000511084,0,1,1,1,1,1,0,0,0,0,0,0,0,0,zaragoza
