Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Jonay Morán,2000194461,0,0,0,0,0,0,0,0,1,1,0,1,0,0,barc
Joan Planchart,2000509911,0,1,0,0,0,1,0,0,1,0,0,0,0,0,barc
Ilaix Moriba,67279753,0,0,0,0,0,1,0,0,1,0,0,1,0,0,barc
Dejan Kulusevski,43295814,0,0,0,0,0,0,0,1,1,0,1,1,0,1,barc
Vítor Ferreira,83174762,0,0,0,0,0,1,0,0,1,0,0,1,0,0,barc
Gennady Korshunov,2000238109,0,0,0,0,0,0,0,0,1,0,0,1,0,1,barc
Oihan Sancet,67260204,0,0,0,0,0,0,0,0,1,0,0,1,0,0,bilbao
Unai Vencedor,67260207,0,0,1,0,0,1,0,0,1,0,0,0,0,0,bilbao
Íñigo Herrera,2000510687,0,0,0,0,0,0,0,0,1,1,1,0,1,0,bilbao
Romain Bertrand,2000438620,0,0,0,0,0,0,0,0,1,0,1,0,0,1,bilbao
Fran Alonso,2000570282,0,0,0,0,0,0,0,1,1,0,1,1,0,0,bilbao
Aimar Oroz,67276375,0,0,0,0,0,0,0,0,1,1,1,1,1,0,bilbao
Ander Guevara,67246381,0,0,0,0,0,1,0,0,1,0,0,0,0,0,bilbao
Javier Karanka,2000193733,0,0,0,0,0,0,0,1,1,0,1,0,1,0,bilbao
Jon Magunazelaia,2000438619,0,0,0,0,0,0,0,0,1,1,0,1,1,1,bilbao
Mateusz Bogusz,96129140,0,0,0,0,0,0,0,0,1,0,0,1,0,0,cadiz
Gerardo Gallardo,2000440602,0,0,0,0,0,0,0,1,1,0,1,1,0,0,cadiz
Toni Dorado,2000197158,0,0,0,0,0,0,0,0,1,0,0,1,0,1,cadiz
Tiago Geralnik,14224252,0,0,0,0,0,0,0,0,1,0,0,1,1,0,cadiz
Checa,2000438637,0,0,0,0,0,0,0,0,1,0,0,0,0,0,cadiz
Luciano Ferreyra,14227040,0,0,0,0,0,0,0,0,1,0,0,1,1,0,cadiz
Mamadou Loum,83100794,0,0,0,0,0,1,0,0,1,0,0,0,0,0,cadiz
Tarsi Bakero,2000193403,0,0,1,0,0,1,0,0,1,0,0,0,0,0,cadiz
Yesinguer Vinasco,2000415655,0,0,0,0,0,0,0,0,1,0,0,1,0,1,cadiz
Juan Luis,2000664823,0,0,1,1,0,0,0,0,1,0,0,0,0,0,cadiz
Luis Muñoz,90065199,0,1,1,0,0,1,0,0,1,0,0,0,0,0,coruna
Karim Pérez,2000193717,0,1,1,0,0,1,0,0,1,0,0,0,0,0,coruna
Jan Crettaz,2000571662,0,0,0,0,0,1,0,0,1,1,0,0,0,0,coruna
Kepa Uriarte,67277833,0,0,0,0,0,0,0,0,1,1,0,0,1,0,coruna
Ismael Gutiérrez,67298778,0,0,0,0,0,1,0,0,1,0,0,0,0,0,coruna
Mirko Ladrón de Guevara,14197826,0,0,0,0,0,1,0,0,1,0,0,0,0,0,coruna
Salva Gutiérrez,2000571656,0,0,0,0,0,0,0,0,1,0,0,1,0,0,coruna
Joaquín Correa,14042683,0,0,0,0,0,0,0,0,1,1,1,1,1,1,coruna
Leander Dendoncker,18057380,0,0,1,0,0,1,0,0,1,0,0,0,0,0,coruna
Pape Gueye,48043484,0,0,0,0,0,1,0,0,1,0,0,0,0,0,coruna
Oier Zarraga,67260201,0,0,0,0,0,0,0,1,1,0,1,1,0,0,espanyol
Óscar Melendo,67214687,0,0,0,0,0,0,0,1,1,0,1,1,0,0,espanyol
Brais Méndez,67199158,0,0,0,0,0,0,0,1,1,0,0,1,0,0,espanyol
Rami Hajal,93099931,0,0,0,0,0,0,0,0,1,0,0,1,0,0,espanyol
Carlos,2000202592,0,0,1,0,0,1,0,0,1,0,0,0,0,0,espanyol
Ulises Campus,2000273292,0,0,1,0,0,1,0,0,1,0,0,0,0,0,granada
Iván Martínez,2000510865,0,0,0,0,1,0,0,0,1,0,1,0,0,1,granada
Serafín,2000512562,0,0,0,0,0,0,0,0,1,0,1,1,1,0,granada
Jose Luis,2000438355,0,0,0,0,0,0,0,0,1,0,0,1,0,1,granada
Olmo,2000512864,0,0,0,0,1,1,0,0,1,0,0,0,0,0,granada
Eugenio Caínzos,2000630560,0,0,0,0,0,0,0,0,1,0,0,1,0,0,granada
Alberto Quintana,67280840,0,0,1,0,0,1,0,0,1,0,0,0,0,0,granada
Jesse Lingard,28047560,0,0,0,0,0,0,0,1,1,1,1,1,1,1,granada
Edimilson Fernandes,98030084,0,0,0,0,0,1,0,1,1,0,1,1,0,0,granada
Félix,2000192673,0,0,0,0,0,0,0,1,1,0,1,1,0,0,granada
Antonio Raúl Escuín,2000440594,0,0,1,0,0,1,0,0,1,0,0,0,0,0,granada
Migue Ortiz,2000630559,0,0,0,0,0,0,0,0,1,0,1,1,1,0,granada
Fajar Bayhaqi,2000439532,0,0,1,0,0,0,0,0,1,0,0,0,0,0,laspalmas
José,2000570829,0,0,0,0,0,0,0,0,1,0,0,1,0,0,laspalmas
Jean-Victor Makengo,85144993,0,0,0,0,0,1,0,0,1,0,0,0,0,0,laspalmas
Beñat Sanz,2000439251,0,0,0,0,0,0,0,0,1,0,0,1,0,0,laspalmas
Paul Akouokou,33066648,0,0,0,0,0,1,0,0,1,0,0,0,0,0,laspalmas
Enzo Loiodice,49045906,0,0,0,0,0,0,0,0,1,0,0,1,1,0,laspalmas
Leo Díaz,2000630127,0,0,0,0,0,0,0,0,1,0,1,1,0,0,laspalmas
Ryan Johansson,90086790,0,1,0,1,1,1,0,0,1,0,0,0,0,0,leganes
Braian Cufré,14131295,0,0,0,1,0,1,1,0,1,0,0,0,0,0,leganes
Àlex Collado,67246435,0,0,0,0,0,0,0,1,1,1,1,1,1,0,leganes
John McGinn,61043070,0,0,0,0,0,1,0,0,1,0,0,1,0,0,leganes
Amarildo Gojani,2000505067,0,0,0,0,0,0,0,0,1,0,0,1,0,0,leganes
Olaus Skarsem,89051875,0,0,0,0,0,0,0,1,1,0,1,1,1,1,leganes
Gianluca Bellucci,2000508898,0,0,0,0,0,0,0,0,1,1,1,1,0,0,leganes
Rodrigo Zalazar,67271371,0,0,0,0,0,1,0,0,1,0,0,1,0,0,leganes
Ifeanyi Mathew,53141633,0,0,0,0,0,1,0,1,1,0,1,1,0,0,leganes
Óscar Clemente,67259874,0,0,0,0,0,0,0,0,1,0,0,1,1,0,leganes
Miguel,2000192899,0,0,0,0,0,0,0,1,1,1,1,1,0,0,leganes
Omar Rekik,91187786,0,1,1,0,0,1,0,0,1,0,0,0,0,0,realhisp
Valentín Delmás,2000192672,0,0,1,0,0,1,0,0,1,1,0,0,0,0,realhisp
Gavi,2000049413,0,0,0,0,0,0,0,0,1,0,0,1,1,0,realhisp
Jose Carlos,2000438639,0,0,0,0,1,0,0,0,1,0,1,1,1,0,realhisp
Abel Angulo,2000438635,0,0,0,0,0,1,0,0,1,0,0,1,0,1,realhisp
Alexis,2000438631,0,0,0,0,0,0,0,0,1,1,0,0,1,0,realhisp
Alfonso Miranda,2000629593,0,0,0,0,0,0,0,0,1,0,0,1,0,1,realhisp
Orel Mangala,18087973,0,0,0,0,0,1,0,0,1,0,0,1,0,0,realhisp
Franjo Lazar,2000028271,0,0,0,0,0,1,0,0,1,0,0,0,0,0,realhisp
Txus Alba,2000048420,0,0,0,0,0,1,0,0,1,1,0,1,1,0,realhisp
Eiður Gauti Sigurpálsson,2000355767,0,0,0,0,0,0,0,0,1,1,0,0,1,0,realhisp
Oumar Sangaré,2000629589,0,0,0,0,0,1,0,0,1,0,0,0,0,0,realhisp
Boubacar Kamara,48043084,0,0,1,0,0,1,0,0,1,0,0,0,0,0,rmdrd
Matías Zeiden,2000272732,0,0,0,0,0,1,0,0,1,0,0,0,0,0,rmdrd
Juan Martín Sancho,2000377686,0,0,0,0,0,0,0,0,1,1,0,0,1,0,rmdrd
Youri Tielemans,18077264,0,0,0,0,0,1,0,0,1,0,0,1,0,0,rmdrd
Abderrahmane Sefrioui,2000433189,0,1,0,0,0,1,0,0,1,0,0,0,0,0,rmdrd
Andrew Sinclair,2000432933,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rmdrd
Isaac Guerra,2000439269,0,1,0,0,1,1,0,0,1,0,0,0,0,0,rmdrd
Renato Pereira,2000190646,0,0,1,0,0,1,0,0,1,0,0,0,0,0,rsana
Ignacio Vallina,2000570634,0,0,1,0,0,1,0,0,1,0,0,0,0,0,rsana
Ayrton Tallura,2000274550,0,0,0,0,0,0,0,0,1,0,0,1,0,0,rsana
John Bueno,2000419425,0,0,0,0,0,0,0,1,1,0,0,1,0,0,rsana
Denis Zakaria,98034601,0,0,1,0,0,1,0,0,1,0,0,0,0,0,rsana
Sergi Pascual,2000196434,0,0,0,0,0,1,0,0,1,0,0,0,0,0,rsana
Gaetano Oristanio,43425611,0,0,0,0,0,0,0,0,1,0,0,1,0,1,rsana
José Gragera,67263880,0,0,0,0,0,1,0,0,1,0,0,0,0,0,rsana
Paweł Brzyski,2000433744,0,0,0,0,0,1,0,0,1,0,0,1,0,0,rsana
John Damiano,2000435431,0,1,1,0,0,1,0,0,1,0,0,0,0,0,rsana
Souza,2000607666,0,0,1,1,0,1,0,0,1,0,0,0,0,0,rsana
Scott Diaz,2000706461,0,0,0,0,0,1,0,0,1,0,0,1,0,0,rsana
Martín Zubimendi,67246385,0,0,0,0,0,1,0,0,1,0,0,0,0,0,sevilla
Joan Jordán,67187249,0,0,0,0,0,1,0,0,1,0,0,0,0,0,sevilla
Agustín,2000440745,0,0,0,0,0,0,0,1,1,0,0,1,0,0,sevilla
Valeri Gavazov,2000215456,0,0,0,0,0,0,0,0,1,0,1,1,0,0,sevilla
Gonçalo Ramos,83209468,0,0,0,0,0,0,0,0,1,0,0,1,0,1,sevilla
Federico Real,2000193194,0,0,1,0,0,1,0,0,1,0,0,0,0,0,sevilla
Jordan Henderson,28005568,0,1,1,0,0,1,0,0,1,0,0,0,0,0,sevilla
Koke,67047092,0,0,0,0,0,1,0,1,1,1,0,0,0,0,sevilla
Óliver,67169689,0,0,0,0,0,1,0,0,1,1,0,1,1,0,sevilla
Andri Fannar Sigurgeirsson,2000439839,0,0,1,1,0,0,0,0,1,0,0,0,0,0,sevilla
Sérgio Mané,2000507867,0,0,0,0,0,0,0,0,1,1,0,1,1,0,valencia
Urko González de Zárate,2000058330,0,0,1,0,0,1,0,0,1,0,0,0,0,0,valencia
Morten Thorsby,53098756,0,0,0,0,1,1,0,1,1,0,1,0,0,0,valencia
Orkun Kökçü,37061602,0,0,0,0,0,1,0,0,1,0,0,1,0,0,valencia
Damián Ribera,2000193186,0,0,0,0,0,0,0,0,1,0,0,1,1,0,valencia
Rodri,67217524,0,0,0,0,0,1,0,0,1,0,0,0,0,0,valencia
Bart Ramselaar,37045888,0,0,0,0,0,0,0,1,1,1,0,1,1,0,vallecano
Pierre Kunde,67211690,0,0,0,0,0,1,0,0,1,0,0,1,0,0,vallecano
Laure,2000631655,0,0,0,0,0,0,0,0,1,0,0,1,0,0,vallecano
Uğur Özbay,2000432893,0,0,0,1,0,1,1,0,1,0,0,0,0,0,vallecano
Carlos Abraham,2000440884,0,1,1,0,0,1,0,0,1,0,0,0,0,0,vallecano
Juan Artola,67260216,0,0,0,0,0,0,0,1,1,1,1,1,1,1,vallecano
Santi Comesaña,67224142,0,0,1,0,0,1,0,0,1,0,0,0,0,0,vallecano
Javi Martínez,67249495,0,0,0,0,0,1,0,0,1,0,0,1,0,0,vallecano
Jon Moncayola,67267210,0,0,0,0,0,1,0,0,1,0,0,0,0,0,vallecano
Álvaro García,89062864,0,0,1,0,0,1,0,0,1,0,0,0,0,0,vallecano
Samy Chouchane,2000010841,0,0,0,0,0,1,0,0,1,0,0,0,0,0,vallecano
José Alberto Nieto,2000197171,0,0,0,0,0,0,0,0,1,1,0,1,1,0,vallecano
Luís Rodrigues,2000436535,0,0,1,0,0,1,0,0,1,0,0,0,0,0,vigo
Antonio Blanco,67256515,0,0,0,0,0,1,0,0,1,0,0,0,0,0,vigo
Billy Gilmour,61078265,0,0,0,0,0,1,0,0,1,0,0,1,0,0,vigo
Rodrigo Gogna,2000273938,0,0,0,0,0,0,0,0,1,0,0,1,1,0,vigo
Octavian Popescu,57175903,0,0,0,0,0,0,0,0,1,1,0,1,1,0,vigo
Manu Morlanes,67228802,0,0,0,0,0,1,0,0,1,0,0,0,0,0,vigo
Germán,2000194475,0,0,1,0,0,0,0,0,1,0,0,0,0,0,vigo
Ali Tweed,2000432931,0,0,1,0,0,0,0,0,1,0,0,0,0,0,vigo
Unai Gómez,2000065899,0,0,0,0,0,0,0,0,1,0,0,0,0,0,vigo
Emil Bohinen,53126104,0,0,0,0,0,0,0,0,1,0,1,1,0,0,vigo
Nino,2000511282,0,0,0,0,0,0,0,1,1,0,1,1,0,0,vigo
Odilon Kossounou,93127195,0,1,1,0,1,1,0,0,1,0,0,0,0,0,villareal
Didier,2000509916,0,1,1,0,1,1,0,0,1,0,0,0,0,0,villareal
Oriol Busquets,67225653,0,0,1,0,0,1,0,0,1,0,0,0,0,0,villareal
Andrés Torres,2000628761,0,0,0,0,0,0,0,1,1,0,0,1,0,0,villareal
Luis Vicente,2000438000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,villareal
Mohamed Cisse,2000509917,0,0,0,0,0,0,0,0,1,0,1,1,0,1,villareal
Óliver Pueyo,2000569557,0,0,0,0,0,1,0,0,1,0,0,0,0,0,villareal
John Córdoba,2000416582,0,0,0,0,0,0,0,0,1,0,1,1,1,0,villareal
Maxence Caqueret,48044737,0,0,0,0,0,1,0,0,1,0,0,0,0,0,villareal
Manu Morlanes,67228802,0,0,0,0,0,1,0,0,1,0,0,0,0,0,villareal
Yesinguer Vinasco,2000415655,0,0,0,0,0,0,0,0,1,0,0,1,0,1,villareal
Francho,67278162,0,0,0,0,0,1,0,0,1,0,0,0,0,0,zaragoza
Dídac,2000437768,0,0,0,0,0,1,0,0,1,0,0,1,0,1,zaragoza
Renato Adriano,2000411533,0,0,0,0,0,0,0,0,1,0,0,0,0,0,zaragoza
Javi Mas,2000511079,0,0,0,0,0,0,0,0,1,0,1,1,0,0,zaragoza
Carles Aleñá,67213011,0,0,0,0,0,0,0,0,1,0,0,1,0,0,zaragoza
Vladimir Moldovan,2000570460,0,0,0,0,0,0,0,0,1,0,0,1,0,0,zaragoza
