Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental,Team
Pablo Pérez,2000014927.0,9.0,13.25,15.25,12.67,10.67,12.83,8.0,12.42,realhisp
Kostyantyn Vivcharenko,71113673.0,12.0,13.5,14.5,10.5,10.83,12.83,9.5,13.92,realhisp
Talla Mendy,2000510695.0,10.83,13.0,15.0,8.0,6.67,8.17,5.5,12.83,realhisp
Joselito,2000510697.0,12.0,12.75,13.0,7.67,7.17,6.83,11.5,14.25,realhisp
Angeliño,28095342.0,12.33,13.25,12.5,14.33,12.67,13.67,7.5,13.83,rmdrd
Fabrice Mbassi,2000191910.0,14.33,15.5,14.5,14.17,8.5,13.67,7.0,14.0,rmdrd
William Saliba,49039004.0,13.67,15.5,15.0,11.33,10.33,11.33,15.5,14.0,rsana
Brandon Williams,28115834.0,12.33,13.5,15.5,10.33,11.67,12.67,10.5,14.0,rsana
David Carmo,83111598.0,13.0,13.25,12.0,11.67,10.67,11.33,14.5,13.67,rsana
Lukas Mohr,2000432897.0,14.0,14.0,14.5,9.33,8.33,11.33,13.0,13.17,rsana
Souza,2000607666.0,15.0,15.5,14.0,12.33,9.67,11.0,15.0,15.33,rsana
Kyle Walker-Peters,29126231.0,12.67,13.12,13.0,11.83,10.83,12.33,7.0,13.25,sevilla
Emmanuel,2000569770.0,14.67,13.88,12.25,12.0,8.17,9.5,13.5,15.42,sevilla
José Marsà,67279755.0,14.0,14.5,15.5,13.0,9.67,12.0,13.0,13.67,sevilla
Rubén,2000510866.0,11.67,16.0,11.5,9.83,10.83,14.33,10.5,14.08,sevilla
José María Noguera,2000438352.0,14.33,14.25,14.0,11.67,8.0,12.33,13.5,14.0,sevilla
Mads Pedersen,27088224.0,11.67,12.25,13.0,11.67,10.17,12.67,5.0,12.75,sevilla
Andri Fannar Sigurgeirsson,2000439839.0,13.67,13.0,13.25,10.67,8.67,8.83,12.0,14.08,sevilla
Rubén Iranzo,2000032467.0,15.33,15.0,15.5,12.67,12.0,11.33,15.0,13.17,valencia
José Gayà,67178177.0,13.67,13.25,14.0,14.67,13.0,14.67,5.5,14.67,valencia
Ivo Gujinović,2000565341.0,14.67,15.5,14.0,9.17,9.17,10.17,10.5,16.0,valencia
Sheldon Peltier,2000187635.0,11.0,15.0,15.0,11.0,10.33,13.33,13.0,14.0,valencia
Nicolas Cozza,49037761.0,13.33,14.5,13.0,12.33,11.33,12.0,11.5,13.17,valencia
Jordi,2000513013.0,14.33,13.62,13.75,12.33,8.33,11.67,13.0,13.25,vallecano
Manu Sánchez,67284340.0,12.67,12.5,14.0,10.0,10.17,9.83,10.0,13.75,vallecano
Uğur Özbay,2000432893.0,12.0,13.75,12.0,8.67,8.0,7.67,12.0,12.17,vallecano
Andrejs Ciganiks,37075484.0,12.0,13.12,12.0,12.17,9.67,11.67,9.5,11.08,vigo
Aarón Martín,67196209.0,13.33,11.12,14.0,12.17,12.17,12.67,8.0,14.17,vigo
Pedro Esperancinha,2000437963.0,12.33,15.25,12.25,8.67,6.33,8.17,10.5,14.58,vigo
Iván Muñoz,67295020.0,14.67,13.12,14.0,9.33,10.5,8.83,14.5,13.0,villareal
Dmytro Smalyukh,2000461897.0,15.33,14.25,13.5,10.67,9.5,11.67,11.5,14.0,villareal
Alfonso Pedraza,67212046.0,12.33,12.75,12.5,11.33,12.83,12.33,11.5,13.92,villareal
Wanderson Bastos,2000410491.0,12.0,14.0,14.5,8.0,6.33,11.17,12.0,13.42,villareal
Óscar Gil,67227188.0,13.33,13.88,16.0,11.83,9.17,9.33,8.5,13.08,zaragoza
Alejandro Francés,67281886.0,14.33,14.5,14.0,11.5,9.83,11.17,12.5,14.25,zaragoza
Alejandro Balde,67296654.0,11.0,13.75,14.0,11.67,10.5,13.33,9.0,12.75,zaragoza
Eric Kahl,93142833.0,12.0,13.88,14.5,11.17,10.33,12.5,10.0,12.92,zaragoza
Francisco Jesús,2000511084.0,12.67,13.38,11.5,9.83,9.17,11.67,11.0,11.42,zaragoza
