Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC,Team
Oier Zarraga,67260201,0,0,0,0,0,0,0,1,1,0,1,1,0,0,espanyol
Óscar Melendo,67214687,0,0,0,0,0,0,0,1,1,0,1,1,0,0,espanyol
Brais Méndez,67199158,0,0,0,0,0,0,0,1,1,0,0,1,0,0,espanyol
David,2000441683,0,0,0,0,0,0,0,0,0,0,0,1,0,1,espanyol
Matías Vargas,14141967,0,0,0,0,0,0,0,0,0,1,0,1,1,0,espanyol
Rami Hajal,93099931,0,0,0,0,0,0,0,0,1,0,0,1,0,0,espanyol
Serafín,2000512562,0,0,0,0,0,0,0,0,1,0,1,1,1,0,granada
Moussa Djenepo,6601602,0,0,0,0,0,0,0,1,0,1,1,1,1,1,granada
Jose Luis,2000438355,0,0,0,0,0,0,0,0,1,0,0,1,0,1,granada
Eugenio Caínzos,2000630560,0,0,0,0,0,0,0,0,1,0,0,1,0,0,granada
Jesse Lingard,28047560,0,0,0,0,0,0,0,1,1,1,1,1,1,1,granada
Edimilson Fernandes,98030084,0,0,0,0,0,1,0,1,1,0,1,1,0,0,granada
Félix,2000192673,0,0,0,0,0,0,0,1,1,0,1,1,0,0,granada
Migue Ortiz,2000630559,0,0,0,0,0,0,0,0,1,0,1,1,1,0,granada
José,2000570829,0,0,0,0,0,0,0,0,1,0,0,1,0,0,laspalmas
Beñat Sanz,2000439251,0,0,0,0,0,0,0,0,1,0,0,1,0,0,laspalmas
Anders Nygaard,2000569028,0,0,0,0,0,0,0,0,0,0,1,1,0,1,laspalmas
Gil Dias,55082920,0,0,0,1,0,0,0,1,0,0,1,1,1,0,laspalmas
Enzo Loiodice,49045906,0,0,0,0,0,0,0,0,1,0,0,1,1,0,laspalmas
Leo Díaz,2000630127,0,0,0,0,0,0,0,0,1,0,1,1,0,0,laspalmas
Àlex Collado,67246435,0,0,0,0,0,0,0,1,1,1,1,1,1,0,leganes
John McGinn,61043070,0,0,0,0,0,1,0,0,1,0,0,1,0,0,leganes
Amarildo Gojani,2000505067,0,0,0,0,0,0,0,0,1,0,0,1,0,0,leganes
Freddy Vargas,86061304,0,0,0,0,0,0,0,1,0,1,1,1,1,0,leganes
Ángel Cabello,2000438822,0,0,0,0,0,0,0,0,0,0,1,1,0,1,leganes
Olaus Skarsem,89051875,0,0,0,0,0,0,0,1,1,0,1,1,1,1,leganes
Javier Pascua,2000573866,0,0,0,0,0,0,0,0,0,1,0,1,1,1,leganes
Gianluca Bellucci,2000508898,0,0,0,0,0,0,0,0,1,1,1,1,0,0,leganes
Rodrigo Zalazar,67271371,0,0,0,0,0,1,0,0,1,0,0,1,0,0,leganes
Ifeanyi Mathew,53141633,0,0,0,0,0,1,0,1,1,0,1,1,0,0,leganes
Óscar Clemente,67259874,0,0,0,0,0,0,0,0,1,0,0,1,1,0,leganes
Nils Mortimer,67265795,0,0,0,0,0,0,0,1,0,0,1,1,1,1,leganes
Miguel,2000192899,0,0,0,0,0,0,0,1,1,1,1,1,0,0,leganes
Gavi,2000049413,0,0,0,0,0,0,0,0,1,0,0,1,1,0,realhisp
Jose Carlos,2000438639,0,0,0,0,1,0,0,0,1,0,1,1,1,0,realhisp
Abel Angulo,2000438635,0,0,0,0,0,1,0,0,1,0,0,1,0,1,realhisp
Alfonso Miranda,2000629593,0,0,0,0,0,0,0,0,1,0,0,1,0,1,realhisp
Orel Mangala,18087973,0,0,0,0,0,1,0,0,1,0,0,1,0,0,realhisp
Txus Alba,2000048420,0,0,0,0,0,1,0,0,1,1,0,1,1,0,realhisp
Martín Martínez,2000439252,0,0,0,0,0,0,0,0,0,1,1,1,1,0,realhisp
Marc Trives,2000439546,0,0,0,0,0,0,0,0,0,0,0,1,0,1,realhisp
Youri Tielemans,18077264,0,0,0,0,0,1,0,0,1,0,0,1,0,0,rmdrd
Raheem Sterling,28054109,0,0,0,0,0,0,0,1,0,1,1,1,1,1,rmdrd
Jadon Sancho,28108490,0,0,0,0,0,0,0,1,0,1,1,1,1,0,rmdrd
Odsonne Edouard,48036880,0,0,0,0,0,0,0,0,0,0,1,1,1,1,rmdrd
Ayrton Tallura,2000274550,0,0,0,0,0,0,0,0,1,0,0,1,0,0,rsana
John Bueno,2000419425,0,0,0,0,0,0,0,1,1,0,0,1,0,0,rsana
Mikel Oyarzábal,67220143,0,0,0,0,0,0,0,0,0,0,1,1,1,1,rsana
Gabriel Martinelli,19351309,0,0,0,0,0,0,0,0,0,0,1,1,1,1,rsana
Gaetano Oristanio,43425611,0,0,0,0,0,0,0,0,1,0,0,1,0,1,rsana
Paweł Brzyski,2000433744,0,0,0,0,0,1,0,0,1,0,0,1,0,0,rsana
Koldo Valencia,2000663358,0,0,0,0,0,0,0,1,0,0,1,1,1,0,rsana
Scott Diaz,2000706461,0,0,0,0,0,1,0,0,1,0,0,1,0,0,rsana
Agustín,2000440745,0,0,0,0,0,0,0,1,1,0,0,1,0,0,sevilla
Isaac Lihadji,49048366,0,0,0,0,0,0,0,1,0,0,1,1,0,0,sevilla
Munir,67174735,0,0,0,0,0,0,0,0,0,1,1,1,1,1,sevilla
Valeri Gavazov,2000215456,0,0,0,0,0,0,0,0,1,0,1,1,0,0,sevilla
Gonçalo Ramos,83209468,0,0,0,0,0,0,0,0,1,0,0,1,0,1,sevilla
Lucas Ocampos,14031132,0,0,0,0,0,0,0,0,0,1,1,1,1,1,sevilla
Óliver,67169689,0,0,0,0,0,1,0,0,1,1,0,1,1,0,sevilla
Alvaro,2000510252,0,0,0,0,0,0,0,0,0,0,0,1,0,1,sevilla
Sebastián,2000569766,0,0,0,0,0,1,0,0,0,0,0,1,0,0,sevilla
Sérgio Mané,2000507867,0,0,0,0,0,0,0,0,1,1,0,1,1,0,valencia
Orkun Kökçü,37061602,0,0,0,0,0,1,0,0,1,0,0,1,0,0,valencia
Gabriel Jesus,19220266,0,0,0,0,0,0,0,0,0,0,1,1,1,1,valencia
Damián Ribera,2000193186,0,0,0,0,0,0,0,0,1,0,0,1,1,0,valencia
Nico Serrano,67295206,0,0,0,0,0,0,0,1,0,1,1,1,1,1,valencia
Bart Ramselaar,37045888,0,0,0,0,0,0,0,1,1,1,0,1,1,0,vallecano
Pierre Kunde,67211690,0,0,0,0,0,1,0,0,1,0,0,1,0,0,vallecano
Laure,2000631655,0,0,0,0,0,0,0,0,1,0,0,1,0,0,vallecano
Roberto,2000440887,0,0,0,0,0,0,0,0,0,0,1,1,0,1,vallecano
Juan Artola,67260216,0,0,0,0,0,0,0,1,1,1,1,1,1,1,vallecano
Javi Martínez,67249495,0,0,0,0,0,1,0,0,1,0,0,1,0,0,vallecano
Julio Villalba,79028819,0,0,0,0,0,0,0,0,0,0,1,1,0,1,vallecano
José Alberto Nieto,2000197171,0,0,0,0,0,0,0,0,1,1,0,1,1,0,vallecano
Billy Gilmour,61078265,0,0,0,0,0,1,0,0,1,0,0,1,0,0,vigo
Rodrigo Gogna,2000273938,0,0,0,0,0,0,0,0,1,0,0,1,1,0,vigo
Octavian Popescu,57175903,0,0,0,0,0,0,0,0,1,1,0,1,1,0,vigo
Yago Freitas,2000570843,0,0,0,0,0,0,0,0,0,0,1,1,1,1,vigo
Gorka Alarcón,2000194477,0,0,0,0,0,0,0,1,0,0,1,1,0,0,vigo
Emil Bohinen,53126104,0,0,0,0,0,0,0,0,1,0,1,1,0,0,vigo
Nino,2000511282,0,0,0,0,0,0,0,1,1,0,1,1,0,0,vigo
Andrés Torres,2000628761,0,0,0,0,0,0,0,1,1,0,0,1,0,0,villareal
Javi Ontiveros,67211745,0,0,0,0,0,0,0,1,0,1,1,1,1,0,villareal
Faustino,2000438001,0,0,0,0,0,0,0,0,0,0,1,1,0,1,villareal
Mohamed Cisse,2000509917,0,0,0,0,0,0,0,0,1,0,1,1,0,1,villareal
John Córdoba,2000416582,0,0,0,0,0,0,0,0,1,0,1,1,1,0,villareal
Yesinguer Vinasco,2000415655,0,0,0,0,0,0,0,0,1,0,0,1,0,1,villareal
Dídac,2000437768,0,0,0,0,0,1,0,0,1,0,0,1,0,1,zaragoza
Jorge Cañadas,2000511078,0,0,0,0,0,0,0,0,0,0,0,1,0,1,zaragoza
Javi Mas,2000511079,0,0,0,0,0,0,0,0,1,0,1,1,0,0,zaragoza
Jesus Carrasco,2000439537,0,0,0,0,0,0,0,0,0,1,0,1,1,1,zaragoza
Malcom,19229435,0,0,0,0,0,0,0,1,0,1,1,1,1,0,zaragoza
Carles Aleñá,67213011,0,0,0,0,0,0,0,0,1,0,0,1,0,0,zaragoza
Vladimir Moldovan,2000570460,0,0,0,0,0,0,0,0,1,0,0,1,0,0,zaragoza
